x,y,y_pred,machine,trial,subject
24,34.07122680391528,2916.0,1,6,12
28,25.319134054137763,6480.0,1,7,12
32,16.567041304360245,14400.0,1,8,12
36,7.8149485545827275,32760.0,1,9,12
40,-0.9371441951947903,72900.0,1,10,12
44,-9.689236944972308,161050.0,1,11,12
48,-18.44132969474984,360360.0,1,12,12
52,-27.193422444527357,799800.0,1,13,12
56,-35.945515194304875,1778728.0,1,14,12
60,-44.69760794408239,3939424.0,1,15,12
64,-53.44970069385991,8717829.0,1,16,12
68,-62.20179344363743,19173961.0,1,17,12
72,-70.95388619341495,42515619.0,1,18,12
76,-79.70597894319246,93501.0,1,19,12
80,-88.45807169296998,0.0,1,20,12
84,-97.2101644427475,0.0,1,21,12
88,-105.96225719252502,0.0,1,22,12
92,-114.71434994230253,0.0,1,23,12
96,-123.46644269208008,0.0,1,24,12
100,-132.2185354418576,0.0,1,25,12
4,-46.97522441310702,22.0,1,1,13
8,-53.952996620632284,55.0,1,2,13
12,-60.930768828157554,88.0,1,3,13
16,-67.90854103568282,121.0,1,4,13
20,-74.8863132432081,154.0,1,5,13
24,-81.86408545073336,187.0,1,6,13
28,-88.84185765825862,220.0,1,7,13
32,-95.81962986578388,253.0,1,8,13
36,-102.79740207330914,286.0,1,9,13
40,-109.7751742808344,319.0,1,10,13
44,-116.75294648835967,352.0,1,11,13
48,-123.73071869588495,385.0,1,12,13
52,-130.7084909034102,418.0,1,13,13
56,-137.68626311093547,451.0,1,14,13
60,-144.66403531846075,484.0,1,15,13
64,-151.641807525986,517.0,1,16,13
68,-158.61957973351124,550.0,1,17,13
72,-165.59735194103652,583.0,1,18,13
76,-172.5751241485618,616.0,1,19,13
80,-179.55289635608705,649.0,1,20,13
84,-186.53066856361232,682.0,1,21,13
88,-193.50844077113757,715.0,1,22,13
92,-200.48621297866285,748.0,1,23,13
96,-207.46398518618813,781.0,1,24,13
100,-214.44175739371337,814.0,1,25,13
4,-101.60035315881196,0.0,1,1,14
8,-108.40975341543854,0.0,1,2,14
12,-115.21915367206515,0.0,1,3,14
16,-122.02855392869175,8.0,1,4,14
20,-128.83795418531832,10.0,1,5,14
24,-135.6473544419449,16.0,1,6,14
28,-142.45675469857153,22.0,1,7,14
32,-149.26615495519812,28.0,1,8,14
36,-156.07555521182474,36.0,1,9,14
40,-162.88495546845132,46.0,1,10,14
44,-169.6943557250779,57.0,1,11,14
48,-176.5037559817045,70.0,1,12,14
52,-183.31315623833112,83.0,1,13,14
56,-190.12255649495773,99.0,1,14,14
60,-196.93195675158432,116.0,1,15,14
64,-203.7413570082109,135.0,1,16,14
68,-210.5507572648375,155.0,1,17,14
72,-217.3601575214641,177.0,1,18,14
76,-224.16955777809073,200.0,1,19,14
80,-230.97895803471732,225.0,1,20,14
84,-237.7883582913439,252.0,1,21,14
88,-244.5977585479705,281.0,1,22,14
92,-251.4071588045971,312.0,1,23,14
96,-258.2165590612237,345.0,1,24,14
100,-265.0259593178503,380.0,1,25,14
4,45.49151332915477,4.0,1,1,15
8,39.46511919240731,11.3,1,2,15
12,33.438725055659845,18.1,1,3,15
16,27.41233091891237,24.5,1,4,15
20,21.385936782164904,30.5,1,5,15
24,15.359542645417438,36.1,1,6,15
28,9.333148508669975,41.2,1,7,15
32,3.306754371922506,45.9,1,8,15
36,-2.719639764824964,50.1,1,9,15
40,-8.746033901572428,53.9,1,10,15
44,-14.772428038319891,57.3,1,11,15
48,-20.79882217506736,60.2,1,12,15
52,-26.82521631181483,62.7,1,13,15
56,-32.85161044856228,64.8,1,14,15
60,-38.87800458530975,66.5,1,15,15
64,-44.90439872205722,67.9,1,16,15
68,-50.93079285880469,69.0,1,17,15
72,-56.95718699555216,69.7,1,18,15
76,-62.98358113229962,70.2,1,19,15
80,-69.00997526904709,70.5,1,20,15
84,-75.03636940579456,70.6,1,21,15
88,-81.06276354254202,70.5,1,22,15
92,-87.0891576792895,70.2,1,23,15
96,-93.11555181603696,69.7,1,24,15
100,-99.14194595278441,69.1,1,25,15
4,-81.61439438888038,6.0,1,1,16
8,-86.23707047042244,10.0,1,2,16
12,-90.85974655196448,14.0,1,3,16
16,-95.48242263350653,18.0,1,4,16
20,-100.10509871504857,22.0,1,5,16
24,-104.72777479659061,26.0,1,6,16
28,-109.35045087813265,30.0,1,7,16
32,-113.9731269596747,34.0,1,8,16
36,-118.59580304121675,38.0,1,9,16
40,-123.2184791227588,42.0,1,10,16
44,-127.84115520430083,46.0,1,11,16
48,-132.46383128584287,50.0,1,12,16
52,-137.0865073673849,54.0,1,13,16
56,-141.70918344892698,58.0,1,14,16
60,-146.33185953046902,62.0,1,15,16
64,-150.95453561201106,66.0,1,16,16
68,-155.5772116935531,70.0,1,17,16
72,-160.19988777509514,74.0,1,18,16
76,-164.8225638566372,78.0,1,19,16
80,-169.44523993817924,82.0,1,20,16
84,-174.06791601972128,86.0,1,21,16
88,-178.69059210126332,90.0,1,22,16
92,-183.31326818280536,94.0,1,23,16
96,-187.93594426434743,98.0,1,24,16
100,-192.55862034588944,102.0,1,25,16
4,66.66945579487923,15.0,1,1,17
8,57.99148663996764,150.0,1,2,17
12,49.31351748505604,300.0,1,3,17
16,40.635548330144445,600.0,1,4,17
20,31.95757917523285,1200.0,1,5,17
24,23.27961002032125,2400.0,1,6,17
28,14.601640865409655,4800.0,1,7,17
32,5.923671710498061,9600.0,1,8,17
36,-2.7542974444135324,19200.0,1,9,17
40,-11.432266599325127,38400.0,1,10,17
44,-20.11023575423672,76800.0,1,11,17
48,-28.788204909148327,153600.0,1,12,17
52,-37.46617406405992,307200.0,1,13,17
56,-46.144143218971514,614400.0,1,14,17
60,-54.822112373883094,1228800.0,1,15,17
64,-63.5000815287947,2457600.0,1,16,17
68,-72.17805068370632,4915200.0,1,17,17
72,-80.8560198386179,9830400.0,1,18,17
76,-89.5339889935295,19660800.0,1,19,17
80,-98.21195814844108,39321600.0,1,20,17
84,-106.88992730335269,78643200.0,1,21,17
88,-115.56789645826427,1572864.0,1,22,17
92,-124.24586561317588,3145728.0,1,23,17
96,-132.9238347680875,6291456.0,1,24,17
100,-141.60180392299907,125829.0,1,25,17
4,51.98457155864902,1.0,1,1,18
8,44.7653371896968,0.5,1,2,18
12,37.546102820744586,0.0,1,3,18
16,30.32686845179237,-0.0,1,4,18
20,23.10763408284015,-0.0,1,5,18
24,15.888399713887937,-0.0,1,6,18
28,8.669165344935715,0.0,1,7,18
32,1.4499309759835004,0.0,1,8,18
36,-5.769303392968721,0.0,1,9,18
40,-12.988537761920936,0.0,1,10,18
44,-20.207772130873153,0.0,1,11,18
48,-27.427006499825367,-0.0,1,12,18
52,-34.64624086877758,0.0,1,13,18
56,-41.86547523772981,0.0,1,14,18
60,-49.084709606682026,0.0,1,15,18
64,-56.30394397563424,0.0,1,16,18
68,-63.523178344586455,0.0,1,17,18
72,-70.74241271353868,0.0,1,18,18
76,-77.9616470824909,0.0,1,19,18
80,-85.18088145144311,0.0,1,20,18
84,-92.40011582039533,0.0,1,21,18
88,-99.61935018934754,0.0,1,22,18
92,-106.83858455829976,0.0,1,23,18
96,-114.05781892725197,0.0,1,24,18
100,-121.27705329620419,0.0,1,25,18
4,-109.52194978204385,7.0,1,1,19
8,-122.20380665137905,20.4,1,2,19
12,-134.88566352071427,59.2,1,3,19
16,-147.56752039004948,139.1,1,4,19
20,-160.2493772593847,283.5,1,5,19
24,-172.93123412871992,584.4,1,6,19
28,-185.61309099805513,1210.0,1,7,19
32,-198.29494786739033,2514.0,1,8,19
36,-210.97680473672554,5240.0,1,9,19
40,-223.65866160606075,10992.0,1,10,19
44,-236.34051847539595,22655.0,1,11,19
48,-249.02237534473116,47875.0,1,12,19
52,-261.70423221406634,100592.0,1,13,19
56,-274.38608908340154,212640.0,1,14,19
60,-287.06794595273675,448731.0,1,15,19
64,-299.74980282207196,962256.0,1,16,19
68,-312.43165969140716,2065138.0,1,17,19
72,-325.11351656074237,4405600.0,1,18,19
76,-337.7953734300776,92967.0,1,19,19
80,-350.4772302994128,112000.0,1,20,19
84,-363.15908716874804,135392.0,1,21,19
88,-375.84094403808325,164340.0,1,22,19
92,-388.52280090741846,199800.0,1,23,19
96,-401.20465777675366,239760.0,1,24,19
100,-413.88651464608887,285120.0,1,25,19
4,-32.31761015040252,16.0,1,1,20
8,-37.21243920251987,32.0,1,2,20
12,-42.107268254637205,48.0,1,3,20
16,-47.00209730675455,64.0,1,4,20
20,-51.896926358871895,80.0,1,5,20
24,-56.79175541098923,96.0,1,6,20
28,-61.68658446310658,112.0,1,7,20
32,-66.58141351522393,128.0,1,8,20
36,-71.47624256734127,144.0,1,9,20
40,-76.37107161945862,160.0,1,10,20
44,-81.26590067157596,176.0,1,11,20
48,-86.1607297236933,192.0,1,12,20
52,-91.05555877581065,208.0,1,13,20
56,-95.95038782792798,224.0,1,14,20
60,-100.84521688004533,240.0,1,15,20
64,-105.74004593216267,256.0,1,16,20
68,-110.63487498428002,272.0,1,17,20
72,-115.52970403639736,288.0,1,18,20
76,-120.4245330885147,304.0,1,19,20
80,-125.31936214063205,320.0,1,20,20
84,-130.21419119274938,336.0,1,21,20
88,-135.10902024486674,352.0,1,22,20
92,-140.00384929698407,368.0,1,23,20
96,-144.8986783491014,384.0,1,24,20
100,-149.79350740121876,400.0,1,25,20
