x,y,y_pred,machine,trial,subject
100,-358.8982708361227,810.3,4,21,2
1,-22.719921665240886,7.0,5,1,2
5,-34.39980711890806,25.0,5,2,2
10,-48.999663935992025,88.0,5,3,2
15,-63.599520753076,203.0,5,4,2
20,-78.19937757015998,442.0,5,5,2
25,-92.79923438724394,975.0,5,6,2
30,-107.39909120432792,2175.0,5,7,2
35,-121.99894802141188,4787.0,5,8,2
40,-136.59880483849585,9922.0,5,9,2
45,-151.1986616555798,20917.0,5,10,2
50,-165.7985184726638,43539.0,5,11,2
55,-180.39837528974775,90495.0,5,12,2
60,-194.99823210683175,188671.0,5,13,2
65,-209.5980889239157,395761.0,5,14,2
70,-224.19794574099964,829687.0,5,15,2
75,-238.79780255808365,1720931.0,5,16,2
80,-253.3976593751676,3623148.0,5,17,2
85,-267.99751619225157,7543796.0,5,18,2
90,-282.5973730093355,15986028.0,5,19,2
95,-297.1972298264195,33572990.0,5,20,2
100,-311.79708664350346,70353336.0,5,21,2
1,-81.5781393061578,10.0,1,1,3
5,-91.16889994962136,25.2,1,2,3
10,-103.15735075395082,53.0,1,3,3
15,-115.1458015582803,85.6,1,4,3
20,-127.13425236260976,122.0,1,5,3
25,-139.12270316693923,162.5,1,6,3
30,-151.1111539712687,206.6,1,7,3
35,-163.09960477559815,252.5,1,8,3
40,-175.0880555799276,300.0,1,9,3
45,-187.07650638425707,349.1,1,10,3
50,-199.06495718858653,399.7,1,11,3
55,-211.05340799291602,451.6,1,12,3
60,-223.04185879724545,504.7,1,13,3
65,-235.03030960157494,558.8,1,14,3
70,-247.01876040590437,614.0,1,15,3
75,-259.00721121023383,669.8,1,16,3
80,-270.99566201456327,726.0,1,17,3
85,-282.98411281889275,782.5,1,18,3
90,-294.9725636232222,839.4,1,19,3
95,-306.9610144275517,896.2,1,20,3
100,-318.94946523188116,953.4,1,21,3
1,87.80620709392217,-19.7,2,1,3
5,83.98725565153048,-22.3,2,2,3
10,79.21356634854087,-22.6,2,3,3
15,74.43987704555124,-22.0,2,4,3
20,69.66618774256163,-22.0,2,5,3
25,64.89249843957201,-22.2,2,6,3
30,60.118809136582385,-23.0,2,7,3
35,55.34511983359277,-23.7,2,8,3
40,50.57143053060315,-23.8,2,9,3
45,45.797741227613535,-23.5,2,10,3
50,41.02405192462391,-23.0,2,11,3
55,36.250362621634295,-22.5,2,12,3
60,31.476673318644682,-22.3,2,13,3
65,26.702984015655066,-22.3,2,14,3
70,21.92929471266545,-22.2,2,15,3
75,17.155605409675825,-22.2,2,16,3
80,12.381916106686216,-21.8,2,17,3
85,7.608226803696591,-21.5,2,18,3
90,2.8345375007069817,-21.5,2,19,3
95,-1.9391518022826417,-21.4,2,20,3
100,-6.712841105272266,-21.4,2,21,3
1,-92.91501557827681,-46.0,3,1,3
5,-102.28009875865223,-21.3,3,2,3
10,-113.98645273412151,28.2,3,3,3
15,-125.69280670959078,83.8,3,4,3
20,-137.39916068506005,140.3,3,5,3
25,-149.10551466052934,206.8,3,6,3
30,-160.8118686359986,273.3,3,7,3
35,-172.51822261146788,339.8,3,8,3
40,-184.22457658693716,406.3,3,9,3
45,-195.93093056240642,472.8,3,10,3
50,-207.6372845378757,539.3,3,11,3
55,-219.34363851334498,605.8,3,12,3
60,-231.04999248881424,672.3,3,13,3
65,-242.75634646428355,738.8,3,14,3
70,-254.4627004397528,805.3,3,15,3
75,-266.16905441522204,871.8,3,16,3
80,-277.87540839069135,938.3,3,17,3
85,-289.5817623661606,1004.8,3,18,3
90,-301.28811634162986,1071.3,3,19,3
95,-312.99447031709917,1137.8,3,20,3
100,-324.7008242925684,1204.3,3,21,3
1,55.765258170631675,25.0,4,1,3
5,51.19571197126729,30.0,4,2,3
10,45.48377922206182,35.0,4,3,3
15,39.771846472856346,50.0,4,4,3
20,34.05991372365087,45.0,4,5,3
25,28.347980974445402,60.0,4,6,3
30,22.636048225239932,55.0,4,7,3
35,16.92411547603446,50.0,4,8,3
40,11.212182726828985,40.0,4,9,3
45,5.500249977623511,35.0,4,10,3
50,-0.21168277158196291,30.0,4,11,3
55,-5.923615520787436,40.0,4,12,3
60,-11.635548269992903,35.0,4,13,3
65,-17.347481019198376,30.0,4,14,3
70,-23.05941376840385,35.0,4,15,3
75,-28.771346517609324,40.0,4,16,3
80,-34.4832792668148,45.0,4,17,3
85,-40.19521201602027,50.0,4,18,3
90,-45.907144765225745,55.0,4,19,3
95,-51.61907751443122,60.0,4,20,3
100,-57.33101026363669,65.0,4,21,3
1,53.765428955302156,-0.3,5,1,3
5,45.1421825496705,1.4,5,2,3
10,34.36312454263093,3.3,5,3,3
15,23.584066535591358,5.7,5,4,3
20,12.80500852855179,8.6,5,5,3
25,2.025950521512217,12.1,5,6,3
30,-8.753107485527357,16.1,5,7,3
35,-19.53216549256692,20.6,5,8,3
40,-30.311223499606488,25.6,5,9,3
45,-41.09028150664607,31.1,5,10,3
50,-51.86933951368564,37.1,5,11,3
55,-62.648397520725204,43.6,5,12,3
60,-73.42745552776478,50.6,5,13,3
65,-84.20651353480434,58.1,5,14,3
70,-94.98557154184391,66.1,5,15,3
75,-105.76462954888348,74.6,5,16,3
80,-116.54368755592304,83.6,5,17,3
85,-127.32274556296261,93.1,5,18,3
90,-138.1018035700022,103.1,5,19,3
95,-148.88086157704177,113.6,5,20,3
100,-159.65991958408134,124.6,5,21,3
1,31.34903023438869,2.0,1,1,4
5,22.196530691816218,4.4,1,2,4
10,10.75590626360063,6.8,1,3,4
15,-0.6847181646149625,9.4,1,4,4
20,-12.125342592830547,11.8,1,5,4
25,-23.565967021046134,14.2,1,6,4
30,-35.006591449261734,16.8,1,7,4
35,-46.44721587747732,18.2,1,8,4
40,-57.887840305692905,20.0,1,9,4
45,-69.32846473390849,22.0,1,10,4
50,-80.76908916212408,25.2,1,11,4
55,-92.20971359033967,29.4,1,12,4
60,-103.65033801855527,32.8,1,13,4
65,-115.09096244677086,36.0,1,14,4
70,-126.53158687498644,39.4,1,15,4
75,-137.97221130320202,42.2,1,16,4
80,-149.4128357314176,45.2,1,17,4
85,-160.8534601596332,48.2,1,18,4
90,-172.29408458784877,52.2,1,19,4
95,-183.73470901606436,56.2,1,20,4
100,-195.17533344427994,60.4,1,21,4
1,11.121393353042857,-1.0,2,1,4
5,3.3021128163601356,-14.1,2,2,4
10,-6.471987854493264,-33.6,2,3,4
15,-16.24608852534666,-55.1,2,4,4
20,-26.020189196200064,-76.2,2,5,4
25,-35.794289867053465,-98.5,2,6,4
30,-45.56839053790686,-118.4,2,7,4
35,-55.342491208760265,-140.6,2,8,4
40,-65.11659187961367,-161.7,2,9,4
45,-74.89069255046707,-182.7,2,10,4
50,-84.66479322132047,-202.4,2,11,4
55,-94.43889389217385,-222.7,2,12,4
60,-104.21299456302725,-242.5,2,13,4
65,-113.98709523388065,-261.9,2,14,4
70,-123.76119590473407,-280.9,2,15,4
75,-133.53529657558747,-300.7,2,16,4
80,-143.30939724644085,-320.2,2,17,4
85,-153.08349791729424,-339.3,2,18,4
90,-162.85759858814768,-359.1,2,19,4
95,-172.63169925900107,-378.6,2,20,4
100,-182.40579992985445,-397.4,2,21,4
1,65.41614018416517,0.0,3,1,4
5,56.74343336226769,24.0,3,2,4
10,45.90254983489584,98.0,3,3,4
15,35.061666307523986,210.0,3,4,4
20,24.220782780152142,384.0,3,5,4
25,13.379899252780298,630.0,3,6,4
30,2.53901572540844,972.0,3,7,4
35,-8.301867801963404,1449.0,3,8,4
40,-19.142751329335248,2064.0,3,9,4
45,-29.98363485670709,2825.0,3,10,4
50,-40.824518384078935,3736.0,3,11,4
55,-51.66540191145079,4800.0,3,12,4
60,-62.50628543882265,6032.0,3,13,4
65,-73.34716896619447,7446.0,3,14,4
70,-84.18805249356633,9034.0,3,15,4
75,-95.02893602093816,10810.0,3,16,4
80,-105.86981954831002,12776.0,3,17,4
85,-116.71070307568188,14932.0,3,18,4
90,-127.5515866030537,17282.0,3,19,4
95,-138.39247013042558,19836.0,3,20,4
100,-149.2333536577974,22596.0,3,21,4
1,-31.771513818802756,1.0,4,1,4
5,-41.262077720958025,0.8,4,2,4
10,-53.125282598652106,-0.1,4,3,4
15,-64.98848747634618,-0.6,4,4,4
20,-76.85169235404027,-1.3,4,5,4
25,-88.71489723173435,-2.3,4,6,4
30,-100.57810210942843,-3.5,4,7,4
35,-112.4413069871225,-5.0,4,8,4
40,-124.30451186481659,-6.7,4,9,4
45,-136.16771674251063,-8.6,4,10,4
50,-148.03092162020474,-10.8,4,11,4
55,-159.89412649789884,-13.2,4,12,4
60,-171.75733137559288,-15.9,4,13,4
65,-183.62053625328699,-18.8,4,14,4
70,-195.48374113098103,-21.9,4,15,4
75,-207.34694600867513,-25.3,4,16,4
80,-219.21015088636923,-28.8,4,17,4
85,-231.07335576406328,-32.5,4,18,4
90,-242.93656064175738,-36.3,4,19,4
95,-254.79976551945143,-40.2,4,20,4
100,-266.66297039714556,-44.2,4,21,4
1,-30.7934187801195,-1.0,5,1,4
5,-36.72145171766018,-5.0,5,2,4
10,-44.13149288958604,-10.0,5,3,4
15,-51.541534061511896,-15.0,5,4,4
20,-58.95157523343776,-20.0,5,5,4
25,-66.36161640536362,-25.0,5,6,4
30,-73.77165757728947,-30.0,5,7,4
35,-81.18169874921533,-35.0,5,8,4
40,-88.59173992114118,-40.0,5,9,4
45,-96.00178109306705,-45.0,5,10,4
50,-103.4118222649929,-50.0,5,11,4
55,-110.82186343691876,-55.0,5,12,4
60,-118.23190460884462,-60.0,5,13,4
65,-125.64194578077048,-65.0,5,14,4
70,-133.05198695269632,-70.0,5,15,4
75,-140.46202812462218,-75.0,5,16,4
80,-147.87206929654803,-80.0,5,17,4
85,-155.2821104684739,-85.0,5,18,4
90,-162.69215164039977,-90.0,5,19,4
95,-170.10219281232563,-95.0,5,20,4
100,-177.51223398425148,-100.0,5,21,4
1,-24.28716376182462,7.0,1,1,5
5,-32.033674438956446,30.0,1,2,5
10,-41.71681278537123,62.8,1,3,5
15,-51.39995113178602,96.6,1,4,5
20,-61.083089478200804,131.4,1,5,5
25,-70.7662278246156,166.2,1,6,5
30,-80.44936617103038,201.0,1,7,5
35,-90.13250451744516,235.8,1,8,5
40,-99.81564286385995,270.6,1,9,5
45,-109.49878121027473,305.4,1,10,5
50,-119.18191955668952,340.2,1,11,5
55,-128.86505790310432,375.0,1,12,5
60,-138.54819624951912,409.8,1,13,5
65,-148.23133459593387,444.6,1,14,5
70,-157.91447294234868,479.4,1,15,5
75,-167.5976112887635,514.2,1,16,5
80,-177.28074963517824,549.0,1,17,5
85,-186.96388798159305,583.8,1,18,5
90,-196.6470263280078,618.6,1,19,5
95,-206.3301646744226,653.4,1,20,5
100,-216.0133030208374,688.2,1,21,5
1,52.59241737840391,-3.0,2,1,5
5,41.82542505337238,-16.0,2,2,5
10,28.366684647082963,-35.0,2,3,5
15,14.907944240793553,-58.0,2,4,5
20,1.4492038345041376,-85.0,2,5,5
25,-12.009536571785278,-116.0,2,6,5
30,-25.468276978074687,-151.0,2,7,5
35,-38.927017384364106,-190.0,2,8,5
40,-52.385757790653514,-233.0,2,9,5
45,-65.84449819694292,-280.0,2,10,5
50,-79.30323860323234,-331.0,2,11,5
55,-92.76197900952177,-386.0,2,12,5
60,-106.22071941581116,-445.0,2,13,5
65,-119.67945982210058,-508.0,2,14,5
70,-133.13820022839002,-575.0,2,15,5
75,-146.5969406346794,-646.0,2,16,5
80,-160.05568104096884,-721.0,2,17,5
85,-173.51442144725826,-800.0,2,18,5
90,-186.97316185354765,-883.0,2,19,5
95,-200.43190225983707,-970.0,2,20,5
100,-213.8906426661265,-1061.0,2,21,5
1,-54.69384606218299,4.0,3,1,5
5,-63.00349439663258,0.0,3,2,5
10,-73.39055481469457,-4.0,3,3,5
15,-83.77761523275655,-10.0,3,4,5
20,-94.16467565081854,-18.0,3,5,5
25,-104.55173606888053,-28.0,3,6,5
30,-114.93879648694251,-40.0,3,7,5
35,-125.3258569050045,-54.0,3,8,5
40,-135.7129173230665,-70.0,3,9,5
45,-146.0999777411285,-88.0,3,10,5
50,-156.4870381591905,-108.0,3,11,5
55,-166.87409857725245,-130.0,3,12,5
60,-177.26115899531445,-154.0,3,13,5
65,-187.64821941337644,-180.0,3,14,5
70,-198.03527983143843,-208.0,3,15,5
75,-208.42234024950042,-238.0,3,16,5
80,-218.80940066756241,-270.0,3,17,5
85,-229.1964610856244,-304.0,3,18,5
90,-239.5835215036864,-340.0,3,19,5
95,-249.9705819217484,-378.0,3,20,5
100,-260.35764233981035,-418.0,3,21,5
1,66.81855997305809,0.0,4,1,5
5,55.91328610227623,20.0,4,2,5
10,42.28169376379892,80.0,4,3,5
15,28.65010142532161,240.0,4,4,5
20,15.018509086844292,560.0,4,5,5
25,1.3869167483669869,1280.0,4,6,5
30,-12.244675590110331,2880.0,4,7,5
35,-25.87626792858765,6240.0,4,8,5
40,-39.50786026706497,13840.0,4,9,5
45,-53.139452605542274,30480.0,4,10,5
50,-66.77104494401958,66560.0,4,11,5
55,-80.40263728249691,145472.0,4,12,5
60,-94.03422962097422,317056.0,4,13,5
65,-107.66582195945152,684032.0,4,14,5
70,-121.29741429792885,1476608.0,4,15,5
75,-134.92900663640614,3218176.0,4,16,5
80,-148.56059897488348,6964480.0,4,17,5
85,-162.19219131336078,14983168.0,4,18,5
90,-175.82378365183808,32838656.0,4,19,5
95,-189.45537599031542,72641280.0,4,20,5
100,-203.0869683287927,157286144.0,4,21,5
1,-37.88778032024234,2.0,5,1,5
5,-46.2390077488353,6.0,5,2,5
10,-56.67804203457649,25.0,5,3,5
15,-67.1170763203177,38.0,5,4,5
20,-77.5561106060589,55.0,5,5,5
25,-87.99514489180008,78.0,5,6,5
30,-98.43417917754128,107.0,5,7,5
35,-108.87321346328247,140.0,5,8,5
40,-119.31224774902367,177.0,5,9,5
45,-129.75128203476487,217.0,5,10,5
50,-140.19031632050607,259.0,5,11,5
55,-150.62935060624724,300.0,5,12,5
60,-161.06838489198847,340.0,5,13,5
65,-171.50741917772964,377.0,5,14,5
70,-181.94645346347082,412.0,5,15,5
75,-192.38548774921205,443.0,5,16,5
80,-202.82452203495322,470.0,5,17,5
85,-213.26355632069445,493.0,5,18,5
90,-223.70259060643562,512.0,5,19,5
95,-234.1416248921768,527.0,5,20,5
100,-244.58065917791802,537.0,5,21,5
1,25.4033392064037,2.0,1,1,6
5,16.779342111771765,4.0,1,2,6
10,5.999345743481848,8.0,1,3,6
15,-4.780650624808074,12.0,1,4,6
20,-15.56064699309799,16.0,1,5,6
25,-26.34064336138791,20.0,1,6,6
30,-37.12063972967783,24.0,1,7,6
35,-47.90063609796775,28.0,1,8,6
40,-58.68063246625766,32.0,1,9,6
45,-69.46062883454759,36.0,1,10,6
50,-80.2406252028375,40.0,1,11,6
55,-91.02062157112742,44.0,1,12,6
60,-101.80061793941735,48.0,1,13,6
65,-112.58061430770726,52.0,1,14,6
70,-123.36061067599718,56.0,1,15,6
75,-134.1406070442871,60.0,1,16,6
80,-144.920603412577,64.0,1,17,6
85,-155.70059978086695,68.0,1,18,6
90,-166.48059614915687,72.0,1,19,6
95,-177.26059251744678,76.0,1,20,6
100,-188.0405888857367,80.0,1,21,6
1,76.61487031089884,7.5,2,1,6
5,64.38291334592573,28.63,2,2,6
10,49.092967139709344,115.3,2,3,6
15,33.80302093349297,292.5,2,4,6
20,18.513074727276578,635.0,2,5,6
25,3.223128521060201,1312.5,2,6,6
30,-12.066817685156185,2807.5,2,7,6
35,-27.35676389137257,5960.0,2,8,6
40,-42.64671009758895,12630.0,2,9,6
45,-57.936656303805336,26812.5,2,10,6
50,-73.2266025100217,56887.5,2,11,6
55,-88.5165487162381,120257.5,2,12,6
60,-103.80649492245448,255000.0,2,13,6
65,-119.09644112867085,542812.5,2,14,6
70,-134.38638733488725,1135562.5,2,15,6
75,-149.67633354110362,2403000.0,2,16,6
80,-164.96627974732002,5114250.0,2,17,6
85,-180.25622595353641,10878625.0,2,18,6
90,-195.54617215975279,23304625.0,2,19,6
95,-210.83611836596916,49376250.0,2,20,6
100,-226.12606457218553,105453125.0,2,21,6
1,-72.95764000261342,22.0,3,1,6
5,-82.24680258045878,113.9,3,2,6
10,-93.85825580276548,359.6,3,3,6
15,-105.46970902507219,871.5,3,4,6
20,-117.08116224737891,1893.4,3,5,6
25,-128.6926154696856,3725.3,3,6,6
30,-140.3040686919923,6557.2,3,7,6
35,-151.915521914299,8181.0,3,8,6
40,-163.52697513660573,10598.5,3,9,6
45,-175.13842835891245,13568.7,3,10,6
50,-186.74988158121914,15949.2,3,11,6
55,-198.36133480352584,17375.9,3,12,6
60,-209.97278802583259,19695.8,3,13,6
65,-221.58424124813928,30714.9,3,14,6
70,-233.19569447044597,63657.7,3,15,6
75,-244.80714769275266,131288.6,3,16,6
80,-256.4186009150594,2671969.2,3,17,6
85,-268.0300541373661,24000000.0,3,18,6
90,-279.6415073596728,24000000.0,3,19,6
95,-291.25296058197955,24000000.0,3,20,6
100,-302.86441380428624,24000000.0,3,21,6
1,-14.653667657010438,2.0,4,1,6
5,-26.031137600676722,4.9,4,2,6
10,-40.25297503025958,8.1,4,3,6
15,-54.47481245984243,10.2,4,4,6
20,-68.69664988942529,11.8,4,5,6
25,-82.91848731900814,12.9,4,6,6
30,-97.140324748591,13.8,4,7,6
35,-111.36216217817386,14.6,4,8,6
40,-125.58399960775671,15.3,4,9,6
45,-139.80583703733956,15.9,4,10,6
50,-154.02767446692238,16.4,4,11,6
55,-168.24951189650525,16.8,4,12,6
60,-182.47134932608813,17.2,4,13,6
65,-196.69318675567095,17.6,4,14,6
70,-210.91502418525383,17.9,4,15,6
75,-225.1368616148367,18.4,4,16,6
80,-239.35869904441952,18.8,4,17,6
85,-253.5805364740024,19.2,4,18,6
90,-267.80237390358525,19.6,4,19,6
95,-282.0242113331681,20.0,4,20,6
100,-296.24604876275095,20.4,4,21,6
1,-78.45066274535766,-7.0,5,1,6
5,-87.95663665037719,-23.6,5,2,6
10,-99.83910403165162,-46.3,5,3,6
15,-111.72157141292602,-66.6,5,4,6
20,-123.60403879420045,-86.1,5,5,6
25,-135.48650617547486,-105.0,5,6,6
30,-147.36897355674927,-124.0,5,7,6
35,-159.2514409380237,-142.9,5,8,6
40,-171.13390831929811,-161.7,5,9,6
45,-183.01637570057252,-180.7,5,10,6
50,-194.89884308184693,-199.3,5,11,6
55,-206.78131046312134,-217.9,5,12,6
60,-218.66377784439575,-236.7,5,13,6
65,-230.5462452256702,-255.2,5,14,6
70,-242.4287126069446,-273.9,5,15,6
75,-254.311179988219,-292.8,5,16,6
80,-266.1936473694935,-311.2,5,17,6
85,-278.0761147507679,-329.6,5,18,6
90,-289.9585821320423,-348.0,5,19,6
95,-301.8410495133167,-366.2,5,20,6
100,-313.7235168945911,-384.0,5,21,6
1,-42.45801366371095,19.0,1,1,7
5,-52.50582435567809,104.3,1,2,7
10,-65.06558772063701,436.8,1,3,7
15,-77.62535108559592,1127.1,1,4,7
20,-90.18511445055483,2389.1,1,5,7
25,-102.74487781551376,4133.4,1,6,7
30,-115.30464118047269,6612.1,1,7,7
35,-127.8644045454316,9748.0,1,8,7
40,-140.4241679103905,13565.5,1,9,7
45,-152.98393127534942,18086.0,1,10,7
50,-165.54369464030836,23906.3,1,11,7
55,-178.10345800526727,30332.3,1,12,7
60,-190.66322137022618,38271.2,1,13,7
65,-203.2229847351851,50664.2,1,14,7
70,-215.782748100144,53681.7,1,15,7
75,-228.34251146510294,56773.0,1,16,7
80,-240.90227483006186,56949.2,1,17,7
85,-253.46203819502077,45018.1,1,18,7
90,-266.0218015599797,39147.8,1,19,7
95,-278.5815649249386,40099.2,1,20,7
