x,y,y_pred,machine,trial,subject
45,-126.50548896905337,1622.1,3,10,1
50,-134.65647756792927,2407.8,3,11,1
55,-142.80746616680514,3463.0,3,12,1
60,-150.95845476568104,4867.8,3,13,1
65,-159.10944336455694,6750.5,3,14,1
70,-167.26043196343284,9227.8,3,15,1
75,-175.41142056230873,12384.1,3,16,1
80,-183.56240916118463,16260.8,3,17,1
85,-191.71339776006053,21066.1,3,18,1
90,-199.86438635893643,26976.8,3,19,1
95,-208.01537495781233,34124.5,3,20,1
100,-216.16636355668822,42873.8,3,21,1
1,-48.73023708541564,-1.0,4,1,1
5,-59.532115578031025,-4.4,4,2,1
10,-73.03446369380026,-8.5,4,3,1
15,-86.5368118095695,-11.8,4,4,1
20,-100.03915992533872,-15.2,4,5,1
25,-113.54150804110797,-17.6,4,6,1
30,-127.0438561568772,-20.1,4,7,1
35,-140.54620427264643,-22.3,4,8,1
40,-154.0485523884157,-24.5,4,9,1
45,-167.5509005041849,-26.3,4,10,1
50,-181.05324861995416,-28.6,4,11,1
55,-194.55559673572338,-30.5,4,12,1
60,-208.0579448514926,-32.7,4,13,1
65,-221.56029296726186,-34.2,4,14,1
70,-235.06264108303108,-36.2,4,15,1
75,-248.56498919880033,-37.7,4,16,1
80,-262.06733731456956,-39.5,4,17,1
85,-275.5696854303388,-41.8,4,18,1
90,-289.072033546108,-43.4,4,19,1
95,-302.5743816618773,-46.0,4,20,1
100,-316.0767297776465,-47.3,4,21,1
1,-52.04006933600236,-69.8,5,1,1
5,-58.97165568654677,-115.0,5,2,1
10,-67.63613862472727,-262.2,5,3,1
15,-76.30062156290778,-518.4,5,4,1
20,-84.96510450108828,-935.0,5,5,1
25,-93.62958743926879,-1744.4,5,6,1
30,-102.2940703774493,-3370.4,5,7,1
35,-110.9585533156298,-7682.0,5,8,1
40,-119.62303625381031,-23220.0,5,9,1
45,-128.2875191919908,-110600.0,5,10,1
50,-136.95200213017134,-1835010.0,5,11,1
55,-145.61648506835186,-4768060.0,5,12,1
60,-154.28096800653233,-88477000.0,5,13,1
65,-162.94545094471286,-5624637000.0,5,14,1
70,-171.60993388289336,-3801483472000.0,5,15,1
75,-180.27441682107386,-5551153392700000.0,5,16,1
80,-188.93889975925438,-9.044192909844689e+21,5,17,1
85,-197.60338269743488,-6.699753669355842e+24,5,18,1
90,-206.26786563561538,-4.641007638868148e+26,5,19,1
95,-214.9323485737959,-2.535298480490453e+29,5,20,1
100,-223.5968315119764,-1.243185755028056e+31,5,21,1
1,-38.46468730765157,1.0,1,1,2
5,-45.54950981939564,5.0,1,2,2
10,-54.40553795907571,10.0,1,3,2
15,-63.26156609875578,15.0,1,4,2
20,-72.11759423843586,20.0,1,5,2
25,-80.97362237811593,25.0,1,6,2
30,-89.82965051779601,30.0,1,7,2
35,-98.68567865747607,35.0,1,8,2
40,-107.54170679715615,40.0,1,9,2
45,-116.39773493683623,45.0,1,10,2
50,-125.25376307651631,50.0,1,11,2
55,-134.10979121619638,55.0,1,12,2
60,-142.96581935587645,60.0,1,13,2
65,-151.8218474955565,65.0,1,14,2
70,-160.6778756352366,70.0,1,15,2
75,-169.5339037749167,75.0,1,16,2
80,-178.38993191459676,80.0,1,17,2
85,-187.24596005427682,85.0,1,18,2
90,-196.10198819395688,90.0,1,19,2
95,-204.95801633363695,95.0,1,20,2
100,-213.81404447331707,100.0,1,21,2
1,-25.446848249900015,35.0,2,1,2
5,-37.837070037221395,45.3,2,2,2
10,-53.32484727137312,55.3,2,3,2
15,-68.81262450552485,65.0,2,4,2
20,-84.30040173967659,75.3,2,5,2
25,-99.78817897382832,85.8,2,6,2
30,-115.27595620798004,95.0,2,7,2
35,-130.76373344213175,105.3,2,8,2
40,-146.2515106762835,115.3,2,9,2
45,-161.73928791043522,125.3,2,10,2
50,-177.22706514458696,135.0,2,11,2
55,-192.7148423787387,145.0,2,12,2
60,-208.2026196128904,155.3,2,13,2
65,-223.69039684704214,165.0,2,14,2
70,-239.17817408119387,175.3,2,15,2
75,-254.6659513153456,185.0,2,16,2
80,-270.1537285494973,195.0,2,17,2
85,-285.64150578364905,205.3,2,18,2
90,-301.1292830178008,215.8,2,19,2
95,-316.6170602519525,225.0,2,20,2
100,-332.10483748610426,235.0,2,21,2
1,-74.00969195673578,-15.6,3,1,2
5,-80.47402696757652,-55.1,3,2,2
10,-88.55444573112744,-98.2,3,3,2
15,-96.63486449467837,-138.9,3,4,2
20,-104.71528325822929,-176.2,3,5,2
25,-112.7957020217802,-210.0,3,6,2
30,-120.87612078533114,-239.5,3,7,2
35,-128.95653954888206,-264.5,3,8,2
40,-137.036958312433,-285.0,3,9,2
45,-145.1173770759839,-300.9,3,10,2
50,-153.19779583953485,-312.2,3,11,2
55,-161.27821460308576,-318.8,3,12,2
60,-169.35863336663667,-321.7,3,13,2
65,-177.4390521301876,-320.8,3,14,2
70,-185.51947089373854,-316.2,3,15,2
75,-193.59988965728945,-307.9,3,16,2
80,-201.6803084208404,-296.0,3,17,2
85,-209.7607271843913,-280.5,3,18,2
90,-217.8411459479422,-262.5,3,19,2
95,-225.92156471149315,-241.0,3,20,2
100,-234.00198347504406,-216.8,3,21,2
1,-24.17681126198563,4.8,4,1,2
5,-35.01586044364183,40.8,4,2,2
10,-48.564671920712065,79.2,4,3,2
15,-62.1134833977823,118.0,4,4,2
20,-75.66229487485255,159.2,4,5,2
25,-89.2111063519228,201.6,4,6,2
30,-102.75991782899303,245.2,4,7,2
35,-116.30872930606327,289.0,4,8,2
40,-129.85754078313354,333.2,4,9,2
45,-143.40635226020376,377.6,4,10,2
50,-156.95516373727403,422.4,4,11,2
55,-170.50397521434425,467.4,4,12,2
60,-184.05278669141447,512.6,4,13,2
65,-197.60159816848474,557.8,4,14,2
70,-211.15040964555496,603.2,4,15,2
75,-224.69922112262523,648.6,4,16,2
80,-238.24803259969545,694.2,4,17,2
85,-251.79684407676572,739.9,4,18,2
90,-265.3456555538359,785.6,4,19,2
95,-278.8944670309061,831.4,4,20,2
100,-292.4432785079764,877.2,4,21,2
1,-58.11474638898594,-48.0,5,1,2
5,-73.45325631640458,-44.2,5,2,2
10,-92.62639372567786,-75.7,5,3,2
15,-111.79953113495114,-96.1,5,4,2
20,-130.97266854422443,-91.7,5,5,2
25,-150.14580595349773,-98.7,5,6,2
30,-169.31894336277102,-115.0,5,7,2
35,-188.4920807720443,-128.0,5,8,2
40,-207.66521818131758,-136.5,5,9,2
45,-226.83835559059088,-141.2,5,10,2
50,-246.01149299986417,-142.4,5,11,2
55,-265.18463040913747,-139.2,5,12,2
60,-284.35776781841076,-133.2,5,13,2
65,-303.53090522768406,-125.8,5,14,2
70,-322.70404263695735,-118.4,5,15,2
75,-341.87718004623065,-111.8,5,16,2
80,-361.05031745550394,-107.0,5,17,2
85,-380.22345486477724,-104.3,5,18,2
90,-399.39659227405053,-104.1,5,19,2
95,-418.5697296833238,-107.1,5,20,2
100,-437.7428670925971,-113.3,5,21,2
1,-39.99148102358667,500.0,1,1,3
5,-43.2195250490951,4.0,1,2,3
10,-47.254580080980624,0.1,1,3,3
15,-51.28963511286615,0.01,1,4,3
20,-55.32469014475167,0.01,1,5,3
25,-59.359745176637205,0.2,1,6,3
30,-63.394800208522724,0.2,1,7,3
35,-67.42985524040826,0.5,1,8,3
40,-71.46491027229378,4.5,1,9,3
45,-75.4999653041793,450.0,1,10,3
50,-79.53502033606483,5.5,1,11,3
55,-83.57007536795037,10.0,1,12,3
60,-87.60513039983589,140.0,1,13,3
65,-91.6401854317214,260.0,1,14,3
70,-95.67524046360693,370.0,1,15,3
75,-99.71029549549246,470.0,1,16,3
80,-103.745350527378,500.0,1,17,3
85,-107.78040555926351,500.0,1,18,3
90,-111.81546059114903,5.5,1,19,3
95,-115.85051562303455,10.0,1,20,3
100,-119.8855706549201,140.0,1,21,3
1,-58.574282600510166,-1.8,2,1,3
5,-66.3460151195417,-2.9,2,2,3
10,-76.06068076833112,-5.7,2,3,3
15,-85.77534641712055,-8.5,2,4,3
20,-95.49001206590998,-11.3,2,5,3
25,-105.20467771469939,-14.1,2,6,3
30,-114.91934336348882,-16.9,2,7,3
35,-124.63400901227823,-19.7,2,8,3
40,-134.34867466106766,-22.5,2,9,3
45,-144.0633403098571,-25.3,2,10,3
50,-153.7780059586465,-28.1,2,11,3
55,-163.49267160743594,-30.9,2,12,3
60,-173.20733725622534,-33.7,2,13,3
65,-182.92200290501478,-36.5,2,14,3
70,-192.63666855380418,-39.3,2,15,3
75,-202.35133420259362,-42.1,2,16,3
80,-212.06599985138305,-44.9,2,17,3
85,-221.78066550017246,-47.7,2,18,3
90,-231.4953311489619,-50.5,2,19,3
95,-241.2099967977513,-53.3,2,20,3
100,-250.92466244654074,-56.1,2,21,3
1,-20.253574444335978,-6.2,3,1,3
5,-35.30690856473695,-10.7,3,2,3
10,-54.12357621523817,-13.0,3,3,3
15,-72.94024386573939,-5.6,3,4,3
20,-91.7569115162406,11.0,3,5,3
25,-110.57357916674182,39.6,3,6,3
30,-129.39024681724302,58.2,3,7,3
35,-148.20691446774424,82.8,3,8,3
40,-167.02358211824546,78.8,3,9,3
45,-185.84024976874667,75.0,3,10,3
50,-204.6569174192479,66.0,3,11,3
55,-223.47358506974913,60.4,3,12,3
60,-242.29025272025035,58.0,3,13,3
65,-261.1069203707516,44.2,3,14,3
70,-279.9235880212528,29.0,3,15,3
75,-298.740255671754,22.0,3,16,3
80,-317.5569233222552,21.7,3,17,3
85,-336.37359097275646,15.0,3,18,3
90,-355.19025862325765,2.0,3,19,3
95,-374.0069262737589,-10.5,3,20,3
100,-392.8235939242601,-15.8,3,21,3
1,-77.24931757078062,-158.4,4,1,3
5,-87.85260705437156,-10.1,4,2,3
10,-101.10671890886023,23.0,4,3,3
15,-114.36083076334889,75.8,4,4,3
20,-127.61494261783757,142.0,4,5,3
25,-140.86905447232624,219.2,4,6,3
30,-154.1231663268149,306.2,4,7,3
35,-167.37727818130358,392.3,4,8,3
40,-180.63139003579226,475.4,4,9,3
45,-193.88550189028092,553.6,4,10,3
50,-207.13961374476958,625.1,4,11,3
55,-220.39372559925826,688.0,4,12,3
60,-233.64783745374692,740.8,4,13,3
65,-246.9019493082356,782.9,4,14,3
70,-260.15606116272426,813.0,4,15,3
75,-273.41017301721297,831.1,4,16,3
80,-286.6642848717016,836.6,4,17,3
85,-299.9183967261903,828.4,4,18,3
90,-313.17250858067894,805.4,4,19,3
95,-326.4266204351676,766.9,4,20,3
100,-339.68073228965625,763.5,4,21,3
1,-28.10016229694358,0.0,5,1,3
5,-34.658036821961474,0.0,5,2,3
10,-42.855379978233834,0.0,5,3,3
15,-51.052723134506195,0.0,5,4,3
20,-59.25006629077856,0.0,5,5,3
25,-67.44740944705093,0.0,5,6,3
30,-75.64475260332328,0.0,5,7,3
35,-83.84209575959565,0.0,5,8,3
40,-92.03943891586802,0.0,5,9,3
45,-100.23678207214037,0.0,5,10,3
50,-108.43412522841274,0.0,5,11,3
55,-116.6314683846851,0.0,5,12,3
60,-124.82881154095746,0.0,5,13,3
65,-133.02615469722983,0.0,5,14,3
70,-141.2234978535022,0.0,5,15,3
75,-149.42084100977456,0.0,5,16,3
80,-157.61818416604694,0.0,5,17,3
85,-165.8155273223193,0.0,5,18,3
90,-174.01287047859165,0.0,5,19,3
95,-182.21021363486403,0.0,5,20,3
100,-190.4075567911364,0.0,5,21,3
1,-61.04162380188595,-29.0,1,1,4
5,-66.50125378353674,-7.0,1,2,4
10,-73.32579126060024,-3.0,1,3,4
15,-80.15032873766374,3.8,1,4,4
20,-86.97486621472724,7.0,1,5,4
25,-93.79940369179074,9.0,1,6,4
30,-100.62394116885424,10.0,1,7,4
35,-107.44847864591775,10.0,1,8,4
40,-114.27301612298125,9.2,1,9,4
45,-121.09755360004476,8.2,1,10,4
50,-127.92209107710825,7.0,1,11,4
55,-134.74662855417176,5.2,1,12,4
60,-141.57116603123526,3.0,1,13,4
65,-148.39570350829877,0.2,1,14,4
70,-155.22024098536227,-3.0,1,15,4
75,-162.04477846242577,-6.0,1,16,4
80,-168.86931593948927,-9.0,1,17,4
85,-175.6938534165528,-12.0,1,18,4
90,-182.5183908936163,-15.0,1,19,4
95,-189.34292837067977,-17.0,1,20,4
100,-196.16746584774327,-19.0,1,21,4
1,-12.474072693344837,27.6,2,1,4
5,-9.830650100884466,55.0,2,2,4
10,-6.526371860309,110.0,2,3,4
15,-3.2220936197335344,165.0,2,4,4
20,0.08218462084192923,220.0,2,5,4
25,3.386462861417393,275.0,2,6,4
30,6.6907411019928595,330.0,2,7,4
35,9.995019342568323,385.0,2,8,4
40,13.299297583143787,440.0,2,9,4
45,16.60357582371925,495.0,2,10,4
50,19.907854064294714,550.0,2,11,4
55,23.212132304870178,605.0,2,12,4
60,26.51641054544565,660.0,2,13,4
65,29.820688786021112,715.0,2,14,4
70,33.12496702659658,770.0,2,15,4
75,36.42924526717204,825.0,2,16,4
80,39.733523507747506,880.0,2,17,4
85,43.03780174832297,935.0,2,18,4
90,46.34207998889843,990.0,2,19,4
95,49.6463582294739,1045.0,2,20,4
100,52.95063647004936,1100.0,2,21,4
1,-44.97907048603534,-11.1,3,1,4
5,-47.102406858246596,-17.6,3,2,4
10,-49.75657732351066,-24.1,3,3,4
15,-52.41074778877472,-30.2,3,4,4
20,-55.06491825403879,-36.3,3,5,4
25,-57.71908871930285,-42.1,3,6,4
30,-60.37325918456691,-48.2,3,7,4
35,-63.02742964983097,-54.3,3,8,4
40,-65.68160011509505,-60.4,3,9,4
45,-68.33577058035911,-66.5,3,10,4
50,-70.98994104562318,-72.6,3,11,4
55,-73.64411151088724,-78.7,3,12,4
60,-76.2982819761513,-84.7,3,13,4
65,-78.95245244141536,-90.8,3,14,4
70,-81.60662290667943,-96.9,3,15,4
75,-84.2607933719435,-102.1,3,16,4
80,-86.91496383720757,-108.3,3,17,4
85,-89.56913430247162,-114.5,3,18,4
90,-92.22330476773568,-120.7,3,19,4
95,-94.87747523299976,-126.9,3,20,4
100,-97.53164569826382,-132.9,3,21,4
1,-2.2821634795861456,114.0,4,1,4
5,-9.69669404415932,101.4,4,2,4
10,-18.96485724987579,74.7,4,3,4
15,-28.23302045559226,41.7,4,4,4
20,-37.50118366130873,2.8,4,5,4
25,-46.7693468670252,-41.2,4,6,4
30,-56.03751007274167,-92.9,4,7,4
35,-65.30567327845813,-145.8,4,8,4
40,-74.5738364841746,-198.8,4,9,4
45,-83.84199968989107,-251.9,4,10,4
50,-93.11016289560754,-305.1,4,11,4
55,-102.378326101324,-358.2,4,12,4
60,-111.64648930704048,-411.2,4,13,4
65,-120.91465251275694,-464.0,4,14,4
70,-130.1828157184734,-516.5,4,15,4
75,-139.4509789241899,-568.6,4,16,4
80,-148.71914212990637,-620.1,4,17,4
85,-157.98730533562284,-670.9,4,18,4
90,-167.2554685413393,-720.8,4,19,4
95,-176.52363174705576,-769.7,4,20,4
100,-185.79179495277222,-817.2,4,21,4
1,-12.273700877245464,1.0,5,1,4
5,-22.926111416596825,5.0,5,2,4
10,-36.241624590786024,10.0,5,3,4
15,-49.55713776497522,15.0,5,4,4
20,-62.872650939164416,20.0,5,5,4
25,-76.18816411335361,25.0,5,6,4
30,-89.5036772875428,30.0,5,7,4
35,-102.819190461732,35.0,5,8,4
40,-116.1347036359212,40.0,5,9,4
45,-129.45021681011042,45.0,5,10,4
50,-142.7657299842996,50.0,5,11,4
55,-156.0812431584888,55.0,5,12,4
60,-169.396756332678,60.0,5,13,4
65,-182.7122695068672,65.0,5,14,4
70,-196.0277826810564,70.0,5,15,4
75,-209.3432958552456,75.0,5,16,4
80,-222.6588090294348,80.0,5,17,4
85,-235.97432220362398,85.0,5,18,4
90,-249.28983537781318,90.0,5,19,4
95,-262.6053485520024,95.0,5,20,4
100,-275.9208617261916,100.0,5,21,4
1,-67.96981751763396,-2.0,1,1,5
5,-73.32043279258929,4.0,1,2,5
10,-80.00870188628346,8.0,1,3,5
15,-86.69697097997762,12.0,1,4,5
20,-93.38524007367178,16.0,1,5,5
25,-100.07350916736596,20.0,1,6,5
30,-106.76177826106013,24.0,1,7,5
35,-113.45004735475429,28.0,1,8,5
40,-120.13831644844845,32.0,1,9,5
45,-126.82658554214262,36.0,1,10,5
50,-133.5148546358368,40.0,1,11,5
55,-140.20312372953094,44.0,1,12,5
60,-146.89139282322512,48.0,1,13,5
65,-153.5796619169193,52.0,1,14,5
70,-160.26793101061344,56.0,1,15,5
75,-166.9562001043076,60.0,1,16,5
80,-173.6444691980018,64.0,1,17,5
85,-180.33273829169593,68.0,1,18,5
90,-187.0210073853901,72.0,1,19,5
95,-193.70927647908428,76.0,1,20,5
100,-200.39754557277843,80.0,1,21,5
1,-102.44463981666951,-20.0,2,1,5
5,-116.59267072680014,-84.8,2,2,5
10,-134.27770936446342,-174.2,2,3,5
15,-151.96274800212672,-276.1,2,4,5
20,-169.64778663978998,-390.7,2,5,5
25,-187.33282527745325,-507.7,2,6,5
30,-205.01786391511655,-625.8,2,7,5
35,-222.70290255277985,-743.6,2,8,5
40,-240.38794119044312,-860.8,2,9,5
45,-258.0729798281064,-977.2,2,10,5
50,-275.7580184657697,-1092.9,2,11,5
55,-293.4430571034329,-1208.7,2,12,5
60,-311.1280957410962,-1324.7,2,13,5
65,-328.8131343787595,-1440.9,2,14,5
70,-346.4981730164228,-1557.2,2,15,5
75,-364.1832116540861,-1673.6,2,16,5
80,-381.8682502917494,-1790.0,2,17,5
85,-399.5532889294126,-1906.5,2,18,5
90,-417.2383275670759,-2024.7,2,19,5
95,-434.9233662047392,-2144.0,2,20,5
100,-452.6084048424025,-2265.5,2,21,5
1,-68.79384822597254,-322.3,3,1,5
5,-77.3539630951449,-420.6,3,2,5
10,-88.05410668161038,-516.7,3,3,5
15,-98.75425026807584,-604.5,3,4,5
20,-109.4543938545413,-683.3,3,5,5
25,-120.15453744100675,-751.9,3,6,5
30,-130.85468102747222,-810.1,3,7,5
35,-141.55482461393768,-857.3,3,8,5
40,-152.25496820040314,-893.7,3,9,5
45,-162.95511178686863,-920.7,3,10,5
50,-173.65525537333409,-938.9,3,11,5
55,-184.35539895979954,-949.7,3,12,5
60,-195.05554254626503,-953.8,3,13,5
65,-205.7556861327305,-951.7,3,14,5
70,-216.45582971919595,-943.6,3,15,5
75,-227.1559733056614,-929.9,3,16,5
80,-237.85611689212686,-910.8,3,17,5
85,-248.55626047859232,-886.9,3,18,5
90,-259.2564040650578,-858.5,3,19,5
95,-269.95654765152324,-825.9,3,20,5
100,-280.6566912379887,-789.8,3,21,5
1,-24.481547956317524,-119.6,4,1,5
5,-32.57867258971962,-160.4,4,2,5
10,-42.70007838147224,-96.7,4,3,5
15,-52.82148417322485,-136.0,4,4,5
20,-62.942889964977475,-169.5,4,5,5
25,-73.06429575673008,-117.5,4,6,5
30,-83.18570154848271,-87.8,4,7,5
35,-93.30710734023532,-114.0,4,8,5
40,-103.42851313198794,-127.5,4,9,5
45,-113.54991892374055,-95.8,4,10,5
50,-123.67132471549317,-82.7,4,11,5
55,-133.79273050724578,-95.1,4,12,5
60,-143.91413629899841,-164.4,4,13,5
65,-154.03554209075105,-97.9,4,14,5
70,-164.15694788250363,-131.0,4,15,5
75,-174.27835367425627,-122.0,4,16,5
80,-184.3997594660089,-125.2,4,17,5
85,-194.52116525776148,-126.2,4,18,5
90,-204.64257104951412,-133.8,4,19,5
95,-214.76397684126675,-84.0,4,20,5
100,-224.88538263301933,-92.0,4,21,5
1,-21.413266909124907,-371.0,5,1,5
5,-26.802643802362816,-174.8,5,2,5
10,-33.5393649189102,-73.1,5,3,5
15,-40.276086035457595,79.2,5,4,5
20,-47.01280715200498,326.7,5,5,5
25,-53.749528268552375,724.0,5,6,5
30,-60.48624938509976,1677.2,5,7,5
35,-67.22297050164715,3829.0,5,8,5
40,-73.95969161819454,8442.0,5,9,5
45,-80.69641273474194,18837.6,5,10,5
50,-87.43313385128933,41233.5,5,11,5
55,-94.16985496783671,89017.3,5,12,5
60,-100.9065760843841,190475.4,5,13,5
65,-107.64329720093149,409061.0,5,14,5
70,-114.38001831747887,876308.2,5,15,5
75,-121.11673943402626,1809295.1,5,16,5
80,-127.85346055057364,3844782.1,5,17,5
85,-134.59018166712102,8127887.1,5,18,5
90,-141.32690278366843,17060484.0,5,19,5
95,-148.0636239002158,35529460.0,5,20,5
100,-154.8003450167632,74838669.3,5,21,5
1,-51.919454024584866,4.0,1,1,6
5,-56.93262189813802,10.0,1,2,6
10,-63.19908174007946,20.0,1,3,6
15,-69.4655415820209,30.0,1,4,6
20,-75.73200142396234,40.0,1,5,6
25,-81.99846126590379,50.0,1,6,6
30,-88.26492110784523,60.0,1,7,6
35,-94.53138094978667,70.0,1,8,6
40,-100.7978407917281,80.0,1,9,6
45,-107.06430063366955,90.0,1,10,6
50,-113.33076047561099,100.0,1,11,6
55,-119.59722031755243,110.0,1,12,6
60,-125.86368015949387,120.0,1,13,6
65,-132.1301400014353,130.0,1,14,6
70,-138.39659984337675,140.0,1,15,6
75,-144.6630596853182,150.0,1,16,6
80,-150.92951952725963,160.0,1,17,6
85,-157.19597936920107,170.0,1,18,6
90,-163.4624392111425,180.0,1,19,6
95,-169.72889905308395,190.0,1,20,6
100,-175.9953588950254,200.0,1,21,6
1,-43.515344391817784,-23.2,2,1,6
5,-55.048491080836484,-10.7,2,2,6
10,-69.46492444210986,-2.2,2,3,6
15,-83.88135780338322,5.3,2,4,6
20,-98.2977911646566,13.8,2,5,6
25,-112.71422452592998,22.3,2,6,6
30,-127.13065788720334,30.8,2,7,6
35,-141.54709124847673,39.3,2,8,6
40,-155.9635246097501,47.8,2,9,6
45,-170.37995797102346,56.3,2,10,6
50,-184.79639133229685,64.8,2,11,6
55,-199.2128246935702,73.3,2,12,6
60,-213.62925805484358,81.8,2,13,6
65,-228.04569141611697,90.3,2,14,6
70,-242.46212477739033,98.8,2,15,6
75,-256.8785581386637,107.3,2,16,6
80,-271.2949914999371,115.8,2,17,6
85,-285.7114248612105,124.3,2,18,6
90,-300.12785822248384,132.8,2,19,6
95,-314.54429158375723,141.3,2,20,6
100,-328.9607249450306,149.8,2,21,6
1,-85.87695100591547,-113.6,3,1,6
5,-97.71991285752894,-122.4,3,2,6
10,-112.52361517204577,-149.3,3,3,6
15,-127.3273174865626,-190.8,3,4,6
20,-142.13101980107942,-200.8,3,5,6
25,-156.93472211559626,-218.1,3,6,6
30,-171.7384244301131,-235.9,3,7,6
35,-186.5421267446299,-244.2,3,8,6
40,-201.34582905914675,-264.8,3,9,6
45,-216.14953137366356,-291.2,3,10,6
50,-230.9532336881804,-305.9,3,11,6
55,-245.75693600269724,-321.5,3,12,6
60,-260.560638317214,-345.0,3,13,6
65,-275.36434063173084,-376.2,3,14,6
70,-290.1680429462477,-384.2,3,15,6
75,-304.9717452607645,-397.0,3,16,6
80,-319.77544757528136,-422.5,3,17,6
85,-334.5791498897982,-445.0,3,18,6
90,-349.382852204315,-460.1,3,19,6
95,-364.1865545188318,-477.6,3,20,6
100,-378.99025683334867,-482.0,3,21,6
1,-5.177497690517665,-87.1,4,1,6
5,-14.477430231492209,-87.1,4,2,6
10,-26.102345907710387,-87.1,4,3,6
15,-37.727261583928566,-87.1,4,4,6
20,-49.352177260146746,-87.1,4,5,6
25,-60.977092936364926,-87.1,4,6,6
30,-72.6020086125831,-87.1,4,7,6
35,-84.22692428880129,-87.1,4,8,6
40,-95.85183996501947,-87.1,4,9,6
45,-107.47675564123765,-87.1,4,10,6
50,-119.10167131745582,-87.1,4,11,6
55,-130.72658699367403,-87.1,4,12,6
60,-142.3515026698922,-87.1,4,13,6
65,-153.97641834611036,-87.1,4,14,6
70,-165.60133402232856,-87.1,4,15,6
75,-177.22624969854672,-87.1,4,16,6
80,-188.85116537476492,-87.1,4,17,6
85,-200.47608105098308,-87.1,4,18,6
90,-212.10099672720128,-87.1,4,19,6
95,-223.72591240341944,-87.1,4,20,6
100,-235.35082807963764,-87.1,4,21,6
1,-84.37743230828528,-65.7,5,1,6
5,-95.34415913795158,-74.3,5,2,6
10,-109.05256767503445,-84.5,5,3,6
15,-122.76097621211731,-91.0,5,4,6
20,-136.46938474920017,-98.1,5,5,6
25,-150.17779328628305,-106.1,5,6,6
30,-163.88620182336592,-112.9,5,7,6
35,-177.5946103604488,-119.2,5,8,6
40,-191.30301889753167,-125.7,5,9,6
45,-205.01142743461452,-133.0,5,10,6
50,-218.7198359716974,-140.8,5,11,6
55,-232.42824450878027,-148.6,5,12,6
60,-246.13665304586314,-156.4,5,13,6
65,-259.845061582946,-164.0,5,14,6
70,-273.5534701200289,-171.4,5,15,6
75,-287.26187865711177,-178.7,5,16,6
80,-300.9702871941946,-186.0,5,17,6
85,-314.67869573127746,-192.9,5,18,6
90,-328.38710426836036,-200.9,5,19,6
95,-342.09551280544326,-209.5,5,20,6
100,-355.8039213425261,-218.6,5,21,6
1,-17.060954679376355,0.7,1,1,7
5,-20.47546447066127,1.8,1,2,7
10,-24.74360170976741,3.0,1,3,7
15,-29.011738948873553,4.4,1,4,7
20,-33.279876187979696,5.9,1,5,7
25,-37.548013427085834,7.5,1,6,7
30,-41.81615066619198,9.0,1,7,7
35,-46.084287905298126,1.3,1,8,7
40,-50.352425144404265,11.6,1,9,7
45,-54.6205623835104,13.0,1,10,7
50,-58.88869962261655,14.3,1,11,7
55,-63.156836861722695,15.8,1,12,7
60,-67.42497410082883,17.9,1,13,7
65,-71.69311133993497,19.5,1,14,7
70,-75.96124857904111,21.3,1,15,7
75,-80.22938581814726,22.8,1,16,7
