x,y,y_pred,machine,trial,subject
45,-129.0335314987157,170.5,1,10,2
50,-142.0684467804131,194.0,1,11,2
55,-155.10336206211048,218.5,1,12,2
60,-168.13827734380789,244.0,1,13,2
65,-181.1731926255053,270.5,1,14,2
70,-194.20810790720267,298.0,1,15,2
75,-207.24302318890008,326.5,1,16,2
80,-220.2779384705975,356.0,1,17,2
85,-233.31285375229487,386.5,1,18,2
90,-246.34776903399228,418.0,1,19,2
95,-259.3826843156897,450.5,1,20,2
100,-272.4175995973871,484.0,1,21,2
1,-12.24490478151712,-5.5,2,1,2
5,-18.422066940514163,-27.5,2,2,2
10,-26.143519639260475,-55.0,2,3,2
15,-33.86497233800679,-82.5,2,4,2
20,-41.58642503675309,-110.0,2,5,2
25,-49.307877735499396,-137.5,2,6,2
30,-57.029330434245715,-165.0,2,7,2
35,-64.75078313299203,-192.5,2,8,2
40,-72.47223583173835,-220.0,2,9,2
45,-80.19368853048465,-247.5,2,10,2
50,-87.91514122923095,-275.0,2,11,2
55,-95.63659392797727,-302.5,2,12,2
60,-103.35804662672358,-330.0,2,13,2
65,-111.07949932546988,-357.5,2,14,2
70,-118.8009520242162,-385.0,2,15,2
75,-126.5224047229625,-412.5,2,16,2
80,-134.2438574217088,-440.0,2,17,2
85,-141.96531012045511,-467.5,2,18,2
90,-149.68676281920142,-495.0,2,19,2
95,-157.40821551794772,-522.5,2,20,2
100,-165.12966821669403,-550.0,2,21,2
1,-11.180363959201756,-2.0,3,1,2
5,-22.102524610170637,-13.0,3,2,2
10,-35.75522542388174,-48.0,3,3,2
15,-49.40792623759284,-143.0,3,4,2
20,-63.06062705130394,-360.0,3,5,2
25,-76.71332786501505,-893.0,3,6,2
30,-90.36602867872614,-2160.0,3,7,2
35,-104.01872949243725,-5155.0,3,8,2
40,-117.67143030614834,-12684.0,3,9,2
45,-131.32413111985943,-30507.0,3,10,2
50,-144.97683193357054,-73120.0,3,11,2
55,-158.62953274728164,-174831.0,3,12,2
60,-172.28223356099272,-420668.0,3,13,2
65,-185.93493437470383,-1001749.0,3,14,2
70,-199.58763518841494,-2379657.0,3,15,2
75,-213.24033600212604,-5717786.0,3,16,2
80,-226.89303681583712,-13689387.0,3,17,2
85,-240.54573762954823,-32795028.0,3,18,2
90,-254.19843844325933,-77300340.0,3,19,2
95,-267.8511392569704,-182132794.0,3,20,2
100,-281.5038400706815,-430253732.0,3,21,2
1,-14.357905015722583,-2.1,4,1,2
5,-31.40549726603043,-5.5,4,2,2
10,-52.714987578915235,-10.9,4,3,2
15,-74.02447789180005,-16.2,4,4,2
20,-95.33396820468485,-21.0,4,5,2
25,-116.64345851756967,-27.6,4,6,2
30,-137.9529488304545,-33.5,4,7,2
35,-159.2624391433393,-41.5,4,8,2
40,-180.5719294562241,-46.8,4,9,2
45,-201.8814197691089,-53.4,4,10,2
50,-223.19091008199374,-61.0,4,11,2
55,-244.50040039487854,-66.2,4,12,2
60,-265.8098907077633,-72.8,4,13,2
65,-287.1193810206481,-79.7,4,14,2
70,-308.4288713335329,-86.9,4,15,2
75,-329.73836164641773,-93.1,4,16,2
80,-351.04785195930253,-101.7,4,17,2
85,-372.35734227218734,-107.2,4,18,2
90,-393.66683258507214,-114.0,4,19,2
95,-414.97632289795695,-120.0,4,20,2
100,-436.2858132108418,-127.8,4,21,2
1,-13.318595277222908,-2.6,5,1,2
5,-21.644275085625797,-13.0,5,2,2
10,-32.05137484612941,-29.0,5,3,2
15,-42.458474606633025,-57.2,5,4,2
20,-52.86557436713664,-96.6,5,5,2
25,-63.27267412764025,-148.0,5,6,2
30,-73.67977388814386,-211.0,5,7,2
35,-84.08687364864747,-286.0,5,8,2
40,-94.49397340915108,-373.2,5,9,2
45,-104.9010731696547,-472.8,5,10,2
50,-115.3081729301583,-585.2,5,11,2
55,-125.71527269066192,-710.8,5,12,2
60,-136.12237245116552,-850.5,5,13,2
65,-146.52947221166914,-1003.9,5,14,2
70,-156.93657197217277,-1171.0,5,15,2
75,-167.3436717326764,-1351.8,5,16,2
80,-177.75077149317997,-1546.4,5,17,2
85,-188.1578712536836,-1754.0,5,18,2
90,-198.56497101418722,-1975.4,5,19,2
95,-208.97207077469085,-2210.3,5,20,2
100,-219.37917053519442,-2458.0,5,21,2
1,-13.369695714725282,2.0,1,1,3
5,-20.81142212288425,8.25,1,2,3
10,-30.11358013308296,18.5,1,3,3
15,-39.41573814328167,34.75,1,4,3
20,-48.71789615348038,57.0,1,5,3
25,-58.02005416367909,89.25,1,6,3
30,-67.3222121738778,131.5,1,7,3
35,-76.62437018407651,183.75,1,8,3
40,-85.92652819427522,246.0,1,9,3
45,-95.22868620447393,318.25,1,10,3
50,-104.53084421467264,400.5,1,11,3
55,-113.83300222487135,492.75,1,12,3
60,-123.13516023507006,595.0,1,13,3
65,-132.43731824526876,707.25,1,14,3
70,-141.73947625546748,829.5,1,15,3
75,-151.04163426566618,961.75,1,16,3
80,-160.34379227586487,1104.0,1,17,3
85,-169.64595028606362,1256.25,1,18,3
90,-178.94810829626232,1418.5,1,19,3
95,-188.25026630646101,1590.75,1,20,3
100,-197.5524243166597,1773.0,1,21,3
1,-9.975602780052068,4.0,2,1,3
5,-14.855603183410775,14.0,2,2,3
10,-20.955603687609162,24.0,2,3,3
15,-27.05560419180755,34.0,2,4,3
20,-33.15560469600594,54.0,2,5,3
25,-39.25560520020432,54.0,2,6,3
30,-45.35560570440271,54.0,2,7,3
35,-51.4556062086011,54.0,2,8,3
40,-57.55560671279948,54.0,2,9,3
45,-63.65560721699787,54.0,2,10,3
50,-69.75560772119626,54.0,2,11,3
55,-75.85560822539463,54.0,2,12,3
60,-81.95560872959302,54.0,2,13,3
65,-88.05560923379142,54.0,2,14,3
70,-94.15560973798979,54.0,2,15,3
75,-100.25561024218818,54.0,2,16,3
80,-106.35561074638656,54.0,2,17,3
85,-112.45561125058495,54.0,2,18,3
90,-118.55561175478334,54.0,2,19,3
95,-124.65561225898172,54.0,2,20,3
100,-130.75561276318012,54.0,2,21,3
1,-14.476757594661525,-12.1,3,1,3
5,-25.95381458171892,-14.5,3,2,3
10,-40.300135815540656,-29.4,3,3,3
15,-54.6464570493624,-44.4,3,4,3
20,-68.99277828318414,-59.8,3,5,3
25,-83.33909951700588,-75.0,3,6,3
30,-97.68542075082762,-90.0,3,7,3
35,-112.03174198464936,-104.9,3,8,3
40,-126.3780632184711,-119.7,3,9,3
45,-140.7243844522928,-134.2,3,10,3
50,-155.07070568611456,-148.5,3,11,3
55,-169.4170269199363,-162.7,3,12,3
60,-183.76334815375805,-176.6,3,13,3
65,-198.10966938757977,-190.3,3,14,3
70,-212.45599062140153,-203.7,3,15,3
75,-226.80231185522325,-216.9,3,16,3
80,-241.148633089045,-229.8,3,17,3
85,-255.49495432286673,-242.4,3,18,3
90,-269.8412755566885,-254.9,3,19,3
95,-284.18759679051027,-267.1,3,20,3
100,-298.533918024332,-279.0,3,21,3
1,-15.032412480766958,-10.1,4,1,3
5,-30.315404660326184,-12.1,4,2,3
10,-49.419144884775214,-18.1,4,3,3
15,-68.52288510922426,-24.1,4,4,3
20,-87.62662533367329,-30.1,4,5,3
25,-106.73036555812232,-36.1,4,6,3
30,-125.83410578257136,-42.1,4,7,3
35,-144.9378460070204,-48.1,4,8,3
40,-164.04158623146944,-54.1,4,9,3
45,-183.14532645591842,-60.1,4,10,3
50,-202.24906668036746,-66.1,4,11,3
55,-221.3528069048165,-72.1,4,12,3
60,-240.45654712926554,-78.1,4,13,3
65,-259.56028735371456,-84.1,4,14,3
70,-278.6640275781636,-90.1,4,15,3
75,-297.76776780261264,-96.1,4,16,3
80,-316.8715080270617,-102.1,4,17,3
85,-335.9752482515107,-108.1,4,18,3
90,-355.0789884759597,-114.1,4,19,3
95,-374.18272870040875,-120.1,4,20,3
100,-393.2864689248578,-126.1,4,21,3
1,-10.822997472148991,-1.1,5,1,3
5,-19.974488748615176,-6.2,5,2,3
10,-31.4138528441979,-12.5,5,3,3
15,-42.85321693978064,-19.0,5,4,3
20,-54.29258103536336,-26.7,5,5,3
25,-65.7319451309461,-34.6,5,6,3
30,-77.17130922652883,-42.7,5,7,3
35,-88.61067332211155,-50.9,5,8,3
40,-100.05003741769428,-59.3,5,9,3
45,-111.48940151327702,-67.8,5,10,3
50,-122.92876560885975,-76.5,5,11,3
55,-134.36812970444245,-85.3,5,12,3
60,-145.80749380002518,-94.2,5,13,3
65,-157.24685789560792,-103.2,5,14,3
70,-168.68622199119062,-112.4,5,15,3
75,-180.12558608677335,-121.6,5,16,3
80,-191.56495018235609,-130.9,5,17,3
85,-203.00431427793882,-140.3,5,18,3
90,-214.44367837352155,-149.8,5,19,3
95,-225.88304246910428,-159.3,5,20,3
100,-237.32240656468701,-168.9,5,21,3
1,-11.55775584782656,4.0,1,1,4
5,-16.636267745545954,6.0,1,2,4
10,-22.984407617695197,5.5,1,3,4
15,-29.33254748984444,7.0,1,4,4
20,-35.680687361993684,8.0,1,5,4
25,-42.02882723414293,15.0,1,6,4
30,-48.37696710629217,14.0,1,7,4
35,-54.72510697844141,14.5,1,8,4
40,-61.07324685059066,15.0,1,9,4
45,-67.4213867227399,16.0,1,10,4
50,-73.76952659488913,15.5,1,11,4
55,-80.11766646703839,16.0,1,12,4
60,-86.46580633918762,17.0,1,13,4
65,-92.81394621133688,21.0,1,14,4
70,-99.16208608348612,45.0,1,15,4
75,-105.51022595563535,10.0,1,16,4
80,-111.85836582778461,1.0,1,17,4
85,-118.20650569993384,13.0,1,18,4
90,-124.5546455720831,11.0,1,19,4
95,-130.90278544423234,66.0,1,20,4
100,-137.25092531638157,18.0,1,21,4
1,-11.702272539536475,-16.7,2,1,4
5,-23.70203251956474,-20.5,2,2,4
10,-38.70173249460007,-17.6,2,3,4
15,-53.70143246963541,-16.4,2,4,4
20,-68.70113244467073,-14.7,2,5,4
25,-83.70083241970607,-13.9,2,6,4
30,-98.7005323947414,-14.1,2,7,4
35,-113.70023236977674,-10.8,2,8,4
40,-128.69993234481208,-11.1,2,9,4
45,-143.6996323198474,-10.8,2,10,4
50,-158.69933229488274,-10.2,2,11,4
55,-173.69903226991806,-8.9,2,12,4
60,-188.6987322449534,-8.4,2,13,4
65,-203.69843221998872,-9.3,2,14,4
70,-218.69813219502407,-7.1,2,15,4
75,-233.6978321700594,-6.5,2,16,4
80,-248.69753214509473,-5.5,2,17,4
85,-263.6972321201301,-3.9,2,18,4
90,-278.69693209516544,-3.1,2,19,4
95,-293.69663207020074,-1.0,2,20,4
100,-308.6963320452361,0.0,2,21,4
1,-13.25150310261788,-9.1,3,1,4
5,-23.731003273076116,-12.4,3,2,4
10,-36.83037848614891,-21.2,3,3,4
15,-49.929753699221706,-35.3,3,4,4
20,-63.0291289122945,-52.3,3,5,4
25,-76.12850412536729,-70.1,3,6,4
30,-89.22787933844008,-85.3,3,7,4
35,-102.32725455151287,-97.1,3,8,4
40,-115.42662976458568,-105.7,3,9,4
45,-128.5260049776585,-112.3,3,10,4
50,-141.62538019073128,-117.3,3,11,4
55,-154.72475540380407,-122.5,3,12,4
60,-167.82413061687686,-126.7,3,13,4
65,-180.92350582994965,-130.1,3,14,4
70,-194.02288104302244,-133.1,3,15,4
75,-207.12225625609526,-135.8,3,16,4
80,-220.22163146916805,-138.2,3,17,4
85,-233.32100668224084,-140.5,3,18,4
90,-246.42038189531362,-142.3,3,19,4
95,-259.51975710838644,-143.7,3,20,4
100,-272.61913232145923,-144.7,3,21,4
1,-11.217943653528057,-15.0,4,1,4
5,-16.29304380331189,-49.4,4,2,4
10,-22.636918990541684,-85.7,4,3,4
15,-28.980794177771475,-130.6,4,4,4
20,-35.32466936500127,-176.7,4,5,4
25,-41.66854455223106,-228.0,4,6,4
30,-48.01241973946085,-279.2,4,7,4
35,-54.356294926690644,-330.1,4,8,4
40,-60.70017011392044,-377.1,4,9,4
45,-67.04404530115023,-417.9,4,10,4
50,-73.38792048838003,-444.9,4,11,4
55,-79.73179567560983,-462.2,4,12,4
60,-86.0756708628396,-468.5,4,13,4
65,-92.4195460500694,-462.8,4,14,4
70,-98.7634212372992,-445.6,4,15,4
75,-105.107296424529,-417.2,4,16,4
80,-111.4511716117588,-377.4,4,17,4
85,-117.79504679898857,-330.4,4,18,4
90,-124.13892198621836,-279.4,4,19,4
95,-130.48279717344818,-228.7,4,20,4
100,-136.82667236067797,-176.0,4,21,4
1,-12.44968208194994,-6.7,5,1,4
5,-26.887652006845393,-14.1,5,2,4
10,-44.93511441296471,-24.7,5,3,4
15,-62.982576819084024,-33.8,5,4,4
20,-81.03003922520334,-42.4,5,5,4
25,-99.07750163132265,-51.3,5,6,4
30,-117.12496403744197,-60.3,5,7,4
35,-135.17242644356128,-69.3,5,8,4
40,-153.2198888496806,-78.4,5,9,4
45,-171.2673512557999,-87.4,5,10,4
50,-189.3148136619192,-96.5,5,11,4
55,-207.3622760680385,-105.5,5,12,4
60,-225.40973847415785,-114.5,5,13,4
65,-243.45720088027716,-123.5,5,14,4
70,-261.5046632863965,-132.6,5,15,4
75,-279.5521256925158,-141.6,5,16,4
80,-297.59958809863514,-150.6,5,17,4
85,-315.6470505047544,-159.7,5,18,4
90,-333.69451291087375,-168.7,5,19,4
95,-351.7419753169931,-177.7,5,20,4
100,-369.78943772311237,-186.8,5,21,4
1,-13.102004386749304,1.0,1,1,5
5,-22.902267264928334,0.0,1,2,5
10,-35.15259586265211,-1.0,1,3,5
15,-47.4029244603759,-2.5,1,4,5
20,-59.653253058099686,-5.0,1,5,5
25,-71.90358165582346,-10.0,1,6,5
30,-84.15391025354724,-20.0,1,7,5
35,-96.40423885127105,-40.0,1,8,5
40,-108.65456744899483,-80.0,1,9,5
45,-120.9048960467186,-160.0,1,10,5
50,-133.1552246444424,-320.0,1,11,5
55,-145.40555324216618,-640.0,1,12,5
60,-157.65588183988996,-1280.0,1,13,5
65,-169.90621043761377,-2560.0,1,14,5
70,-182.15653903533754,-5120.0,1,15,5
75,-194.40686763306132,-10240.0,1,16,5
80,-206.6571962307851,-20480.0,1,17,5
85,-218.90752482850888,-40960.0,1,18,5
90,-231.1578534262327,-81920.0,1,19,5
95,-243.40818202395647,-163840.0,1,20,5
100,-255.65851062168025,-327680.0,1,21,5
1,-10.833779750144844,-4.4,2,1,5
5,-15.605376309860887,-11.9,2,2,5
10,-21.569872009505943,-22.1,2,3,5
15,-27.53436770915099,-33.7,2,4,5
20,-33.49886340879605,-49.6,2,5,5
25,-39.463359108441104,-69.3,2,6,5
30,-45.42785480808615,-85.4,2,7,5
35,-51.39235050773121,-101.5,2,8,5
40,-57.356846207376265,-117.6,2,9,5
45,-63.32134190702131,-133.7,2,10,5
50,-69.28583760666636,-149.8,2,11,5
55,-75.25033330631142,-165.9,2,12,5
60,-81.21482900595647,-182.0,2,13,5
65,-87.17932470560153,-198.1,2,14,5
70,-93.14382040524659,-214.2,2,15,5
75,-99.10831610489164,-230.3,2,16,5
80,-105.0728118045367,-246.4,2,17,5
85,-111.03730750418174,-262.5,2,18,5
90,-117.0018032038268,-278.6,2,19,5
95,-122.96629890347185,-294.7,2,20,5
100,-128.9307946031169,-310.8,2,21,5
1,-14.698763903252328,40.8,3,1,5
5,-36.510874581983124,63.0,3,2,5
10,-63.77601293039662,88.0,3,3,5
15,-91.04115127881012,110.0,3,4,5
20,-118.3062896272236,143.0,3,5,5
25,-145.5714279756371,156.0,3,6,5
30,-172.8365663240506,172.0,3,7,5
35,-200.1017046724641,194.0,3,8,5
40,-227.36684302087758,208.0,3,9,5
45,-254.63198136929108,230.0,3,10,5
50,-281.8971197177046,241.0,3,11,5
55,-309.16225806611806,262.0,3,12,5
60,-336.4273964145316,274.0,3,13,5
65,-363.69253476294506,295.0,3,14,5
70,-390.9576731113586,307.0,3,15,5
75,-418.22281145977206,328.0,3,16,5
80,-445.48794980818553,344.0,3,17,5
85,-472.75308815659906,365.0,3,18,5
90,-500.01822650501254,377.0,3,19,5
95,-527.283364853426,398.0,3,20,5
100,-554.5485032018395,410.0,3,21,5
1,-10.55321556736662,-36.4,4,1,5
5,-22.085788221369818,-66.6,4,2,5
10,-36.50150403887382,-106.0,4,3,5
15,-50.91721985637783,-145.3,4,4,5
20,-65.33293567388182,-184.4,4,5,5
25,-79.74865149138581,-200.6,4,6,5
30,-94.16436730888982,-200.3,4,7,5
35,-108.58008312639382,-194.3,4,8,5
40,-122.99579894389782,-194.7,4,9,5
45,-137.4115147614018,-194.6,4,10,5
50,-151.8272305789058,-190.1,4,11,5
55,-166.24294639640982,-181.2,4,12,5
60,-180.65866221391383,-200.8,4,13,5
65,-195.0743780314178,-200.3,4,14,5
70,-209.49009384892182,-198.0,4,15,5
75,-223.90580966642582,-200.2,4,16,5
80,-238.32152548392983,-200.8,4,17,5
85,-252.7372413014338,-200.1,4,18,5
90,-267.15295711893776,-200.4,4,19,5
95,-281.56867293644177,-200.3,4,20,5
100,-295.9843887539458,-200.4,4,21,5
1,-14.224685282209107,3.3,5,1,5
5,-22.240387652869316,8.0,5,2,5
10,-32.26001561619458,15.7,5,3,5
15,-42.27964357951984,23.6,5,4,5
20,-52.2992715428451,32.5,5,5,5
25,-62.31889950617036,42.5,5,6,5
30,-72.33852746949562,54.0,5,7,5
35,-82.35815543282088,66.9,5,8,5
40,-92.37778339614614,81.8,5,9,5
45,-102.3974113594714,98.6,5,10,5
50,-112.41703932279667,118.4,5,11,5
55,-122.43666728612193,140.8,5,12,5
60,-132.4562952494472,167.1,5,13,5
65,-142.47592321277247,198.5,5,14,5
70,-152.49555117609773,238.3,5,15,5
75,-162.515179139423,289.5,5,16,5
80,-172.53480710274826,368.0,5,17,5
85,-182.55443506607352,477.8,5,18,5
90,-192.5740630293988,660.6,5,19,5
95,-202.59369099272405,1034.2,5,20,5
100,-212.6133189560493,21584.4,5,21,5
1,-14.200096633837557,3.0,1,1,6
5,-23.19849600989181,3.6,1,2,6
10,-34.44649522995963,5.5,1,3,6
15,-45.69449445002745,8.0,1,4,6
20,-56.94249367009526,11.0,1,5,6
25,-68.19049289016309,14.5,1,6,6
30,-79.4384921102309,18.5,1,7,6
35,-90.68649133029872,23.0,1,8,6
40,-101.93449055036653,28.0,1,9,6
45,-113.18248977043436,33.6,1,10,6
50,-124.43048899050217,40.0,1,11,6
55,-135.67848821056995,47.0,1,12,6
60,-146.92648743063776,54.5,1,13,6
65,-158.1744866507056,62.5,1,14,6
70,-169.42248587077341,71.0,1,15,6
75,-180.67048509084123,80.0,1,16,6
80,-191.91848431090904,89.6,1,17,6
85,-203.16648353097685,100.0,1,18,6
90,-214.4144827510447,111.0,1,19,6
95,-225.6624819711125,122.5,1,20,6
100,-236.9104811911803,135.0,1,21,6
1,-9.986175133754067,-95.0,2,1,6
5,-19.210100499767268,75.1,2,2,6
10,-30.740007207283764,95.0,2,3,6
15,-42.26991391480026,30.1,2,4,6
20,-53.799820622316766,-25.0,2,5,6
25,-65.32972732983328,-45.1,2,6,6
30,-76.85963403734978,-20.0,2,7,6
35,-88.38954074486627,5.1,2,8,6
40,-99.91944745238277,25.0,2,9,6
45,-111.44935415989927,0.1,2,10,6
50,-122.97926086741577,10.0,2,11,6
55,-134.50916757493226,-8.9,2,12,6
60,-146.03907428244878,-45.0,2,13,6
65,-157.56898098996527,-55.1,2,14,6
70,-169.09888769748176,-60.0,2,15,6
75,-180.62879440499827,-80.1,2,16,6
80,-192.15870111251476,-90.0,2,17,6
85,-203.68860782003128,-65.1,2,18,6
90,-215.21851452754777,-40.0,2,19,6
95,-226.74842123506426,5.0,2,20,6
100,-238.27832794258077,10.1,2,21,6
1,-10.583743926782791,1.7,3,1,6
5,-13.629347547435188,4.6,3,2,6
10,-17.43635207325068,8.8,3,3,6
15,-21.24335659906618,13.1,3,4,6
20,-25.050361124881675,17.5,3,5,6
25,-28.85736565069717,21.9,3,6,6
30,-32.66437017651266,26.4,3,7,6
35,-36.471374702328156,31.0,3,8,6
40,-40.278379228143656,35.7,3,9,6
45,-44.08538375395915,40.5,3,10,6
50,-47.89238827977464,45.4,3,11,6
55,-51.699392805590136,50.3,3,12,6
60,-55.50639733140564,55.4,3,13,6
65,-59.31340185722113,60.6,3,14,6
70,-63.120406383036624,65.9,3,15,6
75,-66.92741090885211,71.2,3,16,6
80,-70.73441543466761,76.7,3,17,6
85,-74.5414199604831,82.4,3,18,6
90,-78.3484244862986,88.1,3,19,6
95,-82.1554290121141,93.9,3,20,6
100,-85.96243353792958,99.8,3,21,6
1,-10.857352098419048,-21.6,4,1,6
5,-18.830974634064518,-27.4,4,2,6
10,-28.79800280362135,-19.1,4,3,6
15,-38.765030973178185,-20.1,4,4,6
20,-48.732059142735025,-26.3,4,5,6
25,-58.69908731229186,-18.0,4,6,6
30,-68.6661154818487,-24.7,4,7,6
35,-78.63314365140555,-35.5,4,8,6
40,-88.60017182096239,-28.6,4,9,6
45,-98.56719999051921,-40.9,4,10,6
50,-108.53422816007605,-33.5,4,11,6
55,-118.5012563296329,-40.2,4,12,6
60,-128.4682844991897,-28.0,4,13,6
65,-138.43531266874655,-43.0,4,14,6
70,-148.4023408383034,-34.7,4,15,6
75,-158.36936900786023,-13.1,4,16,6
80,-168.33639717741707,-42.8,4,17,6
85,-178.30342534697388,-34.2,4,18,6
90,-188.27045351653072,-39.6,4,19,6
95,-198.23748168608756,-18.2,4,20,6
100,-208.2045098556444,-43.1,4,21,6
1,-14.41479375676407,-20.1,5,1,6
5,-21.413493491234515,-14.4,5,2,6
10,-30.16186815932257,-8.7,5,3,6
15,-38.91024282741062,-1.8,5,4,6
20,-47.65861749549868,11.1,5,5,6
25,-56.40699216358673,24.3,5,6,6
30,-65.15536683167478,40.2,5,7,6
35,-73.90374149976283,60.7,5,8,6
40,-82.65211616785089,85.9,5,9,6
45,-91.40049083593895,116.9,5,10,6
50,-100.148865504027,152.7,5,11,6
55,-108.89724017211506,194.2,5,12,6
60,-117.64561484020311,240.5,5,13,6
65,-126.39398950829117,291.5,5,14,6
70,-135.1423641763792,346.2,5,15,6
75,-143.89073884446728,405.7,5,16,6
80,-152.63911351255533,469.0,5,17,6
85,-161.3874881806434,536.0,5,18,6
90,-170.13586284873145,606.9,5,19,6
95,-178.8842375168195,680.5,5,20,6
100,-187.63261218490754,757.9,5,21,6
1,-12.684118739085504,4.0,1,1,7
5,-19.744638560435213,20.0,1,2,7
10,-28.570288337122353,40.0,1,3,7
15,-37.39593811380949,60.0,1,4,7
20,-46.221587890496636,80.0,1,5,7
25,-55.047237667183765,100.0,1,6,7
30,-63.87288744387091,120.0,1,7,7
35,-72.69853722055805,140.0,1,8,7
40,-81.5241869972452,160.0,1,9,7
45,-90.34983677393232,180.0,1,10,7
50,-99.17548655061947,200.0,1,11,7
55,-108.00113632730661,220.0,1,12,7
60,-116.82678610399374,240.0,1,13,7
