x,y,y_pred,machine,trial,subject
40,-89.22867800750085,-128.4,3,9,1
45,-99.11861108967037,-142.5,3,10,1
50,-109.00854417183989,-156.5,3,11,1
55,-118.89847725400942,-170.5,3,12,1
60,-128.78841033617894,-184.5,3,13,1
65,-138.67834341834845,-198.5,3,14,1
70,-148.56827650051798,-212.4,3,15,1
75,-158.45820958268752,-226.5,3,16,1
80,-168.34814266485705,-240.4,3,17,1
85,-178.23807574702658,-254.7,3,18,1
90,-188.12800882919612,-268.4,3,19,1
95,-198.01794191136565,-282.4,3,20,1
100,-207.90787499353513,-296.5,3,21,1
1,-56.03870793671297,-18.1,4,1,1
5,-61.551847855303244,-19.0,4,2,1
10,-68.4432727535411,-39.7,4,3,1
15,-75.33469765177895,-60.2,4,4,1
20,-82.22612255001678,-85.6,4,5,1
25,-89.11754744825464,-116.1,4,6,1
30,-96.00897234649248,-150.5,4,7,1
35,-102.90039724473033,-189.8,4,8,1
40,-109.79182214296817,-233.9,4,9,1
45,-116.68324704120602,-282.6,4,10,1
50,-123.57467193944386,-335.9,4,11,1
55,-130.4660968376817,-394.5,4,12,1
60,-137.35752173591956,-457.4,4,13,1
65,-144.24894663415742,-525.3,4,14,1
70,-151.14037153239525,-597.0,4,15,1
75,-158.03179643063308,-673.3,4,16,1
80,-164.92322132887094,-753.0,4,17,1
85,-171.8146462271088,-836.0,4,18,1
90,-178.70607112534663,-922.1,4,19,1
95,-185.59749602358448,-1011.1,4,20,1
100,-192.4889209218223,-1102.9,4,21,1
1,-94.20871946404162,-8.1,5,1,1
5,-102.61466534339813,-17.8,5,2,1
10,-113.12209769259377,-31.5,5,3,1
15,-123.62953004178941,-49.1,5,4,1
20,-134.13696239098505,-66.8,5,5,1
25,-144.6443947401807,-84.4,5,6,1
30,-155.15182708937635,-102.1,5,7,1
35,-165.65925943857198,-119.7,5,8,1
40,-176.1666917877676,-137.3,5,9,1
45,-186.67412413696326,-154.9,5,10,1
50,-197.1815564861589,-172.5,5,11,1
55,-207.68898883535456,-190.2,5,12,1
60,-218.1964211845502,-207.8,5,13,1
65,-228.70385353374581,-225.4,5,14,1
70,-239.21128588294147,-243.0,5,15,1
75,-249.71871823213712,-260.7,5,16,1
80,-260.2261505813327,-278.3,5,17,1
85,-270.73358293052837,-295.9,5,18,1
90,-281.241015279724,-313.5,5,19,1
95,-291.7484476289197,-331.1,5,20,1
100,-302.25587997811533,-348.8,5,21,1
1,-19.95246652598266,0.0,1,1,2
5,-27.523852628212506,0.0,1,2,2
10,-36.98808525599981,0.0,1,3,2
15,-46.45231788378711,0.0,1,4,2
20,-55.916550511574414,0.0,1,5,2
25,-65.38078313936171,0.0,1,6,2
30,-74.84501576714901,0.0,1,7,2
35,-84.30924839493632,0.0,1,8,2
40,-93.77348102272362,0.0,1,9,2
45,-103.23771365051093,0.0,1,10,2
50,-112.70194627829822,0.0,1,11,2
55,-122.16617890608552,0.0,1,12,2
60,-131.63041153387286,0.0,1,13,2
65,-141.09464416166014,0.0,1,14,2
70,-150.55887678944745,0.0,1,15,2
75,-160.02310941723474,0.0,1,16,2
80,-169.48734204502205,0.0,1,17,2
85,-178.95157467280936,0.0,1,18,2
90,-188.41580730059667,0.0,1,19,2
95,-197.88003992838395,0.0,1,20,2
100,-207.34427255617126,0.0,1,21,2
1,-24.955909082192957,-49.0,2,1,2
5,-32.73156185770839,-245.0,2,2,2
10,-42.45112782710268,-980.0,2,3,2
15,-52.17069379649697,-2235.0,2,4,2
20,-61.890259765891265,-4080.0,2,5,2
25,-71.60982573528554,-6670.0,2,6,2
30,-81.32939170467984,-10350.0,2,7,2
35,-91.04895767407413,-15230.0,2,8,2
40,-100.76852364346843,-21560.0,2,9,2
45,-110.48808961286271,-29475.0,2,10,2
50,-120.207655582257,-39160.0,2,11,2
55,-129.92722155165131,-50625.0,2,12,2
60,-139.64678752104558,-64000.0,2,13,2
65,-149.36635349043988,-79295.0,2,14,2
70,-159.08591945983417,-96730.0,2,15,2
75,-168.80548542922847,-116455.0,2,16,2
80,-178.52505139862276,-138590.0,2,17,2
85,-188.24461736801703,-163180.0,2,18,2
90,-197.96418333741133,-190260.0,2,19,2
95,-207.68374930680562,-220950.0,2,20,2
100,-217.40331527619992,-255360.0,2,21,2
1,-79.01638660359511,0.0,3,1,2
5,-86.84352404600659,12.7,3,2,2
10,-96.62744584902094,-25.6,3,3,2
15,-106.41136765203528,-56.8,3,4,2
20,-116.19528945504963,-86.7,3,5,2
25,-125.97921125806397,-105.3,3,6,2
30,-135.76313306107832,-120.9,3,7,2
35,-145.54705486409267,-133.1,3,8,2
40,-155.33097666710702,-142.6,3,9,2
45,-165.11489847012137,-149.7,3,10,2
50,-174.8988202731357,-188.7,3,11,2
55,-184.68274207615008,-206.5,3,12,2
60,-194.4666638791644,-222.0,3,13,2
65,-204.25058568217875,-235.2,3,14,2
70,-214.0345074851931,-246.7,3,15,2
75,-223.81842928820745,-256.9,3,16,2
80,-233.6023510912218,-264.7,3,17,2
85,-243.38627289423613,-270.9,3,18,2
90,-253.17019469725048,-275.3,3,19,2
95,-262.95411650026483,-277.6,3,20,2
100,-272.7380383032792,-277.9,3,21,2
1,-51.692450032801666,-41.7,4,1,2
5,-55.32643016970749,-104.0,4,2,2
10,-59.86890534083977,-252.2,4,3,2
15,-64.41138051197204,-646.6,4,4,2
20,-68.95385568310432,-1391.0,4,5,2
25,-73.4963308542366,-2895.9,4,6,2
30,-78.03880602536888,-6304.4,4,7,2
35,-82.58128119650115,-13408.0,4,8,2
40,-87.12375636763343,-29216.1,4,9,2
45,-91.66623153876571,-63545.0,4,10,2
50,-96.20870670989798,-135294.0,4,11,2
55,-100.75118188103026,-289188.3,4,12,2
60,-105.29365705216254,-621450.4,4,13,2
65,-109.83613222329483,-1341542.0,4,14,2
70,-114.3786073944271,-28726835.9,4,15,2
75,-118.92108256555939,-61630093.0,4,16,2
80,-123.46355773669167,-132279177.9,4,17,2
85,-128.00603290782396,-2774746949.0,4,18,2
90,-132.54850807895625,-58056369759.0,4,19,2
95,-137.0909832500885,-1184266169559.0,4,20,2
100,-141.63345842122078,-230724686579781.9,4,21,2
1,-5.410859990394107,-16.6,5,1,2
5,-13.356602275212676,-23.3,5,2,2
10,-23.28878013123589,-60.0,5,3,2
15,-33.220957987259105,-63.8,5,4,2
20,-43.153135843282314,-84.0,5,5,2
25,-53.08531369930553,-95.4,5,6,2
30,-63.017491555328746,-111.6,5,7,2
35,-72.94966941135196,-122.1,5,8,2
40,-82.88184726737516,-131.0,5,9,2
45,-92.81402512339838,-146.0,5,10,2
50,-102.7462029794216,-160.3,5,11,2
55,-112.67838083544481,-174.5,5,12,2
60,-122.61055869146803,-189.9,5,13,2
65,-132.54273654749122,-205.6,5,14,2
70,-142.47491440351448,-219.0,5,15,2
75,-152.40709225953768,-233.4,5,16,2
80,-162.33927011556088,-249.0,5,17,2
85,-172.27144797158408,-264.1,5,18,2
90,-182.20362582760728,-278.6,5,19,2
95,-192.13580368363054,-293.7,5,20,2
100,-202.06798153965374,-308.8,5,21,2
1,-61.83242412902299,6.0,1,1,3
5,-69.19413657647829,20.0,1,2,3
10,-78.39627713579739,30.0,1,3,3
15,-87.59841769511651,33.0,1,4,3
20,-96.80055825443561,37.0,1,5,3
25,-106.00269881375473,40.0,1,6,3
30,-115.20483937307384,40.0,1,7,3
35,-124.40697993239294,40.0,1,8,3
40,-133.60912049171205,40.0,1,9,3
45,-142.81126105103118,40.0,1,10,3
50,-152.0134016103503,40.0,1,11,3
55,-161.2155421696694,50.0,1,12,3
60,-170.4176827289885,63.0,1,13,3
65,-179.6198232883076,73.0,1,14,3
70,-188.82196384762673,85.0,1,15,3
75,-198.02410440694584,100.0,1,16,3
80,-207.22624496626494,110.0,1,17,3
85,-216.42838552558408,120.0,1,18,3
90,-225.63052608490318,130.0,1,19,3
95,-234.8326666442223,140.0,1,20,3
100,-244.0348072035414,150.0,1,21,3
1,-56.507408774224075,-1.06,2,1,3
5,-62.51967151951575,-6.75,2,2,3
10,-70.03499995113035,-16.0,2,3,3
15,-77.55032838274492,-31.6,2,4,3
20,-85.06565681435951,-53.6,2,5,3
25,-92.5809852459741,-81.3,2,6,3
30,-100.0963136775887,-116.0,2,7,3
35,-107.61164210920329,-157.9,2,8,3
40,-115.12697054081788,-208.3,2,9,3
45,-122.64229897243247,-267.4,2,10,3
50,-130.15762740404705,-335.4,2,11,3
55,-137.67295583566164,-413.6,2,12,3
60,-145.1882842672762,-503.2,2,13,3
65,-152.7036126988908,-605.6,2,14,3
70,-160.21894113050539,-721.3,2,15,3
75,-167.73426956211998,-850.7,2,16,3
80,-175.24959799373457,-994.1,2,17,3
85,-182.76492642534916,-1151.8,2,18,3
90,-190.28025485696375,-1324.1,2,19,3
95,-197.79558328857834,-1511.6,2,20,3
100,-205.31091172019293,-1714.8,2,21,3
1,-20.749748619652333,92.8,3,1,3
5,-28.399311577861326,49.8,3,2,3
10,-37.961265275622566,14.0,3,3,3
15,-47.523218973383806,-22.8,3,4,3
20,-57.085172671145045,-58.6,3,5,3
25,-66.64712636890629,-94.4,3,6,3
30,-76.20908006666752,-130.2,3,7,3
35,-85.77103376442876,-166.0,3,8,3
40,-95.33298746219,-201.8,3,9,3
45,-104.89494115995124,-237.6,3,10,3
50,-114.45689485771248,-273.4,3,11,3
55,-124.01884855547372,-309.2,3,12,3
60,-133.58080225323494,-345.0,3,13,3
65,-143.1427559509962,-380.8,3,14,3
70,-152.70470964875744,-416.6,3,15,3
75,-162.26666334651867,-452.4,3,16,3
80,-171.8286170442799,-488.2,3,17,3
85,-181.39057074204112,-524.0,3,18,3
90,-190.9525244398024,-559.8,3,19,3
95,-200.51447813756363,-595.6,3,20,3
100,-210.07643183532485,-631.4,3,21,3
1,-51.61752075371084,-50.2,4,1,3
5,-59.679062734149525,-27.1,4,2,3
10,-69.75599020969788,-48.0,4,3,3
15,-79.83291768524624,-70.0,4,4,3
20,-89.90984516079459,-94.0,4,5,3
25,-99.98677263634295,-120.0,4,6,3
30,-110.06370011189131,-148.0,4,7,3
35,-120.14062758743967,-178.0,4,8,3
40,-130.21755506298803,-210.0,4,9,3
45,-140.29448253853639,-244.0,4,10,3
50,-150.37141001408474,-280.0,4,11,3
55,-160.4483374896331,-318.0,4,12,3
60,-170.52526496518144,-358.0,4,13,3
65,-180.60219244072982,-400.0,4,14,3
70,-190.67911991627815,-444.0,4,15,3
75,-200.7560473918265,-490.0,4,16,3
80,-210.83297486737487,-538.0,4,17,3
85,-220.90990234292323,-588.0,4,18,3
90,-230.9868298184716,-640.0,4,19,3
95,-241.06375729401995,-694.0,4,20,3
100,-251.1406847695683,-750.0,4,21,3
1,-36.94663632356808,-37.2,5,1,3
5,-42.707249332745576,-45.3,5,2,3
10,-49.908015594217446,-55.9,5,3,3
15,-57.10878185568932,-62.3,5,4,3
20,-64.3095481171612,-71.1,5,5,3
25,-71.51031437863305,-78.5,5,6,3
30,-78.71108064010494,-84.2,5,7,3
35,-85.91184690157681,-89.2,5,8,3
40,-93.11261316304868,-91.8,5,9,3
45,-100.31337942452055,-94.3,5,10,3
50,-107.51414568599242,-95.0,5,11,3
55,-114.71491194746429,-93.1,5,12,3
60,-121.91567820893617,-92.7,5,13,3
65,-129.11644447040806,-89.2,5,14,3
70,-136.31721073187992,-84.3,5,15,3
75,-143.5179769933518,-77.5,5,16,3
80,-150.71874325482366,-70.2,5,17,3
85,-157.91950951629553,-58.7,5,18,3
90,-165.1202757777674,-49.0,5,19,3
95,-172.32104203923927,-29.2,5,20,3
100,-179.52180830071114,-5.9,5,21,3
1,-56.51613634628267,1.0,1,1,4
5,-62.22543472035621,1.0,1,2,4
10,-69.36205768794814,4.0,1,3,4
15,-76.49868065554007,4.0,1,4,4
20,-83.63530362313199,4.0,1,5,4
25,-90.77192659072392,9.0,1,6,4
30,-97.90854955831585,4.0,1,7,4
35,-105.04517252590779,4.0,1,8,4
40,-112.1817954934997,4.0,1,9,4
45,-119.31841846109164,9.0,1,10,4
50,-126.45504142868357,9.0,1,11,4
55,-133.5916643962755,1.0,1,12,4
60,-140.72828736386742,4.0,1,13,4
65,-147.86491033145936,4.0,1,14,4
70,-155.00153329905126,9.0,1,15,4
75,-162.13815626664322,4.0,1,16,4
80,-169.27477923423513,4.0,1,17,4
85,-176.41140220182706,9.0,1,18,4
90,-183.548025169419,1.0,1,19,4
95,-190.68464813701092,1.0,1,20,4
100,-197.82127110460286,1.0,1,21,4
1,-71.41111239605588,-2.8,2,1,4
5,-79.55676696329085,-5.5,2,2,4
10,-89.73883517233457,-11.3,2,3,4
15,-99.9209033813783,-17.0,2,4,4
20,-110.10297159042203,-22.7,2,5,4
25,-120.28503979946574,-28.4,2,6,4
30,-130.46710800850948,-34.1,2,7,4
35,-140.6491762175532,-39.8,2,8,4
40,-150.83124442659692,-45.5,2,9,4
45,-161.01331263564066,-51.2,2,10,4
50,-171.19538084468437,-56.9,2,11,4
55,-181.37744905372807,-63.9,2,12,4
60,-191.5595172627718,-70.4,2,13,4
65,-201.74158547181554,-77.2,2,14,4
70,-211.92365368085927,-84.5,2,15,4
75,-222.10572188990295,-92.2,2,16,4
80,-232.2877900989467,-100.3,2,17,4
85,-242.46985830799042,-108.8,2,18,4
90,-252.65192651703416,-117.8,2,19,4
95,-262.8339947260779,-127.2,2,20,4
100,-273.01606293512157,-137.1,2,21,4
1,-7.038983061492217,5.5,3,1,4
5,-17.769100820145994,17.7,3,2,4
10,-31.181748018463217,40.5,3,3,4
15,-44.59439521678044,70.5,3,4,4
20,-58.007042415097665,109.5,3,5,4
25,-71.4196896134149,168.7,3,6,4
30,-84.83233681173212,279.5,3,7,4
35,-98.24498401004935,464.5,3,8,4
40,-111.65763120836657,760.5,3,9,4
45,-125.0702784066838,1218.7,3,10,4
50,-138.48292560500101,2109.5,3,11,4
55,-151.89557280331823,3959.5,3,12,4
60,-165.30822000163545,8384.5,3,13,4
65,-178.7208671999527,23009.5,3,14,4
70,-192.1335143982699,140849.5,3,15,4
75,-205.54616159658713,2136029.7,3,16,4
80,-218.95880879490434,222272879.3,3,17,4
85,-232.3714559932216,7.8120190422e+18,3,18,4
90,-245.7841031915388,2.82774733613e+29,3,19,4
95,-259.196750389856,1.90075793341e+44,3,20,4
100,-272.60939758817324,7.64865526206e+66,3,21,4
1,-51.493441966291385,-9.6,4,1,4
5,-58.908786395333564,-14.3,4,2,4
10,-68.17796693163629,-25.3,4,3,4
15,-77.44714746793902,-41.3,4,4,4
20,-86.71632800424175,-59.2,4,5,4
25,-95.98550854054447,-78.5,4,6,4
30,-105.2546890768472,-98.0,4,7,4
35,-114.52386961314993,-117.3,4,8,4
40,-123.79305014945264,-136.2,4,9,4
45,-133.06223068575537,-154.7,4,10,4
50,-142.33141122205808,-172.2,4,11,4
55,-151.60059175836082,-187.2,4,12,4
60,-160.86977229466353,-199.4,4,13,4
65,-170.13895283096628,-207.3,4,14,4
70,-179.408133367269,-209.1,4,15,4
75,-188.67731390357173,-203.4,4,16,4
80,-197.94649443987444,-185.8,4,17,4
85,-207.21567497617718,-156.7,4,18,4
90,-216.4848555124799,-117.0,4,19,4
95,-225.75403604878264,-67.3,4,20,4
100,-235.02321658508535,-19.9,4,21,4
1,-47.78187185562709,-49.7,5,1,4
5,-55.083425112255874,-86.6,5,2,4
10,-64.21036668304185,-145.9,5,3,4
15,-73.33730825382784,-206.6,5,4,4
20,-82.46424982461382,-255.8,5,5,4
25,-91.59119139539979,-291.5,5,6,4
30,-100.71813296618578,-321.8,5,7,4
35,-109.84507453697177,-347.7,5,8,4
40,-118.97201610775774,-370.2,5,9,4
45,-128.0989576785437,-389.0,5,10,4
50,-137.2258992493297,-405.9,5,11,4
55,-146.3528408201157,-420.8,5,12,4
60,-155.47978239090168,-434.1,5,13,4
65,-164.60672396168766,-446.1,5,14,4
70,-173.73366553247362,-456.8,5,15,4
75,-182.86060710325964,-466.5,5,16,4
80,-191.9875486740456,-475.0,5,17,4
85,-201.11449024483156,-482.7,5,18,4
90,-210.24143181561757,-489.6,5,19,4
95,-219.36837338640353,-495.8,5,20,4
100,-228.4953149571895,-501.5,5,21,4
1,-55.66275270974755,6.0,1,1,5
5,-59.341718530952136,452.2,1,2,5
10,-63.94042580745787,14415.2,1,3,5
15,-68.5391330839636,297685.0,1,4,5
20,-73.13784036046933,3998105.6,1,5,5
25,-77.73654763697506,49379445.0,1,6,5
30,-82.3352549134808,528823195.2,1,7,5
35,-86.93396218998653,5515802755.0,1,8,5
40,-91.53266946649227,57434957920.8,1,9,5
45,-96.131376742998,596281780355.0,1,10,5
50,-100.73008401950372,6183865265065.6,1,11,5
55,-105.32879129600944,64066393668755.0,1,12,5
60,-109.92749857251518,663115044444480.8,1,13,5
65,-114.52620584902091,6857560572678875.0,1,14,5
70,-119.12491312552665,7.08570441175471e+16,1,15,5
75,-123.72362040203238,7.416839623946769e+17,1,16,5
80,-128.3223276785381,7.768509892988517e+18,1,17,5
85,-132.92103495504384,8.139434637784333e+19,1,18,5
90,-137.51974223154957,8.531396747404031e+20,1,19,5
95,-142.11844950805528,8.945978040836632e+21,1,20,5
100,-146.717156784561,9.383993032766228e+22,1,21,5
1,-51.3312452407824,2.2,2,1,5
5,-61.18226399287514,9.6,2,2,5
10,-73.49603743299107,12.3,2,3,5
15,-85.809810873107,18.3,2,4,5
20,-98.12358431322293,23.0,2,5,5
25,-110.43735775333887,28.5,2,6,5
30,-122.7511311934548,31.4,2,7,5
35,-135.0649046335707,37.7,2,8,5
40,-147.37867807368664,40.5,2,9,5
45,-159.69245151380258,47.5,2,10,5
50,-172.00622495391852,52.3,2,11,5
55,-184.31999839403446,59.2,2,12,5
60,-196.63377183415037,63.8,2,13,5
65,-208.9475452742663,68.9,2,14,5
70,-221.26131871438224,73.8,2,15,5
75,-233.57509215449818,82.0,2,16,5
80,-245.8888655946141,86.7,2,17,5
85,-258.20263903473005,92.0,2,18,5
90,-270.516412474846,96.3,2,19,5
95,-282.83018591496193,105.3,2,20,5
100,-295.14395935507787,111.0,2,21,5
1,-71.18466976710181,-40.7,3,1,5
5,-80.1728371350318,-110.1,3,2,5
10,-91.4080463449443,-120.3,3,3,5
15,-102.64325555485678,-130.5,3,4,5
20,-113.87846476476928,-140.7,3,5,5
25,-125.11367397468176,-150.9,3,6,5
30,-136.34888318459423,-161.1,3,7,5
35,-147.58409239450674,-171.3,3,8,5
40,-158.8193016044192,-181.5,3,9,5
45,-170.0545108143317,-191.7,3,10,5
50,-181.2897200242442,-201.9,3,11,5
55,-192.52492923415667,-212.1,3,12,5
60,-203.76013844406916,-222.3,3,13,5
65,-214.99534765398167,-232.5,3,14,5
70,-226.23055686389415,-242.7,3,15,5
75,-237.46576607380663,-252.9,3,16,5
80,-248.70097528371912,-263.1,3,17,5
85,-259.93618449363163,-273.3,3,18,5
90,-271.1713937035441,-283.5,3,19,5
95,-282.4066029134566,-293.7,3,20,5
100,-293.6418121233691,-303.9,3,21,5
1,-48.41921871041826,-39.7,4,1,5
5,-56.32809349009283,-63.0,4,2,5
10,-66.21418696468606,-85.2,4,3,5
15,-76.10028043927929,-93.1,4,4,5
20,-85.98637391387251,-106.3,4,5,5
25,-95.87246738846572,-113.9,4,6,5
30,-105.75856086305895,-113.4,4,7,5
35,-115.64465433765217,-131.9,4,8,5
40,-125.5307478122454,-133.6,4,9,5
45,-135.4168412868386,-140.2,4,10,5
50,-145.30293476143183,-144.0,4,11,5
55,-155.18902823602505,-156.9,4,12,5
60,-165.07512171061828,-154.6,4,13,5
65,-174.9612151852115,-172.5,4,14,5
70,-184.84730865980472,-188.0,4,15,5
75,-194.73340213439795,-187.3,4,16,5
80,-204.61949560899117,-196.2,4,17,5
85,-214.5055890835844,-204.4,4,18,5
90,-224.3916825581776,-203.2,4,19,5
95,-234.27777603277082,-218.9,4,20,5
100,-244.16386950736404,-232.0,4,21,5
1,-23.14002685500243,-15.1,5,1,5
5,-31.286816659183362,-30.5,5,2,5
10,-41.47030391440953,-59.1,5,3,5
15,-51.653791169635696,-90.9,5,4,5
20,-61.837278424861864,-125.8,5,5,5
25,-72.02076568008803,-157.7,5,6,5
30,-82.2042529353142,-196.8,5,7,5
35,-92.38774019054037,-244.9,5,8,5
40,-102.57122744576654,-303.4,5,9,5
45,-112.75471470099271,-372.1,5,10,5
50,-122.93820195621888,-451.2,5,11,5
55,-133.12168921144504,-541.6,5,12,5
60,-143.3051764666712,-644.6,5,13,5
65,-153.48866372189738,-761.0,5,14,5
70,-163.67215097712355,-890.9,5,15,5
75,-173.85563823234972,-1034.5,5,16,5
80,-184.0391254875759,-1192.9,5,17,5
85,-194.22261274280206,-1366.0,5,18,5
90,-204.40609999802822,-1554.1,5,19,5
95,-214.5895872532544,-1757.1,5,20,5
100,-224.77307450848056,-1976.1,5,21,5
1,-31.215460229198914,2.0,1,1,6
5,-39.21972879743412,18.8,1,2,6
10,-49.225064507728135,16.6,1,3,6
15,-59.23040021802215,22.0,1,4,6
20,-69.23573592831616,24.6,1,5,6
25,-79.24107163861017,26.6,1,6,6
30,-89.24640734890419,24.4,1,7,6
35,-99.25174305919819,34.8,1,8,6
40,-109.25707876949221,46.0,1,9,6
45,-119.26241447978622,60.0,1,10,6
50,-129.26775019008025,77.8,1,11,6
55,-139.27308590037427,98.6,1,12,6
60,-149.27842161066826,123.2,1,13,6
65,-159.2837573209623,151.8,1,14,6
70,-169.2890930312563,184.2,1,15,6
75,-179.2944287415503,220.4,1,16,6
80,-189.29976445184434,260.4,1,17,6
85,-199.30510016213833,303.2,1,18,6
90,-209.31043587243232,349.8,1,19,6
95,-219.31577158272637,400.2,1,20,6
100,-229.32110729302036,454.4,1,21,6
1,-5.109623297621377,1.0,2,1,6
5,-11.912356896371026,5.5,2,2,6
10,-20.415773894808087,12.5,2,3,6
15,-28.919190893245148,22.5,2,4,6
20,-37.42260789168221,37.0,2,5,6
25,-45.92602489011927,56.3,2,6,6
30,-54.42944188855633,81.8,2,7,6
35,-62.932858886993394,114.5,2,8,6
40,-71.43627588543045,155.6,2,9,6
45,-79.93969288386751,206.1,2,10,6
50,-88.44310988230457,266.2,2,11,6
55,-96.94652688074163,336.7,2,12,6
60,-105.44994387917869,418.8,2,13,6
65,-113.95336087761575,513.3,2,14,6
70,-122.45677787605281,620.4,2,15,6
75,-130.96019487448987,740.9,2,16,6
80,-139.46361187292692,875.0,2,17,6
85,-147.96702887136402,1023.5,2,18,6
90,-156.47044586980107,1187.6,2,19,6
95,-164.97386286823811,1377.1,2,20,6
100,-173.47727986667516,1593.2,2,21,6
1,-46.32542230203668,8.0,3,1,6
5,-54.444391135870816,37.2,3,2,6
10,-64.59310217816349,120.0,3,3,6
15,-74.74181322045617,291.0,3,4,6
20,-84.89052426274884,576.0,3,5,6
25,-95.03923530504152,1025.0,3,6,6
30,-105.18794634733419,1716.0,3,7,6
35,-115.33665738962686,2601.0,3,8,6
40,-125.48536843191954,3702.0,3,9,6
45,-135.63407947421223,5017.0,3,10,6
50,-145.7827905165049,6560.0,3,11,6
55,-155.93150155879758,8361.0,3,12,6
60,-166.08021260109027,10400.0,3,13,6
65,-176.22892364338296,12781.0,3,14,6
70,-186.3776346856756,15416.0,3,15,6
75,-196.52634572796828,18305.0,3,16,6
80,-206.67505677026097,21456.0,3,17,6
85,-216.82376781255365,24875.0,3,18,6
90,-226.9724788548463,28564.0,3,19,6
95,-237.12118989713898,32525.0,3,20,6
100,-247.26990093943166,36756.0,3,21,6
1,-18.15652131434599,-14.3,4,1,6
5,-26.535583470439786,-55.9,4,2,6
10,-37.00941116555703,-84.9,4,3,6
15,-47.48323886067428,-104.1,4,4,6
20,-57.95706655579152,-116.6,4,5,6
25,-68.43089425090875,-131.2,4,6,6
30,-78.904721946026,-144.5,4,7,6
35,-89.37854964114324,-157.4,4,8,6
40,-99.85237733626049,-169.3,4,9,6
45,-110.32620503137774,-179.7,4,10,6
50,-120.80003272649498,-189.1,4,11,6
55,-131.27386042161223,-198.0,4,12,6
60,-141.74768811672945,-206.7,4,13,6
65,-152.22151581184673,-215.1,4,14,6
70,-162.69534350696395,-223.4,4,15,6
75,-173.16917120208117,-231.3,4,16,6
80,-183.64299889719845,-239.1,4,17,6
85,-194.11682659231568,-246.9,4,18,6
90,-204.59065428743295,-254.5,4,19,6
95,-215.06448198255018,-261.9,4,20,6
100,-225.5383096776674,-269.1,4,21,6
1,-100.79597207751472,-4.4,5,1,6
5,-110.1133405134979,-9.8,5,2,6
10,-121.76005105847689,-20.7,5,3,6
15,-133.40676160345583,-32.2,5,4,6
20,-145.05347214843482,-44.9,5,5,6
25,-156.7001826934138,-60.2,5,6,6
30,-168.3468932383928,-77.7,5,7,6
35,-179.99360378337175,-96.5,5,8,6
40,-191.64031432835074,-117.5,5,9,6
45,-203.2870248733297,-140.6,5,10,6
50,-214.9337354183087,-165.8,5,11,6
55,-226.58044596328767,-193.1,5,12,6
60,-238.22715650826666,-222.6,5,13,6
65,-249.87386705324565,-254.2,5,14,6
70,-261.5205775982246,-287.0,5,15,6
75,-273.16728814320356,-321.0,5,16,6
80,-284.81399868818255,-356.0,5,17,6
85,-296.46070923316154,-392.2,5,18,6
90,-308.1074197781405,-429.6,5,19,6
95,-319.7541303231195,-468.1,5,20,6
100,-331.40084086809844,-507.8,5,21,6
1,-75.99775150485411,1.0,1,1,7
5,-84.38114829663905,5.2,1,2,7
10,-94.86039428637022,10.1,1,3,7
15,-105.3396402761014,14.9,1,4,7
20,-115.81888626583259,20.0,1,5,7
25,-126.29813225556376,30.1,1,6,7
30,-136.77737824529495,40.0,1,7,7
