x,y,y_pred,machine,trial,subject
35,-152.66130824153538,-377.9,5,8,1
40,-160.43602182010844,-430.8,5,9,1
45,-168.21073539868152,-480.7,5,10,1
50,-175.98544897725455,-524.8,5,11,1
55,-183.76016255582763,-563.5,5,12,1
60,-191.5348761344007,-595.1,5,13,1
65,-199.30958971297375,-618.9,5,14,1
70,-207.08430329154683,-635.1,5,15,1
75,-214.8590168701199,-644.0,5,16,1
80,-222.63373044869294,-645.0,5,17,1
85,-230.40844402726603,-638.0,5,18,1
90,-238.18315760583906,-624.0,5,19,1
95,-245.95787118441214,-603.7,5,20,1
100,-253.73258476298517,-577.6,5,21,1
1,-99.30041168228622,2.0,1,1,2
5,-108.92782317634308,27.0,1,2,2
10,-120.96208754391415,14.0,1,3,2
15,-132.99635191148522,7.5,1,4,2
20,-145.0306162790563,114.0,1,5,2
25,-157.06488064662736,-90.0,1,6,2
30,-169.09914501419843,6.0,1,7,2
35,-181.1334093817695,90.0,1,8,2
40,-193.16767374934057,0.0,1,9,2
45,-205.20193811691163,-35.0,1,10,2
50,-217.2362024844827,0.0,1,11,2
55,-229.2704668520538,-15.0,1,12,2
60,-241.30473121962484,8.0,1,13,2
65,-253.33899558719594,-4.0,1,14,2
70,-265.373259954767,6.0,1,15,2
75,-277.4075243223381,-10.5,1,16,2
80,-289.4417886899091,4.0,1,17,2
85,-301.4760530574802,5.5,1,18,2
90,-313.51031742505126,-24.0,1,19,2
95,-325.54458179262235,34.0,1,20,2
100,-337.5788461601934,0.0,1,21,2
1,-99.99504544507695,-5.9,2,1,2
5,-109.75576474974277,-26.4,2,2,2
10,-121.95666388057504,-50.4,2,3,2
15,-134.1575630114073,-70.6,2,4,2
20,-146.35846214223957,-86.6,2,5,2
25,-158.55936127307186,-98.0,2,6,2
30,-170.7602604039041,-105.0,2,7,2
35,-182.96115953473637,-107.8,2,8,2
40,-195.16205866556865,-106.1,2,9,2
45,-207.36295779640093,-99.7,2,10,2
50,-219.56385692723322,-89.7,2,11,2
55,-231.76475605806547,-75.8,2,12,2
60,-243.96565518889773,-58.1,2,13,2
65,-256.16655431973,-36.9,2,14,2
70,-268.3674534505622,-12.2,2,15,2
75,-280.56835258139455,14.9,2,16,2
80,-292.7692517122268,42.3,2,17,2
85,-304.97015084305906,68.3,2,18,2
90,-317.17104997389134,92.0,2,19,2
95,-329.37194910472357,111.3,2,20,2
100,-341.5728482355559,125.8,2,21,2
1,-100.1938494064983,-14.9,3,1,2
5,-111.31410163271718,-27.0,3,2,2
10,-125.21441691549077,-55.3,3,3,2
15,-139.1147321982644,-95.7,3,4,2
20,-153.01504748103798,-140.3,3,5,2
25,-166.91536276381157,-181.5,3,6,2
30,-180.81567804658516,-203.3,3,7,2
35,-194.71599332935878,-237.2,3,8,2
40,-208.6163086121324,-255.3,3,9,2
45,-222.516623894906,-294.5,3,10,2
50,-236.41693917767958,-326.2,3,11,2
55,-250.31725446045317,-362.5,3,12,2
60,-264.21756974322676,-392.5,3,13,2
65,-278.1178850260004,-419.5,3,14,2
70,-292.018200308774,-445.3,3,15,2
75,-305.9185155915476,-470.5,3,16,2
80,-319.8188308743212,-495.7,3,17,2
85,-333.71914615709477,-535.7,3,18,2
90,-347.6194614398684,-563.0,3,19,2
95,-361.519776722642,-617.5,3,20,2
100,-375.4200920054156,-664.2,3,21,2
1,-101.69275470740118,-66.7,4,1,2
5,-109.97386677105887,-86.7,4,2,2
10,-120.32525685063096,-122.0,4,3,2
15,-130.67664693020305,-146.1,4,4,2
20,-141.02803700977518,-165.1,4,5,2
25,-151.37942708934725,-180.0,4,6,2
30,-161.73081716891937,-191.2,4,7,2
35,-172.08220724849147,-199.3,4,8,2
40,-182.43359732806357,-205.0,4,9,2
45,-192.7849874076357,-208.7,4,10,2
50,-203.13637748720777,-211.6,4,11,2
55,-213.4877675667799,-213.9,4,12,2
60,-223.839157646352,-215.8,4,13,2
65,-234.1905477259241,-217.5,4,14,2
70,-244.54193780549622,-219.1,4,15,2
75,-254.8933278850683,-220.5,4,16,2
80,-265.2447179646404,-221.9,4,17,2
85,-275.59610804421254,-223.4,4,18,2
90,-285.9474981237846,-225.0,4,19,2
95,-296.29888820335674,-226.8,4,20,2
100,-306.6502782829288,-228.9,4,21,2
1,-100.71413315260072,-5.5,5,1,2
5,-105.29143532225832,-24.7,5,2,2
10,-111.01306303433034,-62.1,5,3,2
15,-116.73469074640235,-109.3,5,4,2
20,-122.45631845847437,-166.7,5,5,2
25,-128.17794617054636,-233.2,5,6,2
30,-133.89957388261837,-307.5,5,7,2
35,-139.62120159469038,-387.8,5,8,2
40,-145.3428293067624,-473.6,5,9,2
45,-151.06445701883442,-563.9,5,10,2
50,-156.78608473090642,-658.0,5,11,2
55,-162.50771244297846,-754.3,5,12,2
60,-168.22934015505047,-850.9,5,13,2
65,-173.95096786712247,-946.9,5,14,2
70,-179.67259557919448,-1041.5,5,15,2
75,-185.39422329126648,-1134.9,5,16,2
80,-191.1158510033385,-1227.3,5,17,2
85,-196.8374787154105,-1318.8,5,18,2
90,-202.55910642748253,-1409.7,5,19,2
95,-208.28073413955454,-1499.8,5,20,2
100,-214.00236185162657,-1589.1,5,21,2
1,-103.38750877568538,2.0,1,1,3
5,-114.2566743012121,7.0,1,2,3
10,-127.84313120812052,50.0,1,3,3
15,-141.4295881150289,113.0,1,4,3
20,-155.01604502193734,328.0,1,5,3
25,-168.60250192884575,863.0,1,6,3
30,-182.18895883575416,1746.0,1,7,3
35,-195.7754157426626,3155.0,1,8,3
40,-209.36187264957098,5924.0,1,9,3
45,-222.94832955647942,11325.0,1,10,3
50,-236.53478646338783,28222.0,1,11,3
55,-250.12124337029624,89957.0,1,12,3
60,-263.7077002772047,279014.0,1,13,3
65,-277.2941571841131,1010694.0,1,14,3
70,-290.8806140910215,3606956.0,1,15,3
75,-304.4670709979299,14266914.0,1,16,3
80,-318.05352790483835,57823013.0,1,17,3
85,-331.6399848117468,260545584.0,1,18,3
90,-345.22644171865517,1163394035.0,1,19,3
95,-358.81289862556355,5415953394.0,1,20,3
100,-372.399355532472,25747557606.0,1,21,3
1,-101.95958353986886,-1.8,2,1,3
5,-108.98140485702352,-4.1,2,2,3
10,-117.75868150346685,-7.0,2,3,3
15,-126.53595814991019,-11.3,2,4,3
20,-135.3132347963535,-15.4,2,5,3
25,-144.09051144279684,-19.5,2,6,3
30,-152.86778808924015,-23.8,2,7,3
35,-161.6450647356835,-28.0,2,8,3
40,-170.42234138212683,-32.1,2,9,3
45,-179.19961802857014,-36.6,2,10,3
50,-187.97689467501348,-41.1,2,11,3
55,-196.7541713214568,-45.3,2,12,3
60,-205.53144796790014,-49.9,2,13,3
65,-214.30872461434348,-54.6,2,14,3
70,-223.0860012607868,-59.0,2,15,3
75,-231.86327790723013,-72.1,2,16,3
80,-240.64055455367344,-85.9,2,17,3
85,-249.41783120011678,-99.4,2,18,3
90,-258.19510784656006,-113.9,2,19,3
95,-266.97238449300346,-128.6,2,20,3
100,-275.74966113944674,-142.4,2,21,3
1,-101.4635395440034,-17.4,3,1,3
5,-106.33206180050388,-37.3,3,2,3
10,-112.41771462112949,-81.0,3,3,3
15,-118.5033674417551,-116.9,3,4,3
20,-124.5890202623807,-135.9,3,5,3
25,-130.6746730830063,-174.0,3,6,3
30,-136.7603259036319,-192.6,3,7,3
35,-142.84597872425752,-201.0,3,8,3
40,-148.93163154488312,-235.9,3,9,3
45,-155.01728436550871,-236.3,3,10,3
50,-161.10293718613434,-213.0,3,11,3
55,-167.18859000675994,-210.4,3,12,3
60,-173.27424282738554,-197.9,3,13,3
65,-179.35989564801113,-223.1,3,14,3
70,-185.44554846863673,-206.8,3,15,3
75,-191.53120128926236,-218.3,3,16,3
80,-197.61685410988795,-206.1,3,17,3
85,-203.70250693051355,-213.7,3,18,3
90,-209.78815975113918,-206.5,3,19,3
95,-215.87381257176477,-250.6,3,20,3
100,-221.95946539239037,-236.3,3,21,3
1,-104.62686804968943,-11.3,4,1,3
5,-112.17344026810046,-31.4,4,2,3
10,-121.60665554111424,-57.7,4,3,3
15,-131.03987081412802,-88.2,4,4,3
20,-140.4730860871418,-122.0,4,5,3
25,-149.90630136015557,-159.0,4,6,3
30,-159.33951663316935,-199.3,4,7,3
35,-168.77273190618314,-242.8,4,8,3
40,-178.20594717919693,-289.5,4,9,3
45,-187.6391624522107,-339.4,4,10,3
50,-197.0723777252245,-392.4,4,11,3
55,-206.50559299823828,-448.6,4,12,3
60,-215.93880827125204,-507.8,4,13,3
65,-225.37202354426583,-570.1,4,14,3
70,-234.8052388172796,-635.4,4,15,3
75,-244.23845409029337,-703.8,4,16,3
80,-253.67166936330716,-775.1,4,17,3
85,-263.10488463632095,-849.4,4,18,3
90,-272.53809990933473,-926.7,4,19,3
95,-281.9713151823485,-1006.9,4,20,3
100,-291.4045304553623,-1089.9,4,21,3
1,-103.60089309920455,-123.6,5,1,3
5,-107.96492654471754,-137.3,5,2,3
10,-113.41996835160877,-138.6,5,3,3
15,-118.8750101585,-150.0,5,4,3
20,-124.33005196539125,-155.5,5,5,3
25,-129.78509377228247,-167.9,5,6,3
30,-135.2401355791737,-172.4,5,7,3
35,-140.69517738606493,-178.9,5,8,3
40,-146.15021919295617,-169.6,5,9,3
45,-151.6052609998474,-174.0,5,10,3
50,-157.06030280673863,-180.9,5,11,3
55,-162.51534461362988,-182.9,5,12,3
60,-167.9703864205211,-188.8,5,13,3
65,-173.4254282274123,-185.7,5,14,3
70,-178.88047003430356,-188.2,5,15,3
75,-184.3355118411948,-196.6,5,16,3
80,-189.79055364808605,-196.8,5,17,3
85,-195.24559545497726,-201.0,5,18,3
90,-200.70063726186848,-202.3,5,19,3
95,-206.15567906875972,-209.6,5,20,3
100,-211.61072087565097,-212.0,5,21,3
1,-99.8050952694712,0.8,1,1,4
5,-109.42702543409251,9.1,1,2,4
10,-121.45443813986917,20.0,1,3,4
15,-133.48185084564582,31.6,1,4,4
20,-145.50926355142246,43.8,1,5,4
25,-157.5366762571991,56.8,1,6,4
30,-169.56408896297577,70.5,1,7,4
35,-181.5915016687524,85.0,1,8,4
40,-193.61891437452906,100.3,1,9,4
45,-205.6463270803057,215.0,1,10,4
50,-217.67373978608234,130.8,1,11,4
55,-229.701152491859,148.1,1,12,4
60,-241.72856519763562,166.0,1,13,4
65,-253.7559779034123,184.6,1,14,4
70,-265.78339060918887,203.9,1,15,4
75,-277.81080331496554,224.0,1,16,4
80,-289.8382160207422,244.9,1,17,4
85,-301.8656287265188,266.6,1,18,4
90,-313.8930414322955,289.0,1,19,4
95,-325.9204541380721,312.1,1,20,4
100,-337.9478668438488,336.0,1,21,4
1,-104.23843898386286,11.0,2,1,4
5,-116.325111314316,30.1,2,2,4
10,-131.43345172738242,53.2,2,3,4
15,-146.54179214044885,82.7,2,4,4
20,-161.65013255351528,116.5,2,5,4
25,-176.7584729665817,153.2,2,6,4
30,-191.86681337964814,190.6,2,7,4
35,-206.97515379271454,228.4,2,8,4
40,-222.083494205781,266.1,2,9,4
45,-237.1918346188474,303.2,2,10,4
50,-252.30017503191385,338.7,2,11,4
55,-267.40851544498025,368.2,2,12,4
60,-282.51685585804665,392.1,2,13,4
65,-297.6251962711131,410.6,2,14,4
70,-312.7335366841795,423.6,2,15,4
75,-327.84187709724597,431.2,2,16,4
80,-342.95021751031237,433.9,2,17,4
85,-358.05855792337877,432.2,2,18,4
90,-373.16689833644523,426.4,2,19,4
95,-388.27523874951163,416.9,2,20,4
100,-403.3835791625781,404.2,2,21,4
1,-102.1729839579914,-41.0,3,1,4
5,-110.32241803695501,-81.0,3,2,4
10,-120.50921063565951,-131.0,3,3,4
15,-130.696003234364,-181.0,3,4,4
20,-140.8827958330685,-231.0,3,5,4
25,-151.069588431773,-281.0,3,6,4
30,-161.25638103047754,-331.0,3,7,4
35,-171.44317362918204,-381.0,3,8,4
40,-181.62996622788654,-431.0,3,9,4
45,-191.81675882659107,-481.0,3,10,4
50,-202.00355142529557,-531.0,3,11,4
55,-212.19034402400007,-581.0,3,12,4
60,-222.3771366227046,-631.0,3,13,4
65,-232.5639292214091,-681.0,3,14,4
70,-242.7507218201136,-731.0,3,15,4
75,-252.9375144188181,-781.0,3,16,4
80,-263.1243070175226,-831.0,3,17,4
85,-273.3110996162271,-881.0,3,18,4
90,-283.49789221493165,-931.0,3,19,4
95,-293.6846848136362,-981.0,3,20,4
100,-303.87147741234065,-1031.0,3,21,4
1,-106.33025927254445,-107.7,4,1,4
5,-118.16487820579512,-110.8,4,2,4
10,-132.95815187235846,-120.8,4,3,4
15,-147.75142553892178,-132.8,4,4,4
20,-162.54469920548513,-143.8,4,5,4
25,-177.33797287204848,-155.0,4,6,4
30,-192.1312465386118,-164.3,4,7,4
35,-206.92452020517518,-175.8,4,8,4
40,-221.7177938717385,-185.7,4,9,4
45,-236.51106753830183,-198.8,4,10,4
50,-251.3043412048652,-209.5,4,11,4
55,-266.09761487142856,-220.5,4,12,4
60,-280.8908885379919,-232.8,4,13,4
65,-295.68416220455526,-246.5,4,14,4
70,-310.4774358711186,-259.7,4,15,4
75,-325.2707095376819,-271.8,4,16,4
80,-340.0639832042453,-286.4,4,17,4
85,-354.8572568708086,-299.8,4,18,4
90,-369.65053053737194,-311.9,4,19,4
95,-384.4438042039353,-327.7,4,20,4
100,-399.23707787049864,-342.9,4,21,4
1,-102.06203759569631,-111.0,5,1,4
5,-114.06115494233698,-119.2,5,2,4
10,-129.0600516256378,-133.8,5,3,4
15,-144.05894830893865,-144.6,5,4,4
20,-159.0578449922395,-161.2,5,5,4
25,-174.05674167554034,-153.5,5,6,4
30,-189.05563835884118,-164.2,5,7,4
35,-204.05453504214202,-160.8,5,8,4
40,-219.05343172544286,-178.4,5,9,4
45,-234.0523284087437,-189.5,5,10,4
50,-249.05122509204452,-196.2,5,11,4
55,-264.0501217753454,-160.1,5,12,4
60,-279.04901845864623,-163.1,5,13,4
65,-294.0479151419471,-172.0,5,14,4
70,-309.0468118252479,-185.9,5,15,4
75,-324.0457085085488,-192.4,5,16,4
80,-339.0446051918496,-192.6,5,17,4
85,-354.04350187515047,-174.9,5,18,4
90,-369.0423985584513,-170.8,5,19,4
95,-384.04129524175215,-171.4,5,20,4
100,-399.04019192505297,-161.1,5,21,4
1,-100.2672192290339,3.0,1,1,5
5,-101.73606663949947,5.5,1,2,5
10,-103.57212590258145,4.2,1,3,5
15,-105.40818516566341,3.0,1,4,5
20,-107.24424442874539,-1.4,1,5,5
25,-109.08030369182735,-0.6,1,6,5
30,-110.91636295490933,1.0,1,7,5
35,-112.7524222179913,2.5,1,8,5
40,-114.58848148107327,2.2,1,9,5
45,-116.42454074415524,-1.4,1,10,5
50,-118.26060000723722,-1.7,1,11,5
55,-120.09665927031918,-0.5,1,12,5
60,-121.93271853340114,1.7,1,13,5
65,-123.76877779648312,4.4,1,14,5
70,-125.6048370595651,4.9,1,15,5
75,-127.44089632264706,4.1,1,16,5
80,-129.27695558572904,1.2,1,17,5
85,-131.11301484881102,-1.1,1,18,5
90,-132.949074111893,-0.4,1,19,5
95,-134.78513337497495,1.3,1,20,5
100,-136.62119263805693,4.1,1,21,5
1,-98.74505432629199,2.0,2,1,5
5,-103.02217417700105,4.0,2,2,5
10,-108.36857399038736,8.0,2,3,5
15,-113.71497380377367,12.0,2,4,5
20,-119.06137361716,16.0,2,5,5
25,-124.40777343054633,20.0,2,6,5
30,-129.75417324393266,24.0,2,7,5
35,-135.10057305731897,28.0,2,8,5
40,-140.44697287070528,32.0,2,9,5
45,-145.79337268409162,36.0,2,10,5
50,-151.13977249747794,40.0,2,11,5
55,-156.48617231086425,44.0,2,12,5
60,-161.8325721242506,48.0,2,13,5
65,-167.1789719376369,52.0,2,14,5
70,-172.52537175102321,56.0,2,15,5
75,-177.87177156440953,60.0,2,16,5
80,-183.21817137779584,64.0,2,17,5
85,-188.56457119118215,68.0,2,18,5
90,-193.9109710045685,72.0,2,19,5
95,-199.25737081795484,76.0,2,20,5
100,-204.60377063134115,80.0,2,21,5
1,-102.24864340320894,-6.0,3,1,5
5,-115.4649180232556,-14.2,3,2,5
10,-131.98526129831393,-26.2,3,3,5
15,-148.50560457337227,-40.7,3,4,5
20,-165.02594784843058,-57.5,3,5,5
25,-181.5462911234889,-76.6,3,6,5
30,-198.06663439854725,-97.6,3,7,5
35,-214.5869776736056,-120.6,3,8,5
40,-231.1073209486639,-145.0,3,9,5
45,-247.62766422372223,-171.3,3,10,5
50,-264.14800749878054,-199.2,3,11,5
55,-280.6683507738389,-228.6,3,12,5
60,-297.1886940488972,-259.1,3,13,5
65,-313.7090373239555,-290.5,3,14,5
70,-330.2293805990139,-322.5,3,15,5
75,-346.7497238740722,-355.0,3,16,5
80,-363.2700671491305,-387.6,3,17,5
85,-379.79041042418885,-419.9,3,18,5
90,-396.3107536992472,-450.9,3,19,5
95,-412.83109697430547,-480.5,3,20,5
100,-429.3514402493638,-508.5,3,21,5
1,-102.4292121944414,-146.6,4,1,5
5,-109.79869251612844,-148.1,4,2,5
10,-119.01054291823723,-140.8,4,3,5
15,-128.22239332034601,-139.0,4,4,5
20,-137.4342437224548,-138.9,4,5,5
25,-146.6460941245636,-134.2,4,6,5
30,-155.85794452667238,-124.9,4,7,5
35,-165.0697949287812,-116.4,4,8,5
40,-174.28164533088997,-106.3,4,9,5
45,-183.49349573299875,-103.8,4,10,5
50,-192.70534613510756,-99.2,4,11,5
55,-201.91719653721634,-93.8,4,12,5
60,-211.12904693932515,-88.0,4,13,5
65,-220.34089734143393,-75.6,4,14,5
70,-229.5527477435427,-51.0,4,15,5
75,-238.76459814565152,-13.4,4,16,5
80,-247.9764485477603,-27.5,4,17,5
85,-257.1882989498691,112.0,4,18,5
90,-266.40014935197786,100.5,4,19,5
95,-275.61199975408664,93.2,4,20,5
100,-284.8238501561954,79.0,4,21,5
1,-104.15580465265226,-7.8,5,1,5
5,-116.30004460598231,-18.6,5,2,5
10,-131.48034454764485,-35.5,5,3,5
15,-146.6606444893074,-49.6,5,4,5
20,-161.84094443096996,-64.0,5,5,5
25,-177.02124437263254,-79.1,5,6,5
30,-192.2015443142951,-94.6,5,7,5
35,-207.38184425595765,-110.0,5,8,5
40,-222.5621441976202,-125.1,5,9,5
45,-237.74244413928275,-140.2,5,10,5
50,-252.9227440809453,-155.0,5,11,5
55,-268.1030440226079,-169.3,5,12,5
60,-283.28334396427044,-182.8,5,13,5
65,-298.463643905933,-195.0,5,14,5
70,-313.64394384759555,-206.0,5,15,5
75,-328.8242437892581,-215.6,5,16,5
80,-344.00454373092066,-223.9,5,17,5
85,-359.1848436725832,-231.1,5,18,5
90,-374.3651436142458,-237.0,5,19,5
95,-389.5454435559083,-241.7,5,20,5
100,-404.72574349757093,-245.4,5,21,5
