x,y,y_pred,machine,trial,subject
85,-860.0028251877901,1769.3,5,18,1
90,-910.1524674614159,1923.4,5,19,1
95,-960.3021097350417,2083.9,5,20,1
100,-1010.4517520086674,2250.1,5,21,1
1,-6.952368402278952,1.0,1,1,2
5,-45.54399762688818,4.4,1,2,2
10,-93.78353415764973,9.1,1,3,2
15,-142.02307068841128,14.2,1,4,2
20,-190.26260721917282,19.7,1,5,2
25,-238.5021437499344,25.6,1,6,2
30,-286.7416802806959,31.9,1,7,2
35,-334.98121681145744,38.6,1,8,2
40,-383.220753342219,45.7,1,9,2
45,-431.4602898729806,53.2,1,10,2
50,-479.6998264037421,61.1,1,11,2
55,-527.9393629345036,69.4,1,12,2
60,-576.1788994652651,78.1,1,13,2
65,-624.4184359960267,87.2,1,14,2
70,-672.6579725267882,96.7,1,15,2
75,-720.8975090575498,106.6,1,16,2
80,-769.1370455883113,116.7,1,17,2
85,-817.3765821190729,127.3,1,18,2
90,-865.6161186498344,138.1,1,19,2
95,-913.8556551805959,149.2,1,20,2
100,-962.0951917113575,160.7,1,21,2
1,-8.560975916059103,-9.3,2,1,2
5,-50.876724561439566,-43.6,2,2,2
10,-103.77141036816515,-81.8,2,3,2
15,-156.6660961748907,-106.9,2,4,2
20,-209.5607819816163,-123.2,2,5,2
25,-262.4554677883419,-135.1,2,6,2
30,-315.3501535950674,-142.7,2,7,2
35,-368.244839401793,-147.3,2,8,2
40,-421.1395252085186,-148.9,2,9,2
45,-474.0342110152441,-148.6,2,10,2
50,-526.9288968219697,-146.5,2,11,2
55,-579.8235826286952,-143.0,2,12,2
60,-632.7182684354208,-138.2,2,13,2
65,-685.6129542421464,-132.3,2,14,2
70,-738.507640048872,-125.5,2,15,2
75,-791.4023258555975,-118.0,2,16,2
80,-844.2970116623231,-109.8,2,17,2
85,-897.1916974690487,-101.0,2,18,2
90,-950.0863832757742,-91.8,2,19,2
95,-1002.9810690824999,-82.4,2,20,2
100,-1055.8757548892256,-72.9,2,21,2
1,-1.3877798935365941,-15.1,3,1,2
5,-45.08295070599696,-51.7,3,2,2
10,-99.70191422157241,-103.9,3,3,2
15,-154.32087773714787,-156.9,3,4,2
20,-208.9398412527233,-210.8,3,5,2
25,-263.5588047682988,-263.7,3,6,2
30,-318.17776828387423,-316.5,3,7,2
35,-372.7967317994497,-369.3,3,8,2
40,-427.4156953150251,-422.1,3,9,2
45,-482.03465883060056,-474.9,3,10,2
50,-536.6536223461761,-527.7,3,11,2
55,-591.2725858617515,-580.5,3,12,2
60,-645.891549377327,-633.2,3,13,2
65,-700.5105128929024,-685.9,3,14,2
70,-755.1294764084779,-738.6,3,15,2
75,-809.7484399240533,-791.3,3,16,2
80,-864.3674034396288,-844.0,3,17,2
85,-918.9863669552043,-896.6,3,18,2
90,-973.6053304707797,-949.3,3,19,2
95,-1028.224293986355,-1001.9,3,20,2
100,-1082.8432575019306,-1054.5,3,21,2
1,-13.523819335739292,-10.5,4,1,2
5,-54.3342767362958,-55.9,4,2,2
10,-105.34734848699144,-106.9,4,3,2
15,-156.3604202376871,-161.9,4,4,2
20,-207.37349198838274,-217.4,4,5,2
25,-258.3865637390783,-272.4,4,6,2
30,-309.39963548977397,-327.9,4,7,2
35,-360.4127072404696,-383.4,4,8,2
40,-411.42577899116526,-439.0,4,9,2
45,-462.4388507418609,-494.5,4,10,2
50,-513.4519224925565,-550.0,4,11,2
55,-564.4649942432521,-605.6,4,12,2
60,-615.4780659939478,-661.1,4,13,2
65,-666.4911377446434,-716.6,4,14,2
70,-717.5042094953391,-772.1,4,15,2
75,-768.5172812460347,-827.7,4,16,2
80,-819.5303529967304,-883.2,4,17,2
85,-870.543424747426,-938.7,4,18,2
90,-921.5564964981216,-994.2,4,19,2
95,-972.5695682488173,-1049.8,4,20,2
100,-1023.5826399995128,-1105.3,4,21,2
1,-16.022369220068057,-16.0,5,1,2
5,-52.515947357762876,-50.9,5,2,2
10,-98.1329200298814,-169.2,5,3,2
15,-143.74989270199993,-64.5,5,4,2
20,-189.36686537411845,-344.9,5,5,2
25,-234.98383804623697,-562.4,5,6,2
30,-280.6008107183555,-843.9,5,7,2
35,-326.21778339047404,-1162.7,5,8,2
40,-371.83475606259253,-1484.3,5,9,2
45,-417.4517287347111,-1795.2,5,10,2
50,-463.0687014068296,-2098.4,5,11,2
55,-508.6856740789481,-2396.2,5,12,2
60,-554.3026467510665,-2690.5,5,13,2
65,-599.919619423185,-2979.9,5,14,2
70,-645.5365920953036,-3266.6,5,15,2
75,-691.153564767422,-3551.5,5,16,2
80,-736.7705374395406,-3835.1,5,17,2
85,-782.3875101116591,-4118.8,5,18,2
90,-828.0044827837777,-4404.7,5,19,2
95,-873.6214554558962,-4704.9,5,20,2
100,-919.2384281280147,-5011.3,5,21,2
1,-3.5592887542854115,-1.0,1,1,3
5,-42.749057308795656,-5.0,1,2,3
10,-91.73626800193347,-10.0,1,3,3
15,-140.72347869507126,-15.0,1,4,3
20,-189.71068938820906,-20.0,1,5,3
25,-238.6979000813469,-25.0,1,6,3
30,-287.68511077448466,-30.0,1,7,3
35,-336.67232146762245,-35.0,1,8,3
40,-385.65953216076025,-40.0,1,9,3
45,-434.64674285389805,-45.0,1,10,3
50,-483.6339535470359,-50.0,1,11,3
55,-532.6211642401737,-55.0,1,12,3
60,-581.6083749333116,-60.0,1,13,3
65,-630.5955856264494,-65.0,1,14,3
70,-679.5827963195871,-70.0,1,15,3
75,-728.570007012725,-75.0,1,16,3
80,-777.5572177058627,-80.0,1,17,3
85,-826.5444283990006,-85.0,1,18,3
90,-875.5316390921383,-90.0,1,19,3
95,-924.5188497852762,-95.0,1,20,3
100,-973.506060478414,-100.0,1,21,3
1,-12.66999404959315,1.99,2,1,3
5,-52.31329978919074,9.95,2,2,3
10,-101.86743196368774,19.9,2,3,3
15,-151.42156413818472,29.85,2,4,3
20,-200.97569631268172,39.8,2,5,3
25,-250.52982848717872,49.75,2,6,3
30,-300.0839606616757,59.7,2,7,3
35,-349.6380928361727,69.65,2,8,3
40,-399.1922250106697,79.6,2,9,3
45,-448.7463571851667,89.55,2,10,3
50,-498.3004893596637,99.5,2,11,3
55,-547.8546215341606,109.45,2,12,3
60,-597.4087537086576,119.4,2,13,3
65,-646.9628858831546,129.35,2,14,3
70,-696.5170180576516,139.3,2,15,3
75,-746.0711502321486,149.25,2,16,3
80,-795.6252824066456,159.2,2,17,3
85,-845.1794145811426,169.15,2,18,3
90,-894.7335467556396,179.1,2,19,3
95,-944.2876789301366,189.05,2,20,3
100,-993.8418111046336,199.0,2,21,3
1,-19.283028413739835,21.6,3,1,3
5,-58.05135238388654,79.6,3,2,3
10,-106.51175734656992,159.2,3,3,3
15,-154.97216230925332,238.8,3,4,3
20,-203.4325672719367,318.4,3,5,3
25,-251.89297223462012,398.0,3,6,3
30,-300.3533771973035,477.7,3,7,3
35,-348.8137821599869,557.7,3,8,3
40,-397.27418712267024,637.7,3,9,3
45,-445.73459208535365,717.7,3,10,3
50,-494.19499704803707,797.7,3,11,3
55,-542.6554020107204,877.7,3,12,3
60,-591.1158069734038,958.1,3,13,3
65,-639.5762119360872,1038.9,3,14,3
70,-688.0366168987706,1119.7,3,15,3
75,-736.497021861454,1200.5,3,16,3
80,-784.9574268241373,1281.3,3,17,3
85,-833.4178317868208,1362.2,3,18,3
90,-881.8782367495041,1443.0,3,19,3
95,-930.3386417121875,1523.8,3,20,3
100,-978.799046674871,1604.6,3,21,3
1,-19.9601408892933,1.0,4,1,3
5,-59.77562718917822,5.0,4,2,3
10,-109.54498506403438,10.0,4,3,3
15,-159.31434293889055,15.0,4,4,3
20,-209.0837008137467,20.0,4,5,3
25,-258.85305868860286,25.0,4,6,3
30,-308.622416563459,30.0,4,7,3
35,-358.39177443831517,35.0,4,8,3
40,-408.1611323131713,40.0,4,9,3
45,-457.9304901880275,45.0,4,10,3
50,-507.69984806288363,50.0,4,11,3
55,-557.4692059377397,55.0,4,12,3
60,-607.2385638125959,60.0,4,13,3
65,-657.007921687452,65.0,4,14,3
70,-706.7772795623082,70.0,4,15,3
75,-756.5466374371643,75.0,4,16,3
80,-806.3159953120205,80.0,4,17,3
85,-856.0853531868767,85.0,4,18,3
90,-905.8547110617328,90.0,4,19,3
95,-955.624068936589,95.0,4,20,3
100,-1005.3934268114451,100.0,4,21,3
1,-13.800657601857003,-11.3,5,1,3
5,-51.66935351972014,-55.8,5,2,3
10,-99.00522341704908,-116.1,5,3,3
15,-146.34109331437799,-174.6,5,4,3
20,-193.67696321170692,-233.3,5,5,3
25,-241.01283310903585,-292.9,5,6,3
30,-288.34870300636476,-352.9,5,7,3
35,-335.6845729036937,-414.0,5,8,3
40,-383.0204428010226,-476.3,5,9,3
45,-430.3563126983516,-539.9,5,10,3
50,-477.6921825956805,-605.0,5,11,3
55,-525.0280524930095,-671.4,5,12,3
60,-572.3639223903383,-739.4,5,13,3
65,-619.6997922876673,-809.0,5,14,3
70,-667.0356621849962,-880.3,5,15,3
75,-714.3715320823252,-953.4,5,16,3
80,-761.707401979654,-1028.4,5,17,3
85,-809.043271876983,-1105.3,5,18,3
90,-856.379141774312,-1184.1,5,19,3
95,-903.7150116716408,-1264.8,5,20,3
100,-951.0508815689698,-1347.6,5,21,3
1,-17.45520420630813,2.0,1,1,4
5,-58.93222337877387,6.1,1,2,4
10,-110.77849734435604,12.0,1,3,4
15,-162.6247713099382,18.2,1,4,4
20,-214.47104527552037,24.5,1,5,4
25,-266.31731924110255,30.0,1,6,4
30,-318.16359320668477,36.0,1,7,4
35,-370.0098671722669,42.4,1,8,4
40,-421.8561411378491,48.0,1,9,4
45,-473.7024151034313,54.6,1,10,4
50,-525.5486890690133,60.5,1,11,4
55,-577.3949630345955,66.5,1,12,4
60,-629.2412370001778,72.6,1,13,4
65,-681.0875109657599,78.6,1,14,4
70,-732.9337849313421,84.8,1,15,4
75,-784.7800588969243,90.7,1,16,4
80,-836.6263328625064,96.8,1,17,4
85,-888.4726068280886,103.0,1,18,4
90,-940.3188807936708,108.8,1,19,4
95,-992.1651547592529,114.8,1,20,4
100,-1044.011428724835,120.0,1,21,4
1,-16.680119995988825,30.0,2,1,4
5,-54.92793899807247,50.0,2,2,4
10,-102.73771275067705,60.0,2,3,4
15,-150.5474865032816,80.0,2,4,4
20,-198.35726025588616,100.0,2,5,4
25,-246.16703400849073,75.0,2,6,4
30,-293.9768077610953,50.0,2,7,4
35,-341.7865815136999,25.0,2,8,4
40,-389.59635526630444,0.0,2,9,4
45,-437.40612901890904,-25.0,2,10,4
50,-485.2159027715136,-50.0,2,11,4
55,-533.025676524118,-75.0,2,12,4
60,-580.8354502767226,-100.0,2,13,4
65,-628.6452240293272,-115.0,2,14,4
70,-676.4549977819318,-95.0,2,15,4
75,-724.2647715345363,-45.0,2,16,4
80,-772.0745452871408,5.0,2,17,4
85,-819.8843190397454,55.0,2,18,4
90,-867.69409279235,105.0,2,19,4
95,-915.5038665449546,125.0,2,20,4
100,-963.3136402975591,100.0,2,21,4
1,-6.267008534019293,-23.0,3,1,4
5,-48.303795714381394,-101.0,3,2,4
10,-100.84977968983402,-206.0,3,3,4
15,-153.39576366528667,-311.0,3,4,4
20,-205.9417476407393,-416.0,3,5,4
25,-258.4877316161919,-521.0,3,6,4
30,-311.0337155916445,-626.0,3,7,4
35,-363.5796995670972,-731.0,3,8,4
40,-416.1256835425498,-836.0,3,9,4
45,-468.67166751800244,-941.0,3,10,4
50,-521.2176514934552,-1046.0,3,11,4
55,-573.7636354689078,-1151.0,3,12,4
60,-626.3096194443604,-1256.0,3,13,4
65,-678.855603419813,-1361.0,3,14,4
70,-731.4015873952657,-1466.0,3,15,4
75,-783.9475713707183,-1571.0,3,16,4
80,-836.4935553461709,-1676.0,3,17,4
85,-889.0395393216236,-1781.0,3,18,4
90,-941.5855232970762,-1886.0,3,19,4
95,-994.1315072725288,-1991.0,3,20,4
100,-1046.6774912479814,-2096.0,3,21,4
1,-1.4673548821236382,-70.9,4,1,4
5,-42.712413243288175,-35.9,4,2,4
10,-94.26873619474385,-142.3,4,3,4
15,-145.82505914619952,-212.8,4,4,4
20,-197.38138209765518,-284.6,4,5,4
25,-248.93770504911086,-357.5,4,6,4
30,-300.4940280005665,-432.8,4,7,4
35,-352.0503509520222,-511.9,4,8,4
40,-403.6066739034778,-597.9,4,9,4
45,-455.1629968549335,-691.2,4,10,4
50,-506.7193198063892,-791.3,4,11,4
55,-558.2756427578449,-898.9,4,12,4
60,-609.8319657093007,-1015.7,4,13,4
65,-661.3882886607563,-1142.4,4,14,4
70,-712.944611612212,-1279.4,4,15,4
75,-764.5009345636677,-1427.7,4,16,4
80,-816.0572575151233,-1588.7,4,17,4
85,-867.613580466579,-1763.4,4,18,4
90,-919.1699034180347,-1952.3,4,19,4
95,-970.7262263694904,-2165.9,4,20,4
100,-1022.282549320946,-2395.2,4,21,4
1,-3.7753744945833914,0.0,5,1,4
5,-45.388612486703785,3.9,5,2,4
10,-97.40515997685426,39.4,5,3,4
15,-149.42170746700475,109.8,5,4,4
20,-201.43825495715524,219.5,5,5,4
25,-253.45480244730575,369.4,5,6,4
30,-305.47134993745624,549.4,5,7,4
35,-357.4878974276067,759.4,5,8,4
40,-409.5044449177572,1000.0,5,9,4
45,-461.5209924079077,1264.9,5,10,4
50,-513.5375398980582,1554.7,5,11,4
55,-565.5540873882086,1868.4,5,12,4
60,-617.5706348783591,2205.8,5,13,4
65,-669.5871823685096,2567.0,5,14,4
70,-721.60372985866,2951.7,5,15,4
75,-773.6202773488105,3360.1,5,16,4
80,-825.636824838961,3791.9,5,17,4
85,-877.6533723291116,4247.1,5,18,4
90,-929.6699198192621,4724.6,5,19,4
95,-981.6864673094125,5224.2,5,20,4
100,-1033.703014799563,5745.8,5,21,4
1,-5.402087221548474,2.0,1,1,5
5,-47.19657001514919,6.0,1,2,5
10,-99.43967350715009,11.0,1,3,5
15,-151.68277699915097,16.0,1,4,5
20,-203.92588049115187,21.0,1,5,5
25,-256.16898398315277,26.0,1,6,5
30,-308.4120874751537,31.0,1,7,5
35,-360.6551909671546,36.0,1,8,5
40,-412.8982944591555,41.0,1,9,5
45,-465.1413979511565,46.0,1,10,5
50,-517.3845014431573,51.0,1,11,5
55,-569.6276049351583,56.0,1,12,5
60,-621.8707084271591,61.0,1,13,5
65,-674.1138119191601,66.0,1,14,5
70,-726.3569154111609,71.0,1,15,5
75,-778.6000189031619,76.0,1,16,5
80,-830.8431223951627,81.0,1,17,5
85,-883.0862258871637,86.0,1,18,5
90,-935.3293293791646,91.0,1,19,5
95,-987.5724328711655,96.0,1,20,5
100,-1039.8155363631663,101.0,1,21,5
1,-16.699446125020216,-0.7,2,1,5
5,-56.2992571251892,-2.6,2,2,5
10,-105.79902087540044,-5.7,2,3,5
15,-155.2987846256117,-10.6,2,4,5
20,-204.79854837582292,-15.8,2,5,5
25,-254.29831212603418,-21.0,2,6,5
30,-303.79807587624543,-26.1,2,7,5
35,-353.29783962645666,-31.5,2,8,5
40,-402.7976033766679,-35.9,2,9,5
45,-452.2973671268791,-41.3,2,10,5
50,-501.7971308770904,-45.0,2,11,5
55,-551.2968946273015,-50.3,2,12,5
60,-600.7966583775128,-54.0,2,13,5
65,-650.2964221277241,-59.7,2,14,5
70,-699.7961858779353,-63.6,2,15,5
75,-749.2959496281466,-68.6,2,16,5
80,-798.7957133783577,-72.9,2,17,5
85,-848.295477128569,-77.3,2,18,5
90,-897.7952408787802,-81.8,2,19,5
95,-947.2950046289915,-84.0,2,20,5
100,-996.7947683792028,-88.8,2,21,5
1,-1.7983318080600468,-12.6,3,1,5
5,-41.229299751621056,-43.2,3,2,5
10,-90.51800968107231,-87.8,3,3,5
15,-139.8067196105236,-131.8,3,4,5
20,-189.09542953997484,-175.3,3,5,5
25,-238.38413946942612,-218.3,3,6,5
30,-287.67284939887736,-260.9,3,7,5
35,-336.9615593283286,-302.9,3,8,5
40,-386.25026925777985,-344.4,3,9,5
45,-435.5389791872311,-385.5,3,10,5
50,-484.8276891166824,-426.1,3,11,5
55,-534.1163990461337,-466.2,3,12,5
60,-583.405108975585,-505.9,3,13,5
65,-632.6938189050362,-545.0,3,14,5
70,-681.9825288344874,-583.8,3,15,5
75,-731.2712387639388,-622.0,3,16,5
80,-780.55994869339,-659.8,3,17,5
85,-829.8486586228413,-697.0,3,18,5
90,-879.1373685522925,-733.9,3,19,5
95,-928.4260784817437,-770.1,3,20,5
100,-977.7147884111951,-805.9,3,21,5
1,-13.001090040416518,-1.2,4,1,5
5,-56.225633131725516,-4.1,4,2,5
10,-110.25631199586176,-9.8,4,3,5
15,-164.28699085999804,-15.3,4,4,5
20,-218.31766972413428,-20.8,4,5,5
25,-272.34834858827054,-26.3,4,6,5
30,-326.3790274524068,-31.8,4,7,5
35,-380.409706316543,-37.3,4,8,5
40,-434.44038518067924,-42.8,4,9,5
45,-488.47106404481553,-48.3,4,10,5
50,-542.5017429089519,-53.8,4,11,5
55,-596.5324217730881,-59.3,4,12,5
60,-650.5631006372244,-64.8,4,13,5
65,-704.5937795013606,-70.3,4,14,5
70,-758.6244583654968,-75.8,4,15,5
75,-812.655137229633,-81.3,4,16,5
80,-866.6858160937693,-86.8,4,17,5
85,-920.7164949579056,-92.3,4,18,5
90,-974.7471738220419,-97.8,4,19,5
95,-1028.777852686178,-103.3,4,20,5
100,-1082.8085315503145,-108.8,4,21,5
1,-5.38833270108393,0.0,5,1,5
5,-47.86015405130759,4.0,5,2,5
10,-100.94993073908716,41.0,5,3,5
15,-154.03970742686676,124.0,5,4,5
20,-207.12948411464632,289.0,5,5,5
25,-260.21926080242594,524.0,5,6,5
30,-313.3090374902055,840.0,5,7,5
35,-366.3988141779851,1369.0,5,8,5
40,-419.48859086576465,2260.0,5,9,5
45,-472.57836755354424,3465.0,5,10,5
50,-525.6681442413238,5056.0,5,11,5
55,-578.7579209291034,7129.0,5,12,5
60,-631.847697616883,9792.0,5,13,5
65,-684.9374743046626,13071.0,5,14,5
70,-738.0272509924422,17105.0,5,15,5
75,-791.1170276802218,23014.0,5,16,5
80,-844.2068043680013,29940.0,5,17,5
85,-897.2965810557808,37968.0,5,18,5
90,-950.3863577435604,47196.0,5,19,5
95,-1003.47613443134,57751.0,5,20,5
100,-1056.5659111191194,69530.0,5,21,5
1,-0.3900079115118265,5.0,1,1,6
5,-40.3229523131056,5.0,1,2,6
10,-90.23913281509782,5.0,1,3,6
15,-140.15531331709002,5.0,1,4,6
20,-190.07149381908224,5.0,1,5,6
25,-239.98767432107445,5.0,1,6,6
30,-289.90385482306664,5.0,1,7,6
35,-339.8200353250588,5.0,1,8,6
40,-389.73621582705107,5.0,1,9,6
45,-439.6523963290433,5.0,1,10,6
50,-489.5685768310355,5.0,1,11,6
55,-539.4847573330278,5.0,1,12,6
60,-589.40093783502,5.0,1,13,6
65,-639.3171183370123,5.0,1,14,6
70,-689.2332988390044,5.0,1,15,6
75,-739.1494793409967,5.0,1,16,6
80,-789.0656598429889,5.0,1,17,6
85,-838.9818403449812,5.0,1,18,6
90,-888.8980208469734,5.0,1,19,6
95,-938.8142013489655,5.0,1,20,6
100,-988.7303818509578,5.0,1,21,6
1,-17.364387012608834,1.3,2,1,6
5,-60.79043888508815,1.3,2,2,6
10,-115.0730037256873,19.6,2,3,6
15,-169.35556856628645,45.6,2,4,6
20,-223.6381334068856,83.2,2,5,6
25,-277.9206982474847,133.2,2,6,6
30,-332.2032630880839,196.7,2,7,6
35,-386.485827928683,274.4,2,8,6
40,-440.7683927692822,366.6,2,9,6
45,-495.0509576098813,473.1,2,10,6
50,-549.3335224504806,593.9,2,11,6
55,-603.6160872910797,728.1,2,12,6
60,-657.8986521316789,874.5,2,13,6
65,-712.1812169722781,1032.2,2,14,6
70,-766.4637818128772,1201.0,2,15,6
75,-820.7463466534763,1380.9,2,16,6
80,-875.0289114940755,1571.8,2,17,6
85,-929.3114763346747,1773.6,2,18,6
90,-983.5940411752738,1985.3,2,19,6
95,-1037.8766060158728,2205.7,2,20,6
100,-1092.159170856472,2435.7,2,21,6
1,-12.677746157661995,-8.5,3,1,6
5,-55.38339564920295,-45.4,3,2,6
10,-108.76545751362914,-90.8,3,3,6
15,-162.14751937805536,-136.2,3,4,6
20,-215.52958124248156,-181.6,3,5,6
25,-268.9116431069078,-227.0,3,6,6
30,-322.29370497133397,-272.4,3,7,6
35,-375.67576683576016,-317.8,3,8,6
40,-429.05782870018635,-363.2,3,9,6
45,-482.43989056461254,-408.6,3,10,6
50,-535.8219524290388,-454.0,3,11,6
55,-589.204014293465,-499.4,3,12,6
60,-642.5860761578912,-544.8,3,13,6
65,-695.9681380223174,-590.2,3,14,6
70,-749.3501998867436,-635.6,3,15,6
75,-802.7322617511697,-681.0,3,16,6
80,-856.1143236155959,-726.4,3,17,6
85,-909.4963854800221,-771.8,3,18,6
90,-962.8784473444483,-817.2,3,19,6
95,-1016.2605092088745,-862.6,3,20,6
100,-1069.6425710733008,-908.0,3,21,6
1,-4.7604336126165325,-5.5,4,1,6
5,-43.838663436523554,-28.0,4,2,6
10,-92.68645071640734,-55.8,4,3,6
15,-141.53423799629113,-85.3,4,4,6
20,-190.3820252761749,-116.2,4,5,6
25,-239.22981255605868,-145.0,4,6,6
30,-288.0775998359424,-174.7,4,7,6
35,-336.9253871158262,-202.8,4,8,6
40,-385.77317439570993,-234.8,4,9,6
45,-434.6209616755937,-261.2,4,10,6
50,-483.4687489554775,-288.8,4,11,6
55,-532.3165362353612,-315.8,4,12,6
60,-581.1643235152451,-344.2,4,13,6
65,-630.0121107951288,-369.3,4,14,6
70,-678.8598980750127,-396.5,4,15,6
75,-727.7076853548964,-422.5,4,16,6
80,-776.5554726347801,-449.5,4,17,6
85,-825.403259914664,-474.0,4,18,6
90,-874.2510471945477,-500.9,4,19,6
95,-923.0988344744316,-524.5,4,20,6
100,-971.9466217543153,-550.2,4,21,6
1,-11.468112902615891,-13.2,5,1,6
5,-53.7015312765256,-43.0,5,2,6
10,-106.49330424391273,-97.4,5,3,6
15,-159.28507721129986,-142.3,5,4,6
20,-212.07685017868698,-196.9,5,5,6
25,-264.8686231460741,-250.0,5,6,6
30,-317.6603961134613,-302.0,5,7,6
35,-370.45216908084836,-353.7,5,8,6
40,-423.2439420482355,-404.1,5,9,6
45,-476.03571501562266,-452.1,5,10,6
50,-528.8274879830099,-497.0,5,11,6
55,-581.619260950397,-538.0,5,12,6
60,-634.4110339177842,-574.0,5,13,6
65,-687.2028068851713,-604.0,5,14,6
70,-739.9945798525583,-627.0,5,15,6
75,-792.7863528199455,-643.0,5,16,6
80,-845.5781257873326,-651.0,5,17,6
85,-898.3698987547198,-651.0,5,18,6
90,-951.1616717221069,-643.0,5,19,6
95,-1003.9534446894941,-627.0,5,20,6
100,-1056.745217656881,-604.0,5,21,6
1,-2.605498674561034,0.0,1,1,7
5,-43.615043452928944,25.0,1,2,7
10,-94.87697442588883,4.0,1,3,7
15,-146.13890539884872,25.0,1,4,7
20,-197.4008363718086,24.0,1,5,7
25,-248.66276734476847,0.0,1,6,7
30,-299.9246983177284,0.0,1,7,7
35,-351.1866292906883,4.0,1,8,7
40,-402.4485602636482,25.0,1,9,7
45,-453.71049123660805,25.0,1,10,7
50,-504.9724222095679,0.0,1,11,7
55,-556.2343531825278,0.0,1,12,7
60,-607.4962841554877,0.0,1,13,7
