x,y,machine,trial,y_pred,subject
90,142.0,3,5,91.2,11
90,142.0,4,1,142.0,11
81,97.8,4,2,123.0,11
89,136.1,4,3,106.0,11
2,21.5,4,4,11.2,11
90,142.0,4,5,142.0,11
20,22.7,5,1,21.5,11
6,21.3,5,2,21.9,11
59,39.7,5,3,61.2,11
3,21.1,5,4,21.1,11
76,66.2,5,5,65.4,11
75,87.4,1,1,100.0,12
0,21.0,1,2,0.0,12
86,137.3,1,3,100.0,12
89,156.3,1,4,142.2,12
37,29.6,1,5,100.0,12
13,21.5,2,1,11.0,12
34,24.5,2,2,10.0,12
10,21.3,2,3,19.5,12
77,59.5,2,4,100.3,12
61,37.7,2,5,49.5,12
86,67.1,3,1,137.3,12
4,19.5,3,2,11.2,12
13,20.0,3,3,21.5,12
87,69.6,3,4,100.0,12
6,19.6,3,5,19.0,12
11,22.5,4,1,21.0,12
0,21.2,4,2,21.0,12
68,74.5,4,3,59.5,12
25,25.8,4,4,29.5,12
49,40.7,4,5,49.5,12
83,116.9,5,1,65.5,12
26,25.5,5,2,26.5,12
91,164.7,5,3,125.5,12
23,24.7,5,4,24.5,12
28,26.0,5,5,26.2,12
38,25.7,1,1,10.0,13
85,91.1,1,2,45.2,13
39,26.0,1,3,26.2,13
40,26.4,1,4,26.3,13
42,27.2,1,5,26.9,13
91,152.9,2,1,85.1,13
84,113.7,2,2,149.1,13
35,28.2,2,3,10.2,13
74,76.9,2,4,105.1,13
51,38.1,2,5,62.4,13
68,76.2,3,1,100.1,13
62,61.0,3,2,71.1,13
59,55.0,3,3,55.5,13
94,232.4,3,4,100.0,13
49,40.3,3,5,21.2,13
98,60.3,4,1,155.2,13
4,20.2,4,2,1.0,13
0,20.1,4,3,0.0,13
58,25.3,4,4,55.1,13
37,21.7,4,5,24.1,13
55,54.9,5,1,22.1,13
27,28.3,5,2,26.1,13
10,23.3,5,3,20.1,13
50,47.1,5,4,50.1,13
95,280.7,5,5,229.4,13
10,21.3,1,1,10.0,14
41,27.6,1,2,10.1,14
74,61.0,1,3,34.2,14
87,98.9,1,4,100.0,14
14,21.7,1,5,1.2,14
0,20.4,2,1,0.0,14
33,27.9,2,2,27.6,14
4,20.8,2,3,21.1,14
5,20.9,2,4,21.1,14
58,51.1,2,5,27.6,14
84,97.3,3,1,21.1,14
56,38.9,3,2,89.1,14
45,30.8,3,3,29.1,14
12,21.9,3,4,21.1,14
97,168.2,3,5,99.9,14
68,60.3,4,1,100.1,14
49,35.1,4,2,31.1,14
25,24.0,4,3,21.1,14
92,155.7,4,4,100.1,14
68,60.3,4,5,60.3,14
50,17.3,5,1,35.2,14
3,19.6,5,2,20.1,14
20,19.3,5,3,21.1,14
19,19.3,5,4,19.4,14
74,11.5,5,5,19.3,14
93,191.2,1,1,10.0,15
62,57.1,1,2,124.4,15
3,22.9,1,3,1.1,15
71,77.6,1,4,11.1,15
10,23.6,1,5,11.2,15
46,27.7,2,1,10.1,15
75,53.2,2,2,10.1,15
27,23.0,2,3,19.1,15
96,114.9,2,4,100.1,15
26,22.8,2,5,22.9,15
58,33.4,3,1,41.2,15
76,55.2,3,2,54.1,15
16,20.3,3,3,15.5,15
83,70.5,3,4,100.9,15
11,19.9,3,5,21.2,15
15,22.6,4,1,19.9,15
71,52.0,4,2,58.2,15
79,67.4,4,3,65.2,15
59,37.8,4,4,35.2,15
89,97.7,4,5,76.5,15
88,184.3,5,1,96.5,15
58,57.3,5,2,33.4,15
52,47.8,5,3,49.2,15
33,31.3,5,4,29.9,15
19,26.0,5,5,21.9,15
1,21.9,1,1,1.0,16
30,26.6,1,2,100.1,16
46,34.1,1,3,29.4,16
69,63.5,1,4,45.2,16
58,45.3,1,5,61.2,16
85,56.5,2,1,10.1,16
98,90.8,2,2,62.1,16
31,21.5,2,3,25.9,16
10,19.9,2,4,1.5,16
86,58.4,2,5,63.5,16
24,25.3,3,1,19.9,16
63,47.0,3,2,52.1,16
71,59.5,3,3,52.5,16
79,78.1,3,4,69.5,16
75,67.9,3,5,72.5,16
3,20.4,4,1,1.9,16
86,67.8,4,2,58.4,16
49,27.2,4,3,41.5,16
48,26.8,4,4,26.9,16
10,20.7,4,5,19.9,16
11,21.6,5,1,21.1,16
89,125.7,5,2,68.5,16
72,64.8,5,3,100.1,16
84,102.2,5,4,119.5,16
23,23.3,5,5,25.5,16
66,29.9,1,1,100.0,17
56,25.9,1,2,25.9,17
85,45.9,1,3,35.9,17
62,28.0,1,4,28.9,17
44,23.1,1,5,20.0,17
49,29.9,2,1,25.9,17
69,45.6,2,2,45.9,17
68,44.4,2,3,45.5,17
95,111.7,2,4,55.9,17
41,26.9,2,5,23.1,17
82,81.1,3,1,45.9,17
29,24.4,3,2,29.9,17
40,27.5,3,3,29.9,17
61,41.4,3,4,41.2,17
94,131.2,3,5,111.1,17
29,24.1,4,1,24.4,17
32,25.0,4,2,25.9,17
14,21.1,4,3,13.1,17
38,27.2,4,4,27.5,17
20,22.0,4,5,22.1,17
53,28.7,5,1,29.9,17
25,20.9,5,2,23.1,17
28,21.3,5,3,21.5,17
72,45.1,5,4,41.2,17
27,21.2,5,5,21.2,17
62,21.5,1,1,10.0,18
65,21.8,1,2,22.5,18
41,20.5,1,3,16.5,18
83,24.4,1,4,22.5,18
5,20.0,1,5,1.5,18
13,21.9,2,1,20.5,18
36,27.5,2,2,22.1,18
65,54.0,2,3,21.8,18
65,54.0,2,4,54.0,18
70,63.8,2,5,55.0,18
6,20.9,3,1,21.0,18
40,28.2,3,2,24.5,18
16,21.9,3,3,21.5,18
23,23.1,3,4,22.5,18
39,27.8,3,5,28.2,18
1,20.9,4,1,20.0,18
66,22.4,4,2,27.5,18
7,20.9,4,3,21.0,18
87,25.4,4,4,24.4,18
43,21.4,4,5,23.1,18
55,54.1,5,1,22.4,18
86,172.5,5,2,54.1,18
33,32.8,5,3,27.9,18
3,24.5,5,4,20.9,18
87,180.2,5,5,25.4,18
18,19.3,1,1,18.0,19
46,19.6,1,2,47.5,19
88,22.3,1,3,19.9,19
89,22.4,1,4,22.4,19
9,19.3,1,5,22.5,19
41,35.9,2,1,19.3,19
6,23.0,2,2,35.9,19
94,241.8,2,3,23.1,19
3,22.6,2,4,23.0,19
96,265.1,2,5,242.0,19
86,81.7,3,1,22.3,19
7,22.3,3,2,22.6,19
19,23.3,3,3,22.4,19
85,78.8,3,4,81.7,19
59,36.8,3,5,22.3,19
2,19.7,4,1,22.3,19
55,36.8,4,2,22.3,19
71,59.4,4,3,23.3,19
98,176.3,4,4,265.1,19
38,26.3,4,5,23.3,19
51,31.4,5,1,23.3,19
99,151.8,5,2,176.3,19
19,21.8,5,3,23.3,19
65,43.6,5,4,36.8,19
18,21.7,5,5,21.3,19
47,28.2,1,1,100.0,20
34,24.2,1,2,17.6,20
56,33.1,1,3,32.2,20
43,26.7,1,4,25.1,20
39,25.4,1,5,25.1,20
17,25.6,2,1,11.2,20
16,25.4,2,2,25.4,20
65,70.0,2,3,33.1,20
20,26.4,2,4,25.8,20
15,25.2,2,5,25.2,20
15,21.3,3,1,25.2,20
85,87.4,3,2,70.0,20
18,21.7,3,3,22.2,20
16,21.4,3,4,21.5,20
77,64.9,3,5,79.2,20
57,21.8,4,1,33.1,20
65,23.1,4,2,22.4,20
87,31.3,4,3,24.2,20
33,19.9,4,4,20.4,20
52,21.2,4,5,20.7,20
69,42.3,5,1,22.1,20
69,42.3,5,2,42.3,20
28,23.1,5,3,21.1,20
51,29.2,5,4,25.4,20
39,25.1,5,5,25.4,20
19,22.7,1,1,19.0,21
52,40.1,1,2,55.2,21
50,38.1,1,3,40.1,21
1,20.2,1,4,1.1,21
84,125.5,1,5,50.1,21
91,136.3,2,1,100.1,21
97,177.0,2,2,142.1,21
3,21.4,2,3,10.2,21
3,21.4,2,4,21.4,21
0,21.2,2,5,0.0,21
45,28.2,3,1,100.0,21
71,50.5,3,2,100.1,21
2,20.8,3,3,21.4,21
90,99.2,3,4,135.5,21
33,24.4,3,5,33.2,21
11,23.4,4,1,11.2,21
16,24.2,4,2,25.2,21
17,24.4,4,3,24.4,21
84,132.8,4,4,125.5,21
66,66.1,4,5,100.2,21
95,153.4,5,1,125.5,21
95,153.4,5,2,153.4,21
41,28.0,5,3,28.4,21
21,22.3,5,4,21.2,21
36,26.0,5,5,26.4,21
67,53.7,1,1,100.0,22
26,25.3,1,2,19.6,22
76,72.2,1,3,65.7,22
27,25.5,1,4,26.3,22
96,160.0,1,5,91.2,22
39,32.9,2,1,39.0,22
81,118.0,2,2,100.0,22
15,24.6,2,3,12.0,22
18,25.2,2,4,25.5,22
98,247.8,2,5,161.0,22
31,25.7,3,1,25.5,22
20,22.5,3,2,25.1,22
18,22.1,3,3,25.2,22
50,37.7,3,4,50.0,22
8,20.5,3,5,11.2,22
68,53.9,4,1,54.2,22
83,91.8,4,2,118.2,22
30,25.1,4,3,25.6,22
95,150.8,4,4,159.9,22
88,112.2,4,5,115.2,22
33,19.6,5,1,25.9,22
30,19.5,5,2,25.1,22
44,20.3,5,3,25.5,22
54,21.4,5,4,21.1,22
10,19.0,5,5,19.1,22
96,50.6,1,1,100.0,23
88,40.8,1,2,44.4,23
71,29.4,1,3,31.2,23
49,23.8,1,4,14.7,23
48,23.6,1,5,23.4,23
45,39.9,2,1,22.5,23
93,218.1,2,2,50.1,23
20,27.2,2,3,10.2,23
2,24.2,2,4,1.2,23
19,27.0,2,5,27.1,23
17,22.7,3,1,26.2,23
25,24.2,3,2,27.2,23
70,61.7,3,3,21.8,23
70,61.7,3,4,61.7,23
7,21.6,3,5,11.2,23
11,21.9,4,1,21.6,23
35,26.6,4,2,24.2,23
59,42.3,4,3,32.2,23
20,23.1,4,4,27.2,23
57,40.1,4,5,41.2,23
8,21.5,5,1,21.6,23
82,89.4,5,2,101.1,23
2,21.1,5,3,24.2,23
59,41.8,5,4,40.1,23
77,74.0,5,5,69.4,23
47,29.0,1,1,100.0,24
84,75.9,1,2,42.0,24
59,36.2,1,3,59.0,24
83,73.2,1,4,75.0,24
54,32.7,1,5,33.2,24
55,31.5,2,1,33.5,24
67,41.5,2,2,41.2,24
82,66.1,2,3,71.5,24
98,123.4,2,4,78.2,24
19,21.4,2,5,10.1,24
40,18.9,3,1,20.0,24
53,17.9,3,2,26.2,24
81,11.3,3,3,65.2,24
46,18.5,3,4,15.2,24
88,7.7,3,5,12.2,24
47,27.2,4,1,29.0,24
11,19.7,4,2,11.1,24
22,20.8,4,3,21.2,24
10,19.7,4,4,19.5,24
21,20.7,4,5,20.8,24
91,99.6,5,1,123.4,24
49,31.1,5,2,49.2,24
49,31.1,5,3,31.1,24
34,26.1,5,4,21.1,24
84,76.5,5,5,75.9,24
30,27.8,1,1,10.0,25
70,74.3,1,2,63.8,25
52,42.4,1,3,54.5,25
17,24.4,1,4,12.2,25
74,86.1,1,5,74.3,25
45,21.5,2,1,42.4,25
43,21.4,2,2,21.2,25
14,20.1,2,3,14.1,25
31,20.6,2,4,22.4,25
80,30.0,2,5,22.1,25
83,79.5,3,1,30.0,25
26,22.6,3,2,25.4,25
39,25.8,3,3,35.4,25
57,35.6,3,4,30.1,25
24,22.3,3,5,21.2,25
34,26.4,4,1,25.2,25
91,121.0,4,2,89.5,25
32,25.9,4,3,26.2,25
69,54.1,4,4,75.5,25
15,22.9,4,5,20.2,25
30,26.9,5,1,27.8,25
67,65.1,5,2,55.1,25
30,26.9,5,3,26.9,25
28,26.2,5,4,25.2,25
75,87.3,5,5,74.1,25
9,22.4,1,1,1.0,26
78,71.5,1,2,12.6,26
89,108.7,1,3,10.2,26
12,22.7,1,4,11.2,26
87,100.3,1,5,102.5,26
63,21.8,2,1,100.5,26
31,21.5,2,2,10.5,26
63,21.8,2,3,21.8,26
37,21.5,2,4,21.9,26
98,23.9,2,5,21.8,26
75,70.9,3,1,22.5,26
26,24.0,3,2,22.5,26
77,76.3,3,3,71.5,26
14,22.0,3,4,24.0,26
70,59.5,3,5,70.0,26
20,27.7,4,1,22.0,26
2,24.9,4,2,22.0,26
80,117.9,4,3,28.2,26
60,57.9,4,4,100.0,26
59,56.2,4,5,100.3,26
1,20.1,5,1,24.9,26
41,25.6,5,2,21.5,26
66,41.3,5,3,27.5,26
85,76.2,5,4,100.1,26
52,30.2,5,5,25.9,26
96,81.7,1,1,100.0,27
87,59.3,1,2,75.3,27
86,57.4,1,3,58.7,27
95,78.7,1,4,80.2,27
86,57.4,1,5,57.4,27
59,25.8,2,1,44.1,27
42,22.2,2,2,14.4,27
65,28.0,2,3,31.7,27
79,36.7,2,4,35.0,27
91,50.7,2,5,44.2,27
63,44.4,3,1,29.0,27
99,165.6,3,2,79.3,27
81,79.4,3,3,129.6,27
77,68.7,3,4,72.4,27
54,35.7,3,5,39.4,27
9,22.2,4,1,1.8,27
11,22.4,4,2,25.8,27
13,22.6,4,3,22.6,27
87,115.8,4,4,59.3,27
22,24.0,4,5,44.4,27
84,127.2,5,1,115.8,27
47,36.5,5,2,100.4,27
62,55.4,5,3,44.0,27
48,37.3,5,4,37.4,27
37,29.8,5,5,29.7,27
41,27.2,1,1,1.0,28
97,124.3,1,2,41.2,28
63,39.8,1,3,10.1,28
50,30.7,1,4,25.2,28
5,21.9,1,5,1.2,28
8,21.8,2,1,12.1,28
93,121.5,2,2,124.3,28
30,24.7,2,3,39.5,28
31,24.9,2,4,25.1,28
47,30.5,2,5,30.5,28
67,49.0,3,1,39.9,28
14,22.6,3,2,21.5,28
61,41.6,3,3,39.5,28
96,141.5,3,4,123.9,28
64,45.0,3,5,42.2,28
24,20.6,4,1,22.5,28
65,31.3,4,2,42.0,28
3,19.5,4,3,11.9,28
94,71.5,4,4,122.5,28
37,22.0,4,5,25.5,28
33,26.5,5,1,23.5,28
37,28.0,5,2,22.0,28
12,22.3,5,3,20.5,28
65,52.1,5,4,41.0,28
12,22.3,5,5,22.3,28
4,21.1,1,1,1.0,29
29,25.5,1,2,12.1,29
15,22.4,1,3,12.2,29
37,28.6,1,4,27.8,29
73,75.6,1,5,31.7,29
82,47.9,2,1,10.1,29
85,52.5,2,2,48.2,29
23,21.1,2,3,25.5,29
33,22.0,2,4,25.5,29
14,20.5,2,5,19.5,29
79,67.2,3,1,47.9,29
96,130.2,3,2,75.6,29
48,30.1,3,3,100.1,29
79,67.2,3,4,67.2,29
6,21.4,3,5,1.1,29
23,25.5,4,1,21.1,29
54,42.1,4,2,28.6,29
51,39.1,4,3,41.1,29
39,31.0,4,4,31.1,29
30,27.4,4,5,26.5,29
84,68.2,5,1,52.5,29
34,24.5,5,2,22.4,29
97,111.9,5,3,132.2,29
19,22.4,5,4,18.1,29
77,54.2,5,5,75.6,29
32,26.1,1,1,10.0,30
39,28.7,1,2,32.1,30
99,193.2,1,3,32.3,30
44,31.1,1,4,29.9,30
35,27.1,1,5,27.5,30
45,31.3,2,1,32.1,30
40,28.8,2,2,28.9,30
31,25.6,2,3,24.1,30
60,43.8,2,4,35.1,30
89,121.4,2,5,181.2,30
46,27.7,3,1,31.4,30
88,76.9,3,2,120.4,30
65,38.6,3,3,48.2,30
67,40.5,3,4,39.2,30
55,31.6,3,5,33.2,30
78,77.6,4,1,101.2,30
96,162.6,4,2,111.4,30
8,21.1,4,3,1.2,30
82,90.5,4,4,102.4,30
64,48.3,4,5,43.2,30
23,22.4,5,1,19.1,30
56,36.4,5,2,31.2,30
99,168.6,5,3,193.2,30
39,26.5,5,4,29.1,30
22,22.2,5,5,21.1,30
4,22.2,1,1,1.0,31
83,104.1,1,2,12.2,31
0,21.9,1,3,0.0,31
3,22.1,1,4,10.1,31
49,35.8,1,5,104.1,31
94,148.1,2,1,104.1,31
62,46.7,2,2,104.1,31
7,22.7,2,3,22.1,31
72,63.3,2,4,104.1,31
74,67.8,2,5,104.1,31
86,161.2,3,1,104.1,31
26,26.9,3,2,102.1,31
13,23.5,3,3,22.9,31
10,23.0,3,4,21.1,31
80,124.6,3,5,159.9,31
46,36.2,4,1,102.1,31
46,36.2,4,2,36.2,31
37,30.1,4,3,37.3,31
34,28.6,4,4,28.9,31
63,58.8,4,5,46.7,31
20,22.1,5,1,20.0,31
64,31.2,5,2,63.3,31
13,21.7,5,3,23.5,31
0,21.3,5,4,21.9,31
83,47.6,5,5,104.1,31
56,35.0,1,1,100.0,32
41,26.4,1,2,25.0,32
12,20.6,1,3,10.0,32
26,22.4,1,4,16.8,32
0,19.7,1,5,0.0,32
42,26.9,2,1,26.4,32
88,86.5,2,2,35.2,32
64,40.3,2,3,56.4,32
27,23.4,2,4,22.6,32
10,21.6,2,5,15.6,32
40,29.9,3,1,26.2,32
42,31.0,3,2,26.9,32
66,56.2,3,3,45.3,32
26,25.0,3,4,25.4,32
6,21.9,3,5,18.0,32
73,33.3,4,1,69.5,32
53,25.7,4,2,26.5,32
32,22.8,4,3,19.9,32
27,22.4,4,4,23.4,32
49,24.9,4,5,31.0,32
25,22.2,5,1,20.6,32
41,24.5,5,2,26.4,32
31,22.9,5,3,22.9,32
16,21.6,5,4,21.5,32
50,26.8,5,5,23.4,32
88,81.3,1,1,100.0,33
52,28.7,1,2,49.5,33
51,28.2,1,3,28.5,33
99,127.6,1,4,90.1,33
64,37.2,1,5,32.7,33
93,110.3,2,1,111.3,33
52,31.0,2,2,28.7,33
85,80.3,2,3,102.3,33
27,22.6,2,4,16.2,33
20,21.6,2,5,16.0,33
46,34.0,3,1,29.3,33
44,32.6,3,2,33.2,33
19,23.2,3,3,18.6,33
19,23.2,3,4,23.2,33
6,21.4,3,5,10.6,33
12,23.4,4,1,12.0,33
44,33.1,4,2,32.6,33
36,29.1,4,3,30.2,33
48,35.8,4,4,35.1,33
4,22.6,4,5,21.6,33
73,25.1,5,1,80.3,33
59,22.8,5,2,22.6,33
53,22.2,5,3,21.8,33
85,29.0,5,4,25.8,33
55,22.3,5,5,23.2,33
56,34.9,1,1,100.0,34
54,33.5,1,2,34.8,34
1,21.4,1,3,1.1,34
7,21.7,1,4,22.1,34
96,127.4,1,5,22.1,34
41,30.1,2,1,12.9,34
97,190.5,2,2,127.4,34
55,40.7,2,3,12.1,34
2,21.2,2,4,19.4,34
17,22.9,2,5,21.5,34
41,21.4,3,1,30.1,34
77,31.6,3,2,127.4,34
15,19.9,3,3,21.2,34
39,21.2,3,4,20.1,34
16,19.9,3,5,21.1,34
53,35.6,4,1,21.4,34
47,31.3,4,2,33.5,34
45,30.1,4,3,30.9,34
94,148.0,4,4,190.5,34
57,39.3,4,5,36.2,34
93,165.4,5,1,146.0,34
85,117.3,5,2,148.0,34
17,22.8,5,3,22.9,34
42,30.9,5,4,21.4,34
58,44.8,5,5,39.4,34
84,50.4,1,1,100.0,35
96,76.5,1,2,56.4,35
49,24.1,1,3,24.5,35
24,20.2,1,4,12.1,35
58,27.2,1,5,42.1,35
73,37.2,2,1,45.1,35
93,68.0,2,2,62.5,35
17,20.4,2,3,10.2,35
61,29.2,2,4,27.2,35
4,19.9,2,5,1.2,35
62,34.8,3,1,29.2,35
56,31.3,3,2,29.2,35
63,35.6,3,3,35.2,35
32,24.1,3,4,21.2,35
29,23.7,3,5,22.9,35
58,21.5,4,1,27.2,35
46,20.6,4,2,20.2,35
12,19.6,4,3,19.9,35
61,21.8,4,4,29.2,35
22,19.8,4,5,20.1,35
74,41.2,5,1,37.5,35
75,42.3,5,2,42.0,35
