x,y,machine,trial,y_pred,subject
44,-109.5,5,3,-116.2,5
70,-164.3,5,4,-131.0,5
23,-67.2,5,5,-70.8,5
88,-205.4,1,1,0.0,6
67,-164.4,1,2,-154.8,6
25,-81.2,1,3,-66.4,6
36,-100.6,1,4,-108.8,6
89,-207.5,1,5,-206.8,6
66,-114.8,2,1,-163.8,6
91,-157.4,2,2,-116.5,6
79,-137.2,2,3,-135.8,6
82,-144.1,2,4,-142.8,6
19,-34.3,2,5,-57.6,6
65,-176.6,3,1,-112.5,6
33,-111.0,3,2,-88.8,6
4,-51.9,3,3,-24.8,6
24,-93.6,3,4,-131.8,6
37,-119.3,3,5,-116.8,6
56,-131.5,4,1,-116.8,6
38,-94.5,4,2,-123.8,6
36,-90.0,4,3,-88.0,6
31,-78.4,4,4,-84.0,6
19,-54.1,4,5,-34.3,6
11,-123.6,5,1,-21.8,6
68,-255.7,5,2,-116.4,6
14,-130.1,5,3,-131.8,6
79,-282.6,5,4,-257.8,6
39,-190.0,5,5,-129.2,6
69,-219.3,1,1,69.0,7
92,-267.0,1,2,-292.8,7
80,-241.7,1,3,-215.2,7
56,-193.1,1,4,-176.8,7
68,-215.3,1,5,-215.8,7
89,-195.4,2,1,-259.8,7
17,-86.0,2,2,-47.8,7
32,-109.0,2,3,-116.8,7
95,-205.9,2,4,-200.0,7
47,-133.6,2,5,-145.0,7
63,-177.9,3,1,-153.8,7
32,-103.1,3,2,-109.0,7
20,-75.7,3,3,-70.0,7
30,-101.0,3,4,-99.0,7
13,-58.8,3,5,-62.0,7
55,-98.5,4,1,-160.0,7
3,-15.2,4,2,-14.0,7
54,-96.5,4,3,-97.8,7
28,-55.2,4,4,-88.0,7
83,-142.1,4,5,-116.0,7
65,-228.5,5,1,-116.5,7
67,-232.4,5,2,-231.0,7
58,-209.8,5,3,-211.0,7
10,-81.0,5,4,-50.0,7
16,-94.7,5,5,-93.0,7
68,-237.4,1,1,72.0,8
65,-229.7,1,2,-229.2,8
92,-298.5,1,3,-325.8,8
72,-249.9,1,4,-247.8,8
88,-287.1,1,5,-288.8,8
15,-25.3,2,1,-50.5,8
92,-150.6,2,2,-298.5,8
74,-119.8,2,3,-156.8,8
65,-107.8,2,4,-102.5,8
67,-108.5,2,5,-112.1,8
69,-119.8,3,1,-0.8,8
69,-119.8,3,2,-119.8,8
0,-90.4,3,3,0.0,8
52,-112.5,3,4,-90.4,8
48,-112.9,3,5,-108.5,8
49,-101.0,4,1,-112.9,8
15,-59.8,4,2,-25.3,8
92,-156.7,4,3,-200.8,8
67,-124.0,4,4,-108.5,8
11,-54.9,4,5,-54.8,8
3,-33.4,5,1,-0.8,8
74,-213.6,5,2,-119.8,8
86,-246.4,5,3,-241.8,8
77,-223.8,5,4,-219.0,8
71,-207.3,5,5,-211.0,8
55,-113.5,1,1,55.0,9
25,-52.1,1,2,-47.5,9
20,-42.0,1,3,-41.6,9
65,-133.9,1,4,-131.5,9
52,-107.0,1,5,-106.8,9
96,-265.4,2,1,-192.0,9
15,-52.1,2,2,-41.5,9
45,-130.6,2,3,-122.0,9
38,-112.7,2,4,-116.8,9
52,-148.6,2,5,-107.0,9
59,-184.5,3,1,-161.8,9
62,-194.3,3,2,-190.8,9
27,-98.8,3,3,-88.8,9
83,-250.2,3,4,-229.8,9
2,-31.6,3,5,-6.8,9
4,-59.0,4,1,-14.8,9
30,-103.8,4,2,-116.0,9
34,-111.1,4,3,-116.2,9
99,-224.3,4,4,-316.8,9
82,-193.6,4,5,-206.0,9
73,-260.9,5,1,-200.0,9
12,-109.7,5,2,-48.0,9
22,-132.5,5,3,-160.0,9
20,-129.1,5,4,-116.0,9
78,-273.0,5,5,-257.0,9
50,-71.3,1,1,100.0,10
8,-38.3,1,2,-1.3,10
81,-93.0,1,3,-116.3,10
26,-51.5,1,4,-54.8,10
17,-43.8,1,5,-42.8,10
75,-208.7,2,1,-88.8,10
61,-187.0,2,2,-176.8,10
7,-102.4,2,3,-38.3,10
20,-123.2,2,4,-116.8,10
44,-161.1,2,5,-154.8,10
40,-137.1,3,1,-1.0,10
3,-81.9,3,2,-14.8,10
52,-155.2,3,3,-145.8,10
47,-149.7,3,4,-149.0,10
27,-118.9,3,5,-116.0,10
81,-201.0,4,1,-93.0,10
23,-71.1,4,2,-116.0,10
40,-107.8,4,3,-116.0,10
61,-155.0,4,4,-176.0,10
76,-188.6,4,5,-188.0,10
11,-27.7,5,1,-38.8,10
91,-104.4,5,2,-215.8,10
27,-44.5,5,3,-57.8,10
15,-31.8,5,4,-33.8,10
41,-55.4,5,5,-57.0,10
76,-187.0,1,1,21.0,11
38,-119.1,1,2,-93.5,11
28,-99.2,1,3,-88.8,11
76,-188.9,1,4,-187.0,11
89,-212.9,1,5,-215.8,11
62,-158.4,2,1,-155.0,11
92,-225.2,2,2,-228.8,11
7,-33.8,2,3,-17.7,11
16,-54.8,2,4,-71.2,11
38,-105.7,2,5,-119.1,11
6,-67.3,3,1,-28.2,11
19,-90.5,3,2,-88.8,11
67,-181.3,3,3,-200.8,11
78,-200.8,3,4,-200.8,11
61,-169.5,3,5,-155.8,11
97,-274.9,4,1,-241.0,11
17,-104.9,4,2,-59.8,11
94,-268.6,4,3,-267.8,11
87,-255.0,4,4,-247.8,11
45,-164.8,4,5,-142.0,11
64,-181.7,5,1,-172.8,11
31,-97.9,5,2,-116.8,11
91,-247.0,5,3,-271.8,11
38,-114.7,5,4,-116.0,11
23,-79.4,5,5,-79.7,11
79,-243.3,1,1,79.0,12
94,-275.3,1,2,-294.2,12
84,-255.2,1,3,-247.3,12
65,-209.4,1,4,-215.1,12
18,-105.3,1,5,-61.8,12
5,-70.3,2,1,-15.0,12
12,-93.8,2,2,-84.3,12
61,-247.5,2,3,-209.4,12
2,-61.7,2,4,-42.2,12
98,-361.1,2,5,-280.8,12
67,-185.7,3,1,-215.8,12
75,-201.9,3,2,-206.8,12
58,-166.9,3,3,-165.8,12
76,-203.6,3,4,-203.0,12
13,-76.8,3,5,-95.8,12
31,-63.5,4,1,-66.8,12
8,-32.1,4,2,-48.8,12
13,-39.2,4,3,-39.8,12
82,-134.6,4,4,-257.8,12
82,-134.8,4,5,-134.6,12
82,-231.1,5,1,-134.8,12
37,-118.1,5,2,-116.8,12
55,-163.7,5,3,-174.8,12
76,-215.8,5,4,-206.8,12
66,-189.1,5,5,-211.1,12
99,-234.9,1,1,99.0,13
74,-179.4,1,2,-183.8,13
23,-64.9,1,3,-54.1,13
10,-34.5,1,4,-27.4,13
76,-184.0,1,5,-184.8,13
87,-287.2,2,1,-206.3,13
18,-128.7,2,2,-72.0,13
80,-271.9,2,3,-240.0,13
71,-249.3,2,4,-247.8,13
40,-178.3,2,5,-160.0,13
87,-186.3,3,1,-287.2,13
74,-163.0,3,2,-168.8,13
29,-85.7,3,3,-84.0,13
41,-106.5,3,4,-88.8,13
59,-135.6,3,5,-142.0,13
46,-204.0,4,1,-116.8,13
86,-311.6,4,2,-345.8,13
68,-263.2,4,3,-274.8,13
82,-304.0,4,4,-294.8,13
86,-311.8,4,5,-311.6,13
54,-205.4,5,1,-216.0,13
38,-162.0,5,2,-155.8,13
84,-288.7,5,3,-316.8,13
79,-273.7,5,4,-279.8,13
68,-246.1,5,5,-263.2,13
63,-153.6,1,1,63.0,14
72,-174.1,1,2,-172.8,14
10,-36.5,1,3,-25.3,14
57,-140.4,1,4,-140.8,14
60,-146.6,1,5,-148.8,14
96,-306.6,2,1,-224.8,14
30,-155.7,2,2,-108.6,14
50,-203.1,2,3,-229.8,14
91,-295.5,2,4,-294.8,14
43,-185.5,2,5,-188.8,14
97,-242.8,3,1,-311.8,14
86,-219.0,3,2,-215.8,14
50,-142.4,3,3,-116.0,14
8,-51.7,3,4,-66.8,14
93,-234.3,3,5,-249.0,14
98,-320.3,4,1,-229.0,14
21,-127.9,4,2,-116.8,14
98,-321.5,4,3,-320.3,14
85,-287.8,4,4,-316.8,14
58,-218.5,4,5,-200.0,14
19,-111.8,5,1,-38.8,14
8,-86.6,5,2,-51.7,14
15,-102.6,5,3,-99.0,14
18,-109.1,5,4,-109.8,14
0,-69.3,5,5,-66.0,14
67,-215.9,1,1,2.0,15
9,-92.4,1,2,-29.7,15
75,-235.2,1,3,-229.5,15
29,-134.0,1,4,-116.8,15
39,-156.1,1,5,-155.8,15
73,-145.8,2,1,-220.8,15
71,-143.9,2,2,-141.8,15
34,-88.3,2,3,-74.0,15
17,-60.8,2,4,-44.2,15
63,-130.5,2,5,-131.8,15
28,-141.6,3,1,-21.8,15
38,-158.6,3,2,-160.8,15
5,-103.8,3,3,-24.8,15
23,-133.2,3,4,-127.0,15
54,-186.0,3,5,-176.8,15
31,-165.2,4,1,-148.0,15
68,-251.6,4,2,-219.0,15
20,-140.3,4,3,-116.0,15
46,-201.1,4,4,-206.0,15
61,-234.2,4,5,-229.0,15
34,-106.1,5,1,-88.3,15
59,-166.0,5,2,-192.0,15
51,-146.3,5,3,-155.0,15
36,-111.1,5,4,-116.0,15
62,-172.1,5,5,-170.0,15
33,-95.2,1,1,1.0,16
39,-110.7,1,2,-95.2,16
18,-58.5,1,3,-47.1,16
18,-59.9,1,4,-58.5,16
79,-209.0,1,5,-215.8,16
61,-212.2,2,1,-161.8,16
42,-174.2,2,2,-131.8,16
27,-143.6,2,3,-116.7,16
6,-104.8,2,4,-88.8,16
36,-161.9,2,5,-155.8,16
58,-94.8,3,1,-206.8,16
79,-122.3,3,2,-116.8,16
56,-93.3,3,3,-88.8,16
77,-120.5,3,4,-120.8,16
42,-72.9,3,5,-84.0,16
89,-281.5,4,1,-116.0,16
45,-167.8,4,2,-140.0,16
17,-93.8,4,3,-88.0,16
53,-186.6,4,4,-176.8,16
25,-114.6,4,5,-116.0,16
50,-190.2,5,1,-50.0,16
43,-178.8,5,2,-165.8,16
37,-167.6,5,3,-160.8,16
53,-197.2,5,4,-206.8,16
38,-171.2,5,5,-170.0,16
77,-176.2,1,1,77.0,17
25,-91.0,1,2,-25.0,17
46,-124.0,1,3,-116.8,17
72,-166.9,1,4,-176.0,17
2,-51.6,1,5,-21.0,17
22,-59.8,2,1,-53.0,17
95,-154.1,2,2,-206.0,17
5,-38.2,2,3,-54.0,17
35,-76.8,2,4,-88.0,17
4,-38.2,2,5,-37.0,17
22,-114.6,3,1,-59.8,17
92,-278.1,3,2,-172.8,17
19,-105.3,3,3,-114.6,17
48,-176.2,3,4,-116.8,17
43,-164.1,3,5,-160.0,17
44,-146.8,4,1,-176.2,17
38,-133.4,4,2,-116.8,17
51,-163.1,4,3,-153.0,17
10,-71.2,4,4,-66.5,17
44,-147.3,4,5,-146.8,17
89,-220.2,5,1,-172.8,17
4,-61.5,5,2,-38.2,17
72,-188.0,5,3,-206.8,17
54,-156.2,5,4,-200.0,17
8,-68.3,5,5,-66.0,17
77,-275.7,1,1,77.0,18
41,-188.7,1,2,-161.1,18
29,-161.8,1,3,-145.7,18
8,-109.9,1,4,-116.8,18
45,-198.6,1,5,-200.7,18
88,-334.9,2,1,-305.6,18
91,-341.1,2,2,-342.8,18
63,-267.0,2,3,-229.8,18
26,-168.6,2,4,-155.8,18
62,-264.6,2,5,-264.8,18
61,-137.0,3,1,-261.8,18
33,-83.8,3,2,-74.0,18
73,-159.8,3,3,-229.0,18
2,-21.7,3,4,-21.0,18
90,-193.3,3,5,-335.0,18
37,-99.2,4,1,-121.0,18
1,-30.2,4,2,-10.0,18
38,-103.6,4,3,-100.8,18
29,-85.8,4,4,-93.8,18
82,-192.3,4,5,-153.8,18
97,-256.6,5,1,-345.0,18
7,-90.8,5,2,-42.0,18
1,-78.6,5,3,-30.2,18
80,-226.5,5,4,-241.0,18
57,-182.2,5,5,-206.0,18
60,-77.6,1,1,90.0,19
91,-117.5,1,2,-116.4,19
79,-100.3,1,3,-95.8,19
22,-29.2,1,4,-28.8,19
93,-119.8,1,5,-118.8,19
8,-87.4,2,1,-10.4,19
45,-149.5,2,2,-54.8,19
75,-201.2,2,3,-200.3,19
38,-140.1,2,4,-140.8,19
2,-76.7,2,5,-79.8,19
36,-77.8,3,1,-116.8,19
62,-130.2,3,2,-131.8,19
63,-129.4,3,3,-131.3,19
19,-42.2,3,4,-54.8,19
45,-96.6,3,5,-98.1,19
11,-102.0,4,1,-77.8,19
21,-120.1,4,2,-200.2,19
4,-91.9,4,3,-88.8,19
63,-180.3,4,4,-129.4,19
9,-100.4,4,5,-98.8,19
60,-141.8,5,1,-77.6,19
47,-112.0,5,2,-116.9,19
90,-200.7,5,3,-176.8,19
98,-216.5,5,4,-215.8,19
70,-160.2,5,5,-155.8,19
82,-207.3,1,1,-1.0,20
33,-131.7,1,2,-66.3,20
35,-135.3,1,3,-137.5,20
34,-135.0,1,4,-133.5,20
59,-173.2,1,5,-200.0,20
94,-223.7,2,1,-215.8,20
78,-201.1,2,2,-200.2,20
18,-111.7,2,3,-109.8,20
87,-214.9,2,4,-211.0,20
29,-128.6,2,5,-125.8,20
36,-102.8,3,1,-135.8,20
52,-141.9,3,2,-116.8,20
8,-30.3,3,3,-88.0,20
71,-189.3,3,4,-176.8,20
76,-200.4,3,5,-199.0,20
0,-83.1,4,1,-0.0,20
37,-147.0,4,2,-103.8,20
55,-180.5,4,3,-155.0,20
18,-113.1,4,4,-116.0,20
62,-193.2,4,5,-200.0,20
11,-91.0,5,1,-37.0,20
22,-111.3,5,2,-116.0,20
61,-184.5,5,3,-192.8,20
12,-90.1,5,4,-95.0,20
75,-211.6,5,5,-200.0,20
67,-207.0,1,1,2.0,21
12,-41.6,1,2,-42.0,21
40,-126.5,1,3,-130.0,21
90,-273.4,1,4,-288.0,21
69,-212.3,1,5,-211.0,21
60,-189.0,2,1,-180.0,21
75,-214.2,2,2,-228.0,21
42,-155.7,2,3,-130.8,21
32,-139.8,2,4,-116.8,21
53,-177.6,2,5,-176.8,21
84,-229.5,3,1,-257.0,21
68,-194.0,3,2,-211.0,21
93,-247.1,3,3,-257.0,21
93,-246.0,3,4,-247.1,21
63,-186.0,3,5,-184.0,21
22,-70.6,4,1,-66.0,21
42,-96.5,4,2,-155.7,21
78,-145.1,4,3,-206.0,21
16,-62.5,4,4,-57.8,21
82,-146.6,4,5,-153.0,21
43,-169.2,5,1,-116.0,21
17,-113.7,5,2,-59.0,21
7,-94.9,5,3,-88.8,21
78,-243.1,5,4,-168.0,21
99,-287.5,5,5,-283.2,21
20,-109.4,1,1,40.0,22
98,-224.8,1,2,-109.4,22
37,-133.6,1,3,-88.8,22
67,-179.1,1,4,-176.8,22
73,-186.9,1,5,-186.8,22
18,-59.6,2,1,-108.6,22
82,-225.1,2,2,-176.8,22
49,-141.6,2,3,-151.8,22
27,-84.3,2,4,-123.6,22
57,-163.7,2,5,-170.1,22
43,-86.1,3,1,-116.8,22
56,-110.5,3,2,-93.8,22
37,-74.2,3,3,-66.8,22
12,-27.9,3,4,-33.6,22
61,-119.5,3,5,-116.8,22
33,-85.7,4,1,-66.1,22
58,-134.7,4,2,-112.9,22
98,-208.4,4,3,-284.8,22
50,-118.5,4,4,-142.1,22
5,-36.2,4,5,-21.8,22
75,-299.9,5,1,-200.8,22
94,-363.1,5,2,-284.8,22
0,-48.3,5,3,-0.0,22
84,-329.8,5,4,-316.8,22
36,-169.3,5,5,-153.1,22
38,-105.8,1,1,0.0,23
22,-78.8,1,2,-59.8,23
15,-69.4,1,3,-66.8,23
76,-161.7,1,4,-200.8,23
74,-161.1,1,5,-159.7,23
65,-219.4,2,1,-142.8,23
98,-308.2,2,2,-325.8,23
64,-217.4,2,3,-218.8,23
15,-88.3,2,4,-69.4,23
82,-265.3,2,5,-247.8,23
11,-83.3,3,1,-32.7,23
35,-139.5,3,2,-116.7,23
70,-219.0,3,3,-229.8,23
16,-94.8,3,4,-93.8,23
51,-178.6,3,5,-176.8,23
71,-158.2,4,1,-219.1,23
63,-144.7,4,2,-148.8,23
49,-117.4,4,3,-116.8,23
45,-110.0,4,4,-109.0,23
16,-53.0,4,5,-54.8,23
93,-246.7,5,1,-206.0,23
14,-59.4,5,2,-66.0,23
28,-90.8,5,3,-106.8,23
51,-145.6,5,4,-142.8,23
71,-194.4,5,5,-206.0,23
2,-58.4,1,1,4.0,24
68,-171.3,1,2,-1.4,24
51,-140.9,1,3,-140.8,24
87,-205.5,1,4,-200.7,24
75,-183.5,1,5,-183.8,24
67,-158.7,2,1,-171.1,24
47,-123.8,2,2,-116.7,24
59,-143.7,2,3,-139.8,24
67,-158.4,2,4,-158.7,24
51,-128.7,2,5,-140.9,24
37,-78.1,3,1,-88.8,24
71,-141.3,3,2,-160.8,24
95,-186.8,3,3,-176.8,24
14,-33.8,3,4,-30.8,24
55,-110.9,3,5,-116.8,24
64,-151.0,4,1,-140.8,24
3,-17.6,4,2,-8.0,24
89,-202.7,4,3,-200.0,24
35,-88.6,4,4,-74.8,24
16,-44.5,4,5,-39.0,24
26,-111.4,5,1,-54.0,24
65,-183.1,5,2,-153.0,24
2,-68.2,5,3,-66.8,24
22,-105.3,5,4,-95.8,24
93,-236.3,5,5,-206.8,24
74,-176.0,1,1,-1.0,25
29,-96.0,1,2,-70.0,25
36,-107.1,1,3,-112.0,25
1,-45.6,1,4,-24.0,25
43,-120.2,1,5,-120.0,25
18,-134.6,2,1,-41.0,25
65,-231.8,2,2,-160.0,25
9,-112.2,2,3,-116.7,25
40,-178.1,2,4,-160.0,25
88,-280.3,2,5,-316.8,25
66,-119.7,3,1,-229.8,25
28,-71.6,3,2,-48.8,25
10,-44.9,3,3,-24.5,25
48,-97.1,3,4,-106.8,25
67,-121.7,3,5,-120.2,25
34,-96.1,4,1,-74.0,25
43,-106.1,4,2,-120.2,25
84,-159.7,4,3,-176.1,25
90,-165.7,4,4,-166.2,25
93,-170.6,4,5,-168.7,25
36,-111.3,5,1,-116.1,25
2,-29.8,5,2,-47.8,25
25,-85.8,5,3,-88.0,25
26,-88.1,5,4,-88.8,25
71,-197.1,5,5,-131.3,25
22,-82.6,1,1,4.0,26
21,-78.4,1,2,-81.6,26
0,-23.1,1,3,0.0,26
77,-227.1,1,4,-2.7,26
20,-76.2,1,5,-74.2,26
54,-88.6,2,1,-154.6,26
27,-44.4,2,2,-77.4,26
24,-41.0,2,3,-38.1,26
20,-31.3,2,4,-34.0,26
20,-33.4,2,5,-31.3,26
45,-108.1,3,1,-88.6,26
41,-99.9,3,2,-98.8,26
90,-187.5,3,3,-215.8,26
1,-31.8,3,4,-10.0,26
48,-112.1,3,5,-116.8,26
37,-132.8,4,1,-116.8,26
15,-65.4,4,2,-66.8,26
60,-199.9,4,3,-142.0,26
35,-124.8,4,4,-127.8,26
3,-28.4,4,5,-39.8,26
61,-187.9,5,1,-131.8,26
55,-173.7,5,2,-172.8,26
18,-85.2,5,3,-66.8,26
2,-45.7,5,4,-21.8,26
32,-118.4,5,5,-160.0,26
69,-265.1,1,1,69.0,27
2,-95.1,1,2,-1.1,27
21,-144.7,1,3,-7.1,27
56,-232.9,1,4,-206.8,27
60,-243.5,1,5,-242.9,27
61,-187.1,2,1,-246.1,27
32,-136.5,2,2,-116.8,27
24,-124.4,2,3,-131.7,27
33,-140.4,2,4,-140.1,27
88,-231.5,2,5,-267.8,27
15,-29.9,3,1,-107.1,27
51,-92.0,3,2,-160.8,27
99,-170.8,3,3,-176.8,27
69,-121.0,3,4,-142.8,27
96,-166.4,3,5,-161.8,27
89,-213.8,4,1,-1.0,27
40,-106.6,4,2,-160.0,27
46,-119.6,4,3,-116.8,27
50,-127.6,4,4,-116.8,27
14,-50.7,4,5,-29.8,27
12,-45.4,5,1,-21.8,27
83,-217.2,5,2,-200.0,27
97,-250.3,5,3,-219.0,27
26,-78.7,5,4,-66.8,27
30,-88.1,5,5,-88.8,27
19,-113.9,1,1,1.0,28
40,-166.0,1,2,-113.9,28
86,-280.8,1,3,-267.0,28
39,-164.5,1,4,-165.1,28
11,-92.9,1,5,-101.1,28
82,-167.7,2,1,-274.8,28
52,-116.5,2,2,-116.0,28
57,-124.3,2,3,-123.8,28
75,-156.6,2,4,-142.8,28
91,-185.0,2,5,-176.8,28
52,-174.0,3,1,-116.5,28
13,-104.5,3,2,-57.8,28
21,-118.6,3,3,-116.0,28
20,-117.2,3,4,-116.8,28
19,-117.7,3,5,-113.9,28
6,-110.0,4,1,-116.0,28
35,-156.6,4,2,-160.0,28
12,-120.0,4,3,-106.0,28
96,-265.9,4,4,-200.0,28
51,-186.3,4,5,-176.0,28
34,-142.9,5,1,-160.0,28
7,-109.8,5,2,-112.0,28
6,-107.6,5,3,-109.8,28
5,-107.1,5,4,-106.0,28
61,-177.0,5,5,-153.0,28
68,-186.9,1,1,72.0,29
3,-86.9,1,2,-1.9,29
82,-210.4,1,3,-206.9,29
65,-183.2,1,4,-186.4,29
84,-213.3,1,5,-211.8,29
77,-239.8,2,1,-196.7,29
10,-107.9,2,2,-119.8,29
11,-110.9,2,3,-110.8,29
91,-268.2,2,4,-247.8,29
4,-94.1,2,5,-88.9,29
52,-148.7,3,1,-140.8,29
93,-247.6,3,2,-274.8,29
85,-228.6,3,3,-215.8,29
84,-225.8,3,4,-223.8,29
81,-218.2,3,5,-219.2,29
64,-193.2,4,1,-200.8,29
54,-175.2,4,2,-155.8,29
98,-261.7,4,3,-267.8,29
51,-170.4,4,4,-161.2,29
28,-127.3,4,5,-116.2,29
6,-18.1,5,1,-100.1,29
80,-168.4,5,2,-210.1,29
24,-54.2,5,3,-66.1,29
76,-161.0,5,4,-160.1,29
12,-29.7,5,5,-24.1,29
75,-196.0,1,1,10.0,30
70,-185.3,1,2,-176.0,30
39,-124.6,1,3,-108.1,30
80,-205.3,1,4,-206.0,30
90,-223.8,1,5,-224.6,30
73,-273.3,2,1,-190.8,30
74,-274.2,2,2,-277.8,30
54,-222.9,2,3,-244.2,30
70,-265.0,2,4,-265.8,30
26,-145.6,2,5,-176.8,30
92,-278.2,3,1,-5.0,30
94,-283.0,3,2,-279.8,30
7,-101.6,3,3,-48.8,30
51,-191.7,3,4,-215.0,30
3,-90.9,3,5,-93.0,30
64,-182.0,4,1,-267.8,30
93,-253.4,4,2,-279.0,30
85,-232.4,4,3,-233.8,30
44,-130.3,4,4,-155.2,30
36,-110.7,4,5,-116.8,30
26,-147.4,5,1,-145.6,30
62,-235.8,5,2,-176.8,30
28,-152.4,5,3,-151.0,30
29,-156.3,5,4,-155.0,30
77,-273.9,5,5,-273.0,30
