x,y,machine,trial,y_pred,subject
87,-190.2,5,5,250.0,8
31,-189.8,1,1,13.0,9
10,-128.4,1,2,10.0,9
68,-299.1,1,3,128.4,9
58,-269.8,1,4,128.4,9
80,-331.7,1,5,100.0,9
52,-213.7,2,1,100.0,9
1,-101.2,2,2,1.0,9
40,-187.7,2,3,100.1,9
90,-294.9,2,4,100.0,9
81,-274.9,2,5,100.1,9
91,-349.8,3,1,100.1,9
66,-280.4,3,2,100.1,9
44,-220.1,3,3,101.2,9
20,-154.4,3,4,101.2,9
13,-134.6,3,5,101.2,9
95,-316.1,4,1,300.1,9
49,-210.9,4,2,199.9,9
41,-190.6,4,3,199.9,9
56,-226.9,4,4,199.9,9
70,-259.0,4,5,200.1,9
14,-124.7,5,1,101.2,9
37,-164.7,5,2,10.0,9
95,-268.9,5,3,299.1,9
69,-223.2,5,4,200.1,9
31,-153.7,5,5,101.2,9
63,-255.6,1,1,16.0,10
32,-177.1,1,2,255.6,10
66,-260.9,1,3,127.5,10
9,-121.6,1,4,10.0,10
75,-283.3,1,5,128.0,10
15,-122.8,2,1,127.9,10
12,-116.9,2,2,122.8,10
10,-116.3,2,3,115.1,10
33,-148.0,2,4,121.6,10
54,-178.7,2,5,100.0,10
17,-141.8,3,1,122.8,10
30,-173.2,3,2,141.8,10
60,-244.7,3,3,255.6,10
57,-236.5,3,4,244.7,10
99,-338.5,3,5,255.0,10
92,-368.5,4,1,255.6,10
48,-239.2,4,2,101.2,10
70,-304.3,4,3,241.3,10
62,-279.8,4,4,241.4,10
38,-210.7,4,5,121.6,10
7,-122.7,5,1,121.6,10
99,-397.6,5,2,338.5,10
15,-146.6,5,3,122.8,10
12,-136.8,5,4,116.9,10
12,-138.0,5,5,136.8,10
97,-135.0,1,1,19.0,11
8,-104.4,1,2,10.0,11
66,-123.6,1,3,100.0,11
80,-128.4,1,4,123.6,11
31,-112.8,1,5,123.6,11
85,-273.1,2,1,123.6,11
23,-147.3,2,2,11.1,11
76,-254.1,2,3,112.8,11
25,-150.1,2,4,147.3,11
91,-285.0,2,5,10.0,11
37,-236.3,3,1,112.8,11
92,-442.3,3,2,123.6,11
70,-359.8,3,3,10.0,11
89,-430.8,3,4,442.3,11
32,-219.1,3,5,112.8,11
95,-291.6,4,1,123.6,11
74,-251.3,4,2,147.3,11
63,-227.7,4,3,100.0,11
63,-227.6,4,4,227.7,11
1,-103.9,4,5,1.0,11
2,-104.4,5,1,103.9,11
4,-107.9,5,2,104.4,11
39,-179.4,5,3,10.0,11
89,-278.1,5,4,285.0,11
47,-194.6,5,5,100.0,11
44,-168.7,1,1,10.0,12
24,-138.2,1,2,168.7,12
45,-172.5,1,3,168.7,12
30,-147.6,1,4,100.0,12
57,-192.3,1,5,100.0,12
58,-81.3,2,1,192.3,12
68,-76.7,2,2,10.3,12
15,-95.7,2,3,10.2,12
1,-101.0,2,4,100.0,12
43,-86.6,2,5,10.0,12
8,-110.9,3,1,10.0,12
78,-189.9,3,2,10.0,12
48,-156.1,3,3,100.0,12
96,-212.9,3,4,100.0,12
33,-138.6,3,5,101.0,12
98,-243.8,4,1,100.0,12
96,-240.4,4,2,212.9,12
93,-236.6,4,3,237.1,12
72,-204.0,4,4,212.9,12
42,-160.1,4,5,199.0,12
4,-106.3,5,1,101.0,12
73,-177.1,5,2,10.0,12
87,-187.9,5,3,192.3,12
39,-140.8,5,4,132.4,12
37,-137.6,5,5,140.8,12
41,-196.1,1,1,10.0,13
45,-205.1,1,2,196.1,13
32,-174.6,1,3,196.1,13
89,-307.8,1,4,196.1,13
1,-101.1,1,5,1.0,13
87,-269.1,2,1,100.1,13
67,-229.1,2,2,101.1,13
7,-113.4,2,3,101.1,13
56,-209.1,2,4,101.1,13
70,-234.7,2,5,101.1,13
99,-249.7,3,1,100.1,13
75,-213.4,3,2,194.7,13
31,-145.2,3,3,174.6,13
53,-178.2,3,4,199.1,13
10,-112.1,3,5,101.1,13
22,-173.3,4,1,101.1,13
26,-188.4,4,2,173.3,13
67,-326.2,4,3,229.1,13
38,-228.3,4,4,191.1,13
86,-389.1,4,5,205.1,13
82,-289.3,5,1,193.1,13
82,-290.2,5,2,289.3,13
40,-193.1,5,3,145.2,13
67,-253.9,5,4,229.1,13
43,-199.7,5,5,193.1,13
69,-300.0,1,1,10.0,14
67,-294.8,1,2,100.0,14
4,-111.1,1,3,1.0,14
27,-177.5,1,4,111.1,14
15,-142.5,1,5,100.0,14
42,-173.5,2,1,100.0,14
81,-243.5,2,2,100.0,14
66,-216.1,2,3,100.0,14
20,-134.7,2,4,100.0,14
65,-211.8,2,5,100.0,14
56,-223.6,3,1,111.1,14
20,-144.1,3,2,134.7,14
63,-240.3,3,3,200.0,14
38,-185.1,3,4,100.0,14
27,-159.2,3,5,177.5,14
13,-136.5,4,1,111.1,14
90,-355.3,4,2,10.0,14
41,-217.4,4,3,100.0,14
98,-379.5,4,4,359.3,14
92,-360.7,4,5,369.5,14
17,-146.6,5,1,10.0,14
26,-170.6,5,2,100.0,14
74,-305.4,5,3,243.5,14
7,-120.1,5,4,111.1,14
93,-356.5,5,5,361.3,14
47,-170.4,1,1,10.0,15
16,-123.7,1,2,16.0,15
96,-246.2,1,3,123.7,15
66,-197.7,1,4,123.7,15
98,-246.5,1,5,123.7,15
77,-260.5,2,1,123.7,15
7,-112.6,2,2,123.7,15
65,-234.0,2,3,197.7,15
87,-283.3,2,4,246.2,15
59,-222.7,2,5,100.0,15
67,-181.1,3,1,123.7,15
23,-129.1,3,2,10.0,15
43,-152.4,3,3,100.0,15
9,-112.9,3,4,111.9,15
14,-118.4,3,5,101.4,15
57,-264.3,4,1,170.4,15
60,-271.9,4,2,197.7,15
88,-353.2,4,3,246.5,15
60,-273.6,4,4,271.9,15
75,-315.9,4,5,264.3,15
39,-199.5,5,1,112.9,15
20,-151.5,5,2,112.5,15
58,-246.4,5,3,200.1,15
83,-313.7,5,4,246.5,15
43,-210.4,5,5,152.4,15
23,-151.2,1,1,10.0,16
78,-278.0,1,2,123.4,16
0,-101.4,1,3,0.0,16
40,-190.8,1,4,101.4,16
67,-255.1,1,5,101.4,16
93,-339.2,2,1,151.2,16
18,-146.8,2,2,101.4,16
84,-316.0,2,3,101.4,16
17,-142.8,2,4,146.8,16
56,-242.5,2,5,101.4,16
0,-100.1,3,1,101.4,16
84,-348.1,3,2,296.0,16
30,-189.6,3,3,100.0,16
96,-384.2,3,4,100.0,16
59,-274.5,3,5,241.9,16
28,-100.3,4,1,141.2,16
56,-103.2,4,2,142.8,16
85,-101.7,4,3,316.0,16
89,-101.5,4,4,101.7,16
90,-100.4,4,5,101.5,16
60,-189.1,5,1,100.0,16
60,-191.7,5,2,189.1,16
10,-114.2,5,3,100.0,16
70,-205.7,5,4,100.0,16
7,-110.2,5,5,114.2,16
51,-209.6,1,1,10.0,17
39,-184.8,1,2,100.0,17
30,-165.5,1,3,100.0,17
59,-226.5,1,4,194.4,17
86,-286.0,1,5,250.5,17
74,-312.9,2,1,100.0,17
31,-188.2,2,2,153.0,17
29,-183.5,2,3,165.5,17
12,-133.7,2,4,10.0,17
80,-329.1,2,5,226.5,17
41,-148.3,3,1,190.0,17
85,-203.3,3,2,225.5,17
45,-152.0,3,3,101.0,17
47,-156.6,3,4,152.0,17
43,-154.1,3,5,145.3,17
20,-139.1,4,1,10.0,17
19,-135.3,4,2,138.9,17
87,-258.2,4,3,291.0,17
45,-183.7,4,4,152.0,17
22,-140.5,4,5,131.9,17
26,-113.7,5,1,141.1,17
48,-121.9,5,2,100.0,17
84,-141.3,5,3,254.9,17
22,-110.7,5,4,139.1,17
8,-101.6,5,5,10.0,17
14,-137.0,1,1,10.0,18
87,-318.4,1,2,137.0,18
34,-188.4,1,3,123.0,18
65,-265.1,1,4,123.0,18
97,-343.2,1,5,123.4,18
7,-109.6,2,1,137.0,18
67,-208.2,2,2,109.6,18
36,-157.0,2,3,109.6,18
6,-107.5,2,4,109.6,18
28,-142.3,2,5,107.5,18
96,-257.4,3,1,137.0,18
75,-221.7,3,2,142.3,18
11,-117.3,3,3,10.0,18
67,-209.1,3,4,208.2,18
7,-111.8,3,5,109.6,18
48,-166.7,4,1,137.0,18
42,-160.2,4,2,151.0,18
36,-150.1,4,3,157.0,18
87,-219.7,4,4,208.2,18
51,-171.5,4,5,157.0,18
3,-107.0,5,1,100.0,18
38,-162.8,5,2,142.3,18
9,-116.0,5,3,107.0,18
51,-183.8,5,4,171.5,18
34,-157.1,5,5,188.4,18
71,-269.7,1,1,10.0,19
14,-133.6,1,2,10.3,19
44,-205.6,1,3,100.0,19
67,-259.8,1,4,110.3,19
95,-326.1,1,5,100.0,19
3,-108.0,2,1,10.2,19
79,-315.7,2,2,108.0,19
16,-143.2,2,3,10.0,19
40,-209.1,2,4,10.0,19
9,-123.8,2,5,10.0,19
64,-176.5,3,1,10.0,19
3,-105.0,3,2,108.0,19
39,-146.0,3,3,199.9,19
26,-132.3,3,4,10.0,19
53,-163.6,3,5,100.0,19
46,-195.2,4,1,13.0,19
64,-230.3,4,2,176.5,19
7,-114.8,4,3,117.2,19
9,-118.4,4,4,123.8,19
53,-208.2,4,5,163.6,19
71,-343.3,5,1,269.7,19
0,-96.7,5,2,0.0,19
50,-269.5,5,3,10.0,19
96,-427.9,5,4,326.1,19
37,-227.2,5,5,10.0,19
10,-87.4,1,1,100.0,20
70,-15.1,1,2,12.3,20
71,-12.3,1,3,15.1,20
42,-48.5,1,4,1.2,20
19,-77.2,1,5,12.3,20
90,-319.7,2,1,10.1,20
89,-317.4,2,2,12.3,20
92,-326.2,2,3,319.7,20
63,-255.4,2,4,12.3,20
31,-178.1,2,5,12.3,20
67,-232.6,3,1,12.3,20
24,-146.1,3,2,10.1,20
29,-158.4,3,3,14.2,20
33,-164.0,3,4,151.1,20
39,-175.5,3,5,150.0,20
46,-121.0,4,1,12.3,20
49,-121.8,4,2,12.1,20
97,-142.8,4,3,12.0,20
4,-101.7,4,4,121.0,20
41,-118.8,4,5,101.7,20
52,-185.3,5,1,11.0,20
94,-253.6,5,2,142.8,20
71,-217.4,5,3,12.3,20
20,-132.9,5,4,101.7,20
98,-260.9,5,5,142.8,20
39,-194.1,1,1,10.0,21
21,-151.1,1,2,194.1,21
18,-142.6,1,3,11.1,21
79,-288.3,1,4,100.1,21
55,-232.8,1,5,100.1,21
29,-169.7,2,1,194.1,21
15,-135.4,2,2,10.1,21
29,-168.8,2,3,169.7,21
53,-228.1,2,4,229.1,21
78,-286.8,2,5,287.1,21
86,-181.2,3,1,288.3,21
31,-131.4,3,2,148.9,21
49,-145.0,3,3,194.1,21
7,-107.6,3,4,10.0,21
68,-165.5,3,5,284.4,21
3,-101.0,4,1,107.6,21
29,-119.8,4,2,168.8,21
0,-95.2,4,3,0.0,21
21,-114.7,4,4,151.1,21
98,-176.0,4,5,184.8,21
31,-210.9,5,1,131.4,21
0,-99.5,5,2,0.0,21
45,-265.0,5,3,145.0,21
90,-430.0,5,4,175.0,21
23,-183.3,5,5,100.0,21
85,-281.7,1,1,100.0,22
11,-124.0,1,2,11.0,22
99,-307.5,1,3,100.0,22
1,-101.9,1,4,1.0,22
51,-209.9,1,5,100.0,22
3,-102.7,2,1,101.9,22
31,-143.3,2,2,102.7,22
68,-195.8,2,3,10.0,22
93,-231.1,2,4,10.0,22
66,-193.4,2,5,100.0,22
78,-369.1,3,1,101.9,22
84,-389.7,3,2,10.0,22
66,-327.2,3,3,193.4,22
22,-176.2,3,4,101.9,22
25,-186.5,3,5,101.9,22
5,-118.5,4,1,102.7,22
66,-343.8,4,2,193.4,22
38,-241.5,4,3,101.9,22
19,-169.7,4,4,101.9,22
32,-217.0,4,5,140.9,22
11,-112.0,5,1,124.0,22
9,-111.6,5,2,101.9,22
51,-149.6,5,3,19.0,22
69,-167.1,5,4,10.0,22
62,-161.2,5,5,150.0,22
8,-108.3,1,1,10.0,23
57,-158.7,1,2,108.3,23
15,-116.4,1,3,15.0,23
84,-186.5,1,4,108.3,23
60,-162.9,1,5,100.0,23
93,-264.3,2,1,103.9,23
90,-257.7,2,2,260.3,23
36,-163.2,2,3,116.4,23
21,-135.3,2,4,116.4,23
14,-125.4,2,5,134.7,23
62,-331.0,3,1,125.4,23
93,-446.6,3,2,264.3,23
66,-345.1,3,3,100.0,23
0,-99.3,3,4,0.0,23
39,-243.1,3,5,100.7,23
49,-191.8,4,1,100.0,23
73,-235.3,4,2,101.1,23
49,-191.3,4,3,191.8,23
80,-251.7,4,4,100.0,23
46,-187.8,4,5,191.3,23
74,-254.4,5,1,100.0,23
81,-268.7,5,2,251.7,23
58,-218.9,5,3,116.4,23
30,-163.3,5,4,101.4,23
97,-301.0,5,5,257.7,23
98,-51.9,1,1,100.0,24
19,-91.2,1,2,1.1,24
87,-58.5,1,3,100.1,24
39,-81.6,1,4,10.1,24
88,-56.5,1,5,10.1,24
34,-127.5,2,1,10.1,24
49,-141.9,2,2,127.5,24
68,-157.9,2,3,111.9,24
59,-149.4,2,4,141.9,24
17,-116.2,2,5,127.5,24
41,-131.5,3,1,123.2,24
7,-106.1,3,2,115.2,24
49,-137.9,3,3,141.9,24
42,-132.4,3,4,131.5,24
73,-152.9,3,5,131.5,24
36,-202.0,4,1,127.5,24
97,-377.5,4,2,101.9,24
26,-172.0,4,3,102.0,24
79,-326.1,4,4,102.0,24
35,-201.1,4,5,199.0,24
61,-132.9,5,1,100.0,24
75,-141.0,5,2,143.9,24
70,-138.1,5,3,140.9,24
6,-105.2,5,4,105.9,24
42,-124.6,5,5,132.4,24
27,-195.2,1,1,10.0,25
61,-308.4,1,2,100.0,25
35,-219.6,1,3,12.8,25
68,-333.9,1,4,100.8,25
36,-224.4,1,5,100.0,25
3,-107.1,2,1,1.2,25
9,-118.1,2,2,10.1,25
66,-229.7,2,3,100.0,25
37,-172.8,2,4,119.9,25
97,-290.4,2,5,100.0,25
1,-105.3,3,1,107.1,25
15,-142.8,3,2,10.1,25
8,-122.1,3,3,100.1,25
97,-371.8,3,4,290.4,25
98,-373.3,3,5,290.4,25
52,-307.7,4,1,100.1,25
50,-302.1,4,2,299.9,25
73,-391.3,4,3,293.9,25
14,-157.0,4,4,101.2,25
61,-343.7,4,5,308.4,25
11,-95.9,5,1,10.0,25
30,-91.3,5,2,10.0,25
30,-91.6,5,3,100.0,25
62,-82.4,5,4,300.1,25
2,-100.2,5,5,104.7,25
8,-135.5,1,1,10.0,26
37,-270.0,1,2,123.5,26
40,-283.4,1,3,100.0,26
18,-180.7,1,4,11.0,26
56,-358.2,1,5,100.0,26
9,-112.1,2,1,135.5,26
76,-208.6,2,2,112.1,26
54,-176.5,2,3,112.1,26
33,-147.3,2,4,100.0,26
9,-112.8,2,5,112.1,26
38,-218.9,3,1,112.1,26
44,-239.1,3,2,191.0,26
66,-308.6,3,3,199.0,26
67,-311.5,3,4,309.0,26
99,-411.8,3,5,300.0,26
10,-122.0,4,1,112.1,26
1,-100.5,4,2,1.0,26
30,-171.4,4,3,100.0,26
14,-132.1,4,4,141.0,26
24,-154.7,4,5,112.0,26
38,-175.7,5,1,218.9,26
78,-256.7,5,2,203.4,26
26,-152.2,5,3,101.4,26
5,-109.3,5,4,100.0,26
6,-112.3,5,5,100.0,26
24,-194.0,1,1,10.0,27
77,-398.5,1,2,10.0,27
74,-387.3,1,3,100.0,27
19,-173.2,1,4,10.0,27
59,-327.3,1,5,10.0,27
55,-185.6,2,1,10.0,27
11,-115.2,2,2,10.0,27
73,-214.2,2,3,10.0,27
31,-147.6,2,4,10.0,27
36,-154.6,2,5,10.0,27
3,-104.8,3,1,11.0,27
3,-103.9,3,2,104.8,27
65,-177.3,3,3,10.0,27
63,-172.7,3,4,175.3,27
47,-155.8,3,5,101.2,27
11,-127.6,4,1,115.2,27
70,-269.7,4,2,10.0,27
99,-338.2,4,3,10.0,27
93,-325.0,4,4,301.2,27
61,-250.8,4,5,154.6,27
75,-297.6,5,1,10.0,27
46,-222.1,5,2,151.2,27
46,-221.6,5,3,222.1,27
34,-189.8,5,4,101.4,27
86,-325.1,5,5,299.9,27
77,-288.0,1,1,100.0,28
12,-128.0,1,2,12.0,28
41,-199.8,1,3,128.0,28
73,-278.1,1,4,128.0,28
59,-244.7,1,5,199.8,28
2,-107.5,2,1,1.0,28
25,-168.7,2,2,107.5,28
58,-259.5,2,3,10.0,28
4,-109.8,2,4,107.5,28
56,-253.8,2,5,250.0,28
43,-242.2,3,1,100.0,28
68,-322.4,3,2,100.0,28
64,-310.7,3,3,319.6,28
39,-229.3,3,4,240.0,28
99,-423.4,3,5,10.0,28
36,-163.4,4,1,100.0,28
26,-147.0,4,2,101.2,28
86,-257.4,4,3,301.0,28
3,-106.9,4,4,108.2,28
20,-137.2,4,5,10.0,28
51,-245.2,5,1,19.0,28
49,-239.3,5,2,243.8,28
68,-293.0,5,3,322.4,28
96,-373.4,5,4,417.0,28
67,-290.9,5,5,300.0,28
81,-321.5,1,1,10.0,29
44,-223.7,1,2,12.5,29
65,-278.8,1,3,123.4,29
50,-239.3,1,4,123.4,29
38,-205.7,1,5,10.5,29
40,-226.5,2,1,12.5,29
81,-356.5,2,2,231.5,29
70,-321.9,2,3,226.5,29
39,-224.4,2,4,223.7,29
39,-222.4,2,5,224.4,29
23,-149.9,3,1,10.5,29
1,-101.7,3,2,1.0,29
70,-253.6,3,3,101.7,29
57,-224.3,3,4,101.7,29
32,-169.6,3,5,101.7,29
92,-429.1,4,1,111.2,29
7,-124.3,4,2,10.1,29
61,-317.2,4,3,101.7,29
64,-328.1,4,4,317.2,29
54,-291.8,4,5,293.8,29
51,-194.4,5,1,11.3,29
4,-107.5,5,2,10.1,29
46,-186.3,5,3,19.9,29
62,-214.1,5,4,191.2,29
95,-276.1,5,5,10.1,29
25,-177.1,1,1,100.0,30
61,-286.6,1,2,100.0,30
43,-232.9,1,3,100.0,30
74,-326.9,1,4,111.1,30
81,-347.7,1,5,100.0,30
5,-112.9,2,1,1.1,30
61,-262.9,2,2,112.9,30
57,-255.4,2,3,112.9,30
53,-242.2,2,4,112.9,30
26,-170.5,2,5,112.9,30
51,-128.2,3,1,112.9,30
58,-132.7,3,2,12.1,30
89,-153.3,3,3,11.1,30
74,-145.5,3,4,147.1,30
52,-130.8,3,5,128.2,30
89,-312.3,4,1,132.7,30
50,-220.3,4,2,11.1,30
67,-260.4,4,3,201.2,30
13,-131.2,4,4,10.1,30
8,-120.6,4,5,11.2,30
23,-136.6,5,1,11.1,30
29,-141.8,5,2,135.4,30
98,-241.8,5,3,141.8,30
54,-180.6,5,4,141.8,30
62,-189.8,5,5,180.6,30
