x,y,machine,trial,y_pred,subject
88,-339.3,5,3,114.0,7
61,-266.8,5,4,100.0,7
23,-162.4,5,5,162.0,7
41,-203.5,1,1,41.0,8
96,-338.5,1,2,10.5,8
44,-210.2,1,3,10.5,8
71,-275.3,1,4,100.0,8
17,-143.0,1,5,10.2,8
24,-153.4,2,1,10.0,8
13,-129.1,2,2,101.0,8
68,-250.7,2,3,200.0,8
13,-131.5,2,4,129.0,8
71,-258.3,2,5,275.0,8
98,-210.9,3,1,321.0,8
77,-186.7,3,2,10.0,8
73,-181.7,3,3,10.0,8
60,-167.3,3,4,10.0,8
7,-107.0,3,5,10.0,8
75,-239.6,4,1,100.0,8
42,-176.9,4,2,10.0,8
66,-223.0,4,3,11.0,8
79,-245.1,4,4,239.0,8
36,-166.0,4,5,100.0,8
39,-148.2,5,1,100.0,8
69,-185.4,5,2,223.0,8
75,-192.6,5,3,239.0,8
7,-108.3,5,4,107.0,8
76,-193.4,5,5,189.0,8
19,-157.0,1,1,1.0,9
80,-345.5,1,2,10.0,9
67,-308.2,1,3,10.0,9
80,-346.5,1,4,345.0,9
12,-135.1,1,5,10.0,9
66,-198.5,2,1,10.0,9
91,-236.8,2,2,102.0,9
55,-181.9,2,3,102.0,9
41,-161.6,2,4,113.0,9
66,-198.2,2,5,198.0,9
81,-179.5,3,1,11.0,9
8,-105.5,3,2,10.0,9
41,-137.4,3,3,161.0,9
58,-155.9,3,4,101.0,9
2,-99.3,3,5,10.0,9
53,-362.2,4,1,101.0,9
28,-239.3,4,2,101.0,9
21,-203.9,4,3,11.2,9
85,-519.9,4,4,101.0,9
63,-410.8,4,5,362.0,9
46,-204.6,5,1,101.0,9
93,-312.2,5,2,101.0,9
73,-266.0,5,3,100.0,9
97,-321.7,5,4,293.0,9
67,-253.2,5,5,266.0,9
9,-135.3,1,1,1.0,10
66,-361.0,1,2,10.2,10
97,-485.2,1,3,10.0,10
36,-244.5,1,4,180.0,10
61,-342.5,1,5,305.0,10
67,-110.7,2,1,10.0,10
58,-110.4,2,2,10.0,10
63,-110.5,2,3,110.0,10
31,-106.1,2,4,110.0,10
73,-112.5,2,5,109.0,10
98,-249.2,3,1,100.0,10
72,-210.3,3,2,110.0,10
66,-199.4,3,3,210.0,10
15,-122.2,3,4,10.2,10
79,-219.3,3,5,201.0,10
56,-224.5,4,1,110.0,10
95,-308.0,4,2,110.0,10
63,-238.9,4,3,110.0,10
3,-107.6,4,4,10.0,10
34,-175.9,4,5,108.0,10
0,-100.4,5,1,0.0,10
76,-318.0,5,2,110.0,10
81,-334.8,5,3,320.0,10
45,-229.0,5,4,100.0,10
32,-190.8,5,5,175.0,10
22,-152.9,1,1,2.0,11
77,-286.5,1,2,10.2,11
26,-162.0,1,3,10.2,11
53,-228.3,1,4,106.0,11
32,-178.8,1,5,112.0,11
48,-170.3,2,1,10.0,11
10,-114.2,2,2,10.0,11
26,-137.4,2,3,162.0,11
23,-133.1,2,4,100.0,11
43,-160.9,2,5,114.0,11
11,-120.5,3,1,11.0,11
26,-146.6,3,2,137.0,11
31,-154.3,3,3,10.0,11
58,-200.1,3,4,100.0,11
45,-178.9,3,5,180.0,11
37,-153.5,4,1,100.0,11
78,-209.1,4,2,286.0,11
38,-154.5,4,3,154.0,11
20,-128.5,4,4,-110.0,11
65,-194.3,4,5,210.0,11
92,-183.5,5,1,100.0,11
85,-177.9,5,2,100.0,11
4,-104.3,5,3,10.1,11
50,-145.1,5,4,199.0,11
34,-131.9,5,5,151.0,11
52,-182.6,1,1,1.0,12
85,-236.5,1,2,11.2,12
64,-202.7,1,3,112.0,12
58,-195.4,1,4,191.0,12
12,-117.3,1,5,10.2,12
86,-338.4,2,1,10.2,12
12,-134.3,2,2,117.0,12
84,-333.4,2,3,236.0,12
52,-243.6,2,4,182.0,12
9,-124.5,2,5,-117.0,12
82,-188.0,3,1,238.0,12
8,-107.1,3,2,124.0,12
98,-207.4,3,3,100.0,12
27,-127.3,3,4,10.0,12
37,-138.2,3,5,127.0,12
57,-250.9,4,1,195.0,12
2,-103.1,4,2,100.0,12
51,-235.8,4,3,110.0,12
76,-298.7,4,4,200.0,12
37,-197.0,4,5,138.0,12
17,-156.5,5,1,100.0,12
36,-222.3,5,2,136.0,12
5,-117.7,5,3,101.0,12
9,-130.7,5,4,124.0,12
96,-421.6,5,5,200.0,12
9,-110.4,1,1,1.0,13
54,-162.0,1,2,10.2,13
24,-126.4,1,3,10.0,13
19,-121.2,1,4,10.0,13
9,-111.5,1,5,110.0,13
30,-183.8,2,1,10.0,13
26,-174.4,2,2,12.0,13
11,-130.6,2,3,10.2,13
46,-229.3,2,4,10.0,13
9,-125.5,2,5,111.0,13
96,-208.4,3,1,10.0,13
34,-138.4,3,2,10.2,13
15,-115.3,3,3,10.0,13
63,-171.4,3,4,10.0,13
19,-121.0,3,5,121.0,13
36,-146.2,4,1,110.0,13
97,-225.2,4,2,100.0,13
82,-207.0,4,3,10.0,13
90,-215.4,4,4,210.0,13
42,-154.8,4,5,110.0,13
26,-184.2,5,1,174.0,13
56,-283.6,5,2,10.0,13
4,-113.2,5,3,1.0,13
37,-222.6,5,4,143.0,13
27,-187.4,5,5,185.0,13
90,-478.7,1,1,10.0,14
85,-459.6,1,2,12.3,14
80,-436.4,1,3,432.0,14
6,-124.3,1,4,1.2,14
77,-423.9,1,5,12.1,14
73,-114.0,2,1,12.3,14
14,-104.8,2,2,10.0,14
19,-104.9,2,3,10.0,14
27,-104.7,2,4,105.0,14
18,-103.4,2,5,104.0,14
45,-185.8,3,1,10.0,14
86,-265.2,3,2,10.0,14
35,-167.4,3,3,111.0,14
51,-197.6,3,4,10.0,14
99,-290.8,3,5,20.0,14
48,-179.1,4,1,10.0,14
56,-188.9,4,2,190.0,14
29,-145.9,4,3,103.0,14
32,-150.7,4,4,149.0,14
89,-243.2,4,5,268.0,14
84,-345.4,5,1,100.0,14
63,-284.5,5,2,104.0,14
50,-245.7,5,3,100.0,14
34,-199.6,5,4,110.0,14
42,-223.0,5,5,200.0,14
34,-111.6,1,1,34.0,15
0,-101.9,1,2,0.0,15
79,-126.7,1,3,100.0,15
33,-111.1,1,4,101.0,15
46,-116.7,1,5,12.1,15
17,-149.0,2,1,10.1,15
14,-141.2,2,2,10.0,15
18,-152.3,2,3,150.0,15
81,-332.8,2,4,101.0,15
83,-337.4,2,5,334.0,15
91,-265.4,3,1,10.0,15
1,-101.3,3,2,1.0,15
61,-209.9,3,3,101.0,15
15,-126.2,3,4,141.0,15
47,-185.9,3,5,116.0,15
57,-226.6,4,1,101.0,15
67,-248.0,4,2,209.0,15
99,-322.7,4,3,101.0,15
61,-236.5,4,4,209.0,15
74,-263.5,4,5,251.0,15
51,-248.3,5,1,101.0,15
62,-277.4,5,2,209.0,15
8,-121.2,5,3,101.0,15
38,-210.3,5,4,101.0,15
60,-271.8,5,5,209.0,15
94,-349.7,1,1,10.0,16
72,-290.7,1,2,12.3,16
43,-214.3,1,3,12.3,16
38,-199.4,1,4,11.3,16
57,-251.0,1,5,229.0,16
34,-186.5,2,1,10.0,16
85,-321.2,2,2,300.0,16
3,-107.2,2,3,1.0,16
87,-325.6,2,4,322.0,16
86,-321.9,2,5,324.0,16
22,-190.5,3,1,100.0,16
37,-253.5,3,2,199.0,16
44,-280.6,3,3,214.0,16
94,-486.1,3,4,349.0,16
32,-232.4,3,5,180.0,16
97,-298.4,4,1,491.0,16
97,-297.2,4,2,298.0,16
17,-134.8,4,3,100.0,16
49,-198.4,4,4,298.0,16
49,-199.8,4,5,198.0,16
75,-230.7,5,1,299.0,16
82,-241.9,5,2,220.0,16
59,-203.1,5,3,230.0,16
67,-217.5,5,4,203.0,16
46,-180.3,5,5,190.0,16
71,-182.0,1,1,1.0,17
52,-160.5,1,2,10.0,17
85,-195.8,1,3,11.0,17
82,-194.1,1,4,190.0,17
3,-105.7,1,5,1.0,17
43,-234.1,2,1,10.0,17
63,-297.0,2,2,10.0,17
64,-300.4,2,3,298.0,17
80,-351.1,2,4,100.0,17
50,-257.2,2,5,210.0,17
26,-155.5,3,1,10.0,17
96,-306.9,3,2,100.0,17
0,-102.0,3,3,0.0,17
47,-202.6,3,4,10.0,17
43,-192.3,3,5,234.0,17
26,-159.8,4,1,155.0,17
11,-123.6,4,2,10.0,17
97,-313.0,4,3,307.0,17
48,-208.0,4,4,202.0,17
37,-180.6,4,5,190.0,17
76,-393.1,5,1,10.0,17
8,-128.8,5,2,100.0,17
89,-441.7,5,3,399.0,17
45,-272.6,5,4,200.0,17
96,-468.9,5,5,306.0,17
72,-249.0,1,1,1.0,18
42,-185.4,1,2,12.0,18
52,-206.5,1,3,10.0,18
99,-305.7,1,4,100.0,18
12,-125.1,1,5,10.2,18
65,-197.7,2,1,10.0,18
50,-175.2,2,2,100.0,18
62,-191.4,2,3,192.0,18
63,-194.2,2,4,192.0,18
82,-221.9,2,5,201.0,18
40,-146.1,3,1,10.0,18
80,-190.1,3,2,200.0,18
66,-173.3,3,3,198.0,18
11,-109.3,3,4,11.0,18
6,-103.2,3,5,-100.0,18
18,-143.0,4,1,100.0,18
50,-215.9,4,2,175.0,18
30,-168.7,4,3,100.0,18
11,-126.0,4,4,109.0,18
83,-291.9,4,5,201.0,18
34,-201.8,5,1,100.0,18
83,-345.2,5,2,291.0,18
86,-355.5,5,3,349.0,18
83,-346.6,5,4,345.0,18
42,-227.0,5,5,185.0,18
23,-175.7,1,1,23.0,19
70,-329.0,1,2,10.2,19
34,-212.3,1,3,12.0,19
15,-149.9,1,4,10.0,19
26,-184.9,1,5,10.0,19
76,-279.6,2,1,10.0,19
95,-322.8,2,2,11.2,19
38,-190.6,2,3,11.1,19
81,-289.4,2,4,10.0,19
81,-291.8,2,5,289.0,19
0,-99.8,3,1,0.0,19
74,-330.8,3,2,100.0,19
93,-390.5,3,3,322.0,19
76,-337.8,3,4,279.0,19
46,-243.3,3,5,100.0,19
88,-218.7,4,1,100.0,19
76,-200.5,4,2,10.0,19
57,-178.1,4,3,10.0,19
50,-168.3,4,4,10.0,19
21,-128.7,4,5,10.0,19
63,-303.4,5,1,100.0,19
49,-258.3,5,2,128.0,19
33,-208.2,5,3,112.0,19
8,-126.1,5,4,10.2,19
4,-111.3,5,5,12.1,19
85,-361.0,1,1,10.0,20
24,-172.4,1,2,10.0,20
75,-329.8,1,3,10.0,20
48,-247.1,1,4,12.0,20
96,-395.5,1,5,381.0,20
26,-131.7,2,1,10.0,20
13,-114.6,2,2,10.3,20
71,-184.3,2,3,21.0,20
42,-150.7,2,4,10.1,20
37,-143.6,2,5,101.0,20
45,-210.0,3,1,11.0,20
25,-161.3,3,2,112.0,20
89,-319.1,3,3,34.0,20
18,-143.9,3,4,100.0,20
62,-251.9,3,5,210.0,20
44,-183.0,4,1,150.0,20
35,-166.3,4,2,143.0,20
5,-110.3,4,3,10.0,20
12,-123.7,4,4,110.0,20
52,-202.1,4,5,210.0,20
91,-300.1,5,1,39.0,20
25,-154.8,5,2,161.0,20
51,-210.3,5,3,100.0,20
49,-208.0,5,4,200.0,20
27,-157.6,5,5,131.0,20
76,-200.6,1,1,10.0,21
47,-163.2,1,2,10.2,21
62,-184.0,1,3,10.2,21
98,-230.9,1,4,100.0,21
13,-117.4,1,5,10.2,21
16,-107.6,2,1,10.2,21
30,-114.2,2,2,10.0,21
81,-140.1,2,3,10.0,21
39,-117.2,2,4,10.0,21
55,-124.4,2,5,100.0,21
62,-264.5,3,1,184.0,21
29,-177.3,3,2,100.0,21
2,-104.2,3,3,10.0,21
62,-264.2,3,4,184.0,21
35,-193.1,3,5,104.0,21
36,-126.7,4,1,100.0,21
5,-102.1,4,2,10.1,21
88,-168.8,4,3,10.0,21
69,-153.9,4,4,10.0,21
11,-105.7,4,5,-111.0,21
44,-120.5,5,1,10.1,21
65,-131.0,5,2,10.1,21
94,-145.4,5,3,10.0,21
89,-144.0,5,4,151.0,21
93,-145.1,5,5,145.0,21
75,-318.3,1,1,100.0,22
59,-270.9,1,2,10.2,22
90,-362.2,1,3,10.2,22
90,-363.5,1,4,362.0,22
3,-108.5,1,5,1.2,22
93,-600.2,2,1,10.2,22
57,-406.4,2,2,100.0,22
81,-536.1,2,3,100.0,22
22,-218.4,2,4,100.0,22
90,-588.2,2,5,100.0,22
95,-278.4,3,1,100.0,22
21,-138.8,3,2,100.0,22
93,-275.9,3,3,100.0,22
90,-269.4,3,4,275.0,22
46,-186.6,3,5,200.0,22
93,-279.4,4,1,100.0,22
71,-237.8,4,2,210.0,22
57,-210.6,4,3,206.0,22
66,-227.7,4,4,210.0,22
28,-156.3,4,5,138.0,22
51,-275.4,5,1,100.0,22
94,-422.4,5,2,275.0,22
73,-350.5,5,3,237.0,22
87,-399.4,5,4,340.0,22
18,-163.8,5,5,108.0,22
49,-188.3,1,1,1.0,23
56,-202.9,1,2,10.2,23
54,-197.6,1,3,199.0,23
70,-228.9,1,4,252.0,23
19,-136.3,1,5,10.1,23
81,-225.8,2,1,20.3,23
65,-201.4,2,2,190.0,23
14,-121.1,2,3,101.0,23
90,-240.3,2,4,229.0,23
33,-151.8,2,5,113.0,23
24,-124.4,3,1,100.0,23
85,-184.5,3,2,225.0,23
69,-168.6,3,3,228.0,23
79,-178.6,3,4,184.0,23
13,-114.8,3,5,121.0,23
66,-242.2,4,1,191.0,23
11,-125.6,4,2,100.0,23
96,-306.7,4,3,201.0,23
67,-242.8,4,4,201.0,23
69,-250.9,4,5,243.0,23
0,-100.8,5,1,0.0,23
38,-160.5,5,2,100.0,23
83,-230.8,5,3,225.0,23
38,-159.5,5,4,160.0,23
98,-255.5,5,5,298.0,23
40,-226.9,1,1,40.0,24
69,-317.9,1,2,10.1,24
90,-384.6,1,3,100.0,24
94,-397.6,1,4,10.1,24
47,-249.8,1,5,10.1,24
41,-187.4,2,1,10.1,24
12,-125.2,2,2,10.6,24
78,-266.5,2,3,10.2,24
42,-188.4,2,4,189.0,24
9,-120.7,2,5,-115.0,24
23,-150.2,3,1,10.1,24
4,-107.4,3,2,10.2,24
65,-247.8,3,3,211.0,24
37,-182.9,3,4,100.0,24
98,-323.2,3,5,399.0,24
9,-117.9,4,1,120.0,24
33,-170.8,4,2,100.0,24
49,-206.5,4,3,19.8,24
18,-139.7,4,4,100.0,24
38,-183.5,4,5,182.0,24
52,-161.1,5,1,10.1,24
36,-142.7,5,2,182.0,24
93,-207.1,5,3,321.0,24
53,-162.0,5,4,161.0,24
20,-123.1,5,5,-131.0,24
12,-121.9,1,1,1.0,25
72,-233.1,1,2,12.1,25
29,-150.7,1,3,10.1,25
10,-118.6,1,4,10.1,25
20,-137.4,1,5,100.0,25
98,-311.7,2,1,100.0,25
80,-270.5,2,2,200.0,25
11,-124.1,2,3,10.1,25
9,-120.6,2,4,-109.0,25
51,-210.4,2,5,152.0,25
65,-284.0,3,1,200.0,25
98,-377.0,3,2,311.0,25
20,-154.6,3,3,137.0,25
72,-304.2,3,4,233.0,25
43,-218.8,3,5,100.0,25
35,-197.9,4,1,10.0,25
84,-329.9,4,2,300.0,25
24,-168.6,4,3,100.0,25
88,-342.0,4,4,339.0,25
68,-288.1,4,5,291.0,25
21,-191.9,5,1,10.0,25
44,-291.0,5,2,220.0,25
43,-288.9,5,3,218.0,25
9,-139.6,5,4,-120.0,25
0,-101.6,5,5,0.0,25
77,-263.3,1,1,10.0,26
25,-153.7,1,2,10.2,26
72,-253.0,1,3,12.3,26
41,-186.7,1,4,103.0,26
2,-104.0,1,5,1.0,26
12,-149.6,2,1,10.0,26
72,-387.8,2,2,253.0,26
85,-438.9,2,3,11.0,26
4,-116.0,2,4,100.0,26
76,-403.4,2,5,383.0,26
1,-103.0,3,1,104.0,26
99,-405.1,3,2,100.0,26
58,-278.2,3,3,200.0,26
24,-175.4,3,4,153.0,26
31,-196.3,3,5,160.0,26
63,-171.3,4,1,230.0,26
74,-181.3,4,2,11.0,26
37,-141.1,4,3,103.0,26
20,-123.6,4,4,100.0,26
89,-197.2,4,5,10.0,26
80,-254.9,5,1,100.0,26
36,-168.7,5,2,103.0,26
5,-110.9,5,3,103.0,26
11,-123.9,5,4,149.0,26
8,-115.4,5,5,103.0,26
42,-106.2,1,1,42.0,27
15,-101.9,1,2,10.2,27
38,-106.9,1,3,100.0,27
29,-104.7,1,4,101.0,27
92,-115.2,1,5,100.0,27
14,-128.8,2,1,101.0,27
0,-100.8,2,2,128.0,27
87,-272.5,2,3,100.0,27
88,-274.0,2,4,272.0,27
35,-170.4,2,5,100.0,27
15,-152.1,3,1,101.0,27
71,-341.2,3,2,10.0,27
83,-381.9,3,3,10.0,27
40,-234.6,3,4,100.0,27
63,-314.9,3,5,300.0,27
65,-265.4,4,1,100.0,27
20,-150.3,4,2,100.0,27
17,-143.2,4,3,100.0,27
52,-233.0,4,4,210.0,27
8,-118.8,4,5,100.0,27
55,-328.7,5,1,233.0,27
35,-246.1,5,2,170.0,27
79,-428.4,5,3,30.0,27
76,-415.8,5,4,430.0,27
85,-452.3,5,5,432.0,27
13,-115.3,1,1,1.0,28
91,-211.4,1,2,10.2,28
8,-109.7,1,3,10.2,28
28,-135.7,1,4,10.2,28
75,-192.7,1,5,101.0,28
32,-202.2,2,1,10.2,28
4,-111.0,2,2,10.3,28
30,-196.5,2,3,101.0,28
3,-109.2,2,4,100.0,28
82,-364.6,2,5,101.0,28
99,-236.3,3,1,100.0,28
33,-146.1,3,2,101.0,28
34,-148.3,3,3,10.0,28
18,-125.6,3,4,101.0,28
55,-174.2,3,5,101.0,28
92,-175.8,4,1,101.0,28
14,-110.6,4,2,118.0,28
52,-141.9,4,3,101.0,28
53,-141.9,4,4,142.0,28
43,-132.7,4,5,101.0,28
78,-341.0,5,1,100.0,28
21,-165.4,5,2,100.0,28
4,-112.7,5,3,111.0,28
6,-119.0,5,4,109.0,28
11,-132.7,5,5,123.0,28
29,-154.9,1,1,29.0,29
6,-110.4,1,2,1.2,29
30,-154.8,1,3,10.1,29
60,-211.2,1,4,110.0,29
76,-240.0,1,5,10.2,29
64,-167.0,2,1,11.2,29
87,-196.9,2,2,10.0,29
24,-125.6,2,3,100.0,29
50,-155.3,2,4,100.0,29
86,-194.9,2,5,196.0,29
90,-203.0,3,1,10.0,29
27,-131.6,3,2,10.0,29
63,-171.7,3,3,166.0,29
55,-162.4,3,4,158.0,29
15,-118.8,3,5,10.0,29
90,-123.2,4,1,203.0,29
84,-120.0,4,2,10.0,29
95,-124.3,4,3,120.0,29
20,-102.9,4,4,10.0,29
29,-106.7,4,5,154.0,29
5,-103.1,5,1,10.0,29
89,-205.6,5,2,120.0,29
63,-173.4,5,3,171.0,29
76,-188.5,5,4,240.0,29
1,-98.1,5,5,100.0,29
8,-114.9,1,1,1.0,30
52,-205.3,1,2,10.1,30
21,-143.1,1,3,10.1,30
28,-156.5,1,4,10.1,30
35,-168.3,1,5,10.1,30
8,-115.9,2,1,114.0,30
34,-177.4,2,2,168.0,30
61,-240.6,2,3,100.0,30
43,-200.6,2,4,10.1,30
7,-114.1,2,5,10.1,30
78,-293.5,3,1,39.1,30
57,-238.5,3,2,205.0,30
1,-101.6,3,3,1.1,30
61,-250.0,3,4,240.0,30
31,-176.0,3,5,160.0,30
64,-279.8,4,1,238.0,30
19,-151.4,4,2,143.0,30
77,-314.8,4,3,291.0,30
21,-158.5,4,4,143.0,30
27,-175.4,4,5,150.0,30
35,-177.5,5,1,168.0,30
75,-269.2,5,2,290.0,30
44,-199.1,5,3,200.0,30
18,-142.7,5,4,149.0,30
86,-294.6,5,5,311.0,30
